gca	taxonomy	annotation_method	version_info	ncbi_annot_avail	funannotate_annot_avail	fasta_file	gff_file
GCA_001661425	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea;Ogataea/Candida clade;[Candida] arabinofermentans;[Candida] arabinofermentans NRRL YB-2248	NCBI GenBank	GCA_001661425.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_001661425.1_Canar1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001661425.1_Canar1_genomic.gff
GCA_003313425	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Pseudopyrenochaetaceae;Pseudopyrenochaeta;Pseudopyrenochaeta lycopersici	funannotate	GCA_003313425.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003313425/GCA_003313425.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003313425/gene_prediction_results/predict_results/GCA_003313425.gff3
GCA_000721755	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium subglaciale;Aureobasidium subglaciale EXF-2481	NCBI RefSeq	GCF_000721755.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0_genomic.gff
GCA_000151645	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber melanosporum	NCBI RefSeq	GCF_000151645.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000151645.1_ASM15164v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000151645.1_ASM15164v1_genomic.gff
GCA_001642045	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Massarineae;Didymosphaeriaceae;Paraphaeosphaeria;Paraphaeosphaeria sporulosa	NCBI RefSeq	GCF_001642045.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_001642045.1_Parsp1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_001642045.1_Parsp1_genomic.gff
GCA_027600685	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Geranomyces;Geranomyces variabilis	NCBI GenBank	GCA_027600685.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027600685.1_ASM2760068v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027600685.1_ASM2760068v1_genomic.gff
GCA_003086735	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium;Smittium simulii	NCBI GenBank	GCA_003086735.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003086735.1_ASM308673v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003086735.1_ASM308673v1_genomic.gff
GCA_000963775	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys rosea	funannotate	GCA_000963775.2	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000963775/GCA_000963775.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000963775/gene_prediction_results/predict_results/GCA_000963775.gff3
GCA_000002525	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;Yarrowia lipolytica;Yarrowia lipolytica CLIB122	NCBI GenBank	GCA_000002525.1	True	False	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_000002525.1_ASM252v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000002525.1_ASM252v1_genomic.gff
GCA_003671545	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Diaporthales;Gnomoniaceae;Ophiognomonia;Ophiognomonia clavigignenti-juglandacearum	funannotate	GCA_003671545.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003671545/GCA_003671545.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003671545/gene_prediction_results/predict_results/GCA_003671545.gff3
GCA_001662655	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes incertae sedis;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus verrucosus	NCBI RefSeq	GCF_001662655.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_001662655.1_ASM166265v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_001662655.1_ASM166265v1_genomic.gff
GCA_002083745	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus microsporus;Rhizopus microsporus var. microsporus	NCBI GenBank	GCA_002083745.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_002083745.1_Rhimi_ATCC52814_1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002083745.1_Rhimi_ATCC52814_1_genomic.gff
GCA_000349385	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Xylariales;Diatrypaceae;Eutypa;Eutypa lata;Eutypa lata UCREL1	NCBI GenBank	GCA_000349385.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_000349385.1_UCREL1V03_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000349385.1_UCREL1V03_genomic.gff
GCA_027600675	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium planicorne	NCBI GenBank	GCA_027600675.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027600675.1_ASM2760067v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027600675.1_ASM2760067v1_genomic.gff
GCA_003013795	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Myriangiales;Elsinoaceae;Elsinoe;Elsinoe australis	NCBI GenBank	GCA_003013795.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003013795.1_ASM301379v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003013795.1_ASM301379v1_genomic.gff
GCA_025526935	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Cladochytriales;Cladochytriaceae;Cladochytrium;Cladochytrium replicatum	NCBI GenBank	GCA_025526935.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025526935.1_Clarep1_1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025526935.1_Clarep1_1_genomic.gff
GCA_000516985	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Xylariales;Sporocadaceae;Pestalotiopsis;Pestalotiopsis fici;Pestalotiopsis fici W106-1	NCBI RefSeq	GCF_000516985.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000516985.1_PFICI_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000516985.1_PFICI_genomic.gff
GCA_027604185	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Terramycetaceae;Boothiomyces;Boothiomyces macroporosus	NCBI GenBank	GCA_027604185.1	True	False	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604185.1_ASM2760418v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604185.1_ASM2760418v1_genomic.gff
GCA_000151315	cellular organisms;Eukaryota;Opisthokonta;Filasterea;Capsaspora;Capsaspora owczarzaki;Capsaspora owczarzaki ATCC 30864	funannotate	GCF_000151315.2	True	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000151315/GCA_000151315.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000151315/gene_prediction_results/predict_results/GCA_000151315.gff3
GCA_000002945	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces pombe	funannotate	GCA_000002945.2	True	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000002945/GCA_000002945.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000002945/gene_prediction_results/predict_results/GCA_000002945.gff3
GCA_000002865	cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Monosiga;Monosiga brevicollis;Monosiga brevicollis MX1	NCBI GenBank	GCA_000002865.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_000002865.1_V1.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000002865.1_V1.0_genomic.gff
GCA_000182895	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Psathyrellaceae;Coprinopsis;Coprinopsis cinerea;Coprinopsis cinerea okayama7#130	NCBI RefSeq	GCF_000182895.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000182895.1_CC3_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000182895.1_CC3_genomic.gff
GCA_000812885	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Rutstroemiaceae;Lanzia;Lanzia echinophila	funannotate	GCA_000812885.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000812885/GCA_000812885.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000812885/gene_prediction_results/predict_results/GCA_000812885.gff3
GCA_000442125	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Teloschistales;Teloschistineae;Teloschistaceae;Caloplacoideae;Gyalolechia;Gyalolechia flavorubescens;Gyalolechia flavorubescens KoLRI002931	funannotate	GCA_000442125.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000442125/GCA_000442125.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000442125/gene_prediction_results/predict_results/GCA_000442125.gff3
GCA_027604085	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;Chytriomyces hyalinus	NCBI GenBank	GCA_027604085.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604085.1_ASM2760408v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604085.1_ASM2760408v1_genomic.gff
GCA_027603655	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Entophlyctis;Entophlyctis luteolus	NCBI GenBank	GCA_027603655.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027603655.1_ASM2760365v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027603655.1_ASM2760365v1_genomic.gff
GCA_003073855	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Massarineae;Periconiaceae;Periconia;Periconia macrospinosa	NCBI GenBank	GCA_003073855.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003073855.1_Perma1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003073855.1_Perma1_genomic.gff
GCA_003264845	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Diaporthales;Cryphonectriaceae;Cryphonectria-Endothia species complex;Cryphonectria;Cryphonectria radicalis	funannotate	GCA_003264845.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003264845/GCA_003264845.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003264845/gene_prediction_results/predict_results/GCA_003264845.gff3
GCA_002591845	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Clavicipitaceae;Epichloe;Epichloe elymi	funannotate	GCA_002591845.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002591845/GCA_002591845.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002591845/gene_prediction_results/predict_results/GCA_002591845.gff3
GCA_025349905	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Blastocladiella;Blastocladiella britannica	NCBI GenBank	GCA_025349905.2	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025349905.2_Blabri1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025349905.2_Blabri1_genomic.gff
GCA_003550325	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora;Gigaspora rosea	NCBI GenBank	GCA_003550325.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003550325.1_ASM355032v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003550325.1_ASM355032v1_genomic.gff
GCA_026955015	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Cladochytriales;Nowakowskiellaceae;Nowakowskiella;unclassified Nowakowskiella;Nowakowskiella sp. JEL0078	NCBI GenBank	GCA_026955015.1	True	False	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_026955015.1_ASM2695501v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_026955015.1_ASM2695501v1_genomic.gff
GCA_001651415	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia;Linnemannia elongata;Linnemannia elongata AG-77	NCBI GenBank	GCA_001651415.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.gff
GCA_027602005	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Geranomyces;Geranomyces michiganensis	NCBI GenBank	GCA_027602005.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027602005.1_ASM2760200v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027602005.1_ASM2760200v1_genomic.gff
GCA_025399235	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Backusellaceae;Backusella;Backusella circina;Backusella circina FSU 941	NCBI GenBank	GCA_025399235.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025399235.1_Bacci1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025399235.1_Bacci1_genomic.gff
GCA_000149925	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia graminis;Puccinia graminis f. sp. tritici;Puccinia graminis f. sp. tritici CRL 75-36-700-3	funannotate	GCF_000149925.1	True	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000149925/GCA_000149925.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000149925/gene_prediction_results/predict_results/GCA_000149925.gff3
GCA_003016335	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Corynesporascaceae;Corynespora;Corynespora cassiicola;Corynespora cassiicola Philippines	NCBI GenBank	GCA_003016335.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003016335.1_Corynespora_cassiicola_v1.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003016335.1_Corynespora_cassiicola_v1.0_genomic.gff
GCA_027596845	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiomycetes incertae sedis;Quaeritorhizaceae;Quaeritorhiza;Quaeritorhiza haematococci	NCBI GenBank	GCA_027596845.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027596845.1_ASM2759684v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596845.1_ASM2759684v1_genomic.gff
GCA_000003515	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus;Uncinocarpus reesii;Uncinocarpus reesii 1704	NCBI GenBank	GCA_000003515.2	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_000003515.2_ASM351v2_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000003515.2_ASM351v2_genomic.gff
GCA_006536005	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces hirtus	NCBI GenBank	GCA_006536005.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_006536005.1_ASM653600v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_006536005.1_ASM653600v1_genomic.gff
GCA_000604185	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Neurospora;Neurospora sublineolata;Neurospora sublineolata FGSC 5508	funannotate	GCA_000604185.2	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000604185/GCA_000604185.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000604185/gene_prediction_results/predict_results/GCA_000604185.gff3
GCA_025602895	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Polychytriales;Polychytriales incertae sedis;Polychytrium;Polychytrium aggregatum	NCBI RefSeq	GCF_025602895.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_025602895.1_Polagg1_1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_025602895.1_Polagg1_1_genomic.gff
GCA_001270325	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces sect. Talaromyces;Talaromyces purpureogenus	funannotate	GCA_001270325.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001270325/GCA_001270325.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001270325/gene_prediction_results/predict_results/GCA_001270325.gff3
GCA_900290415	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Podosporaceae;Podospora;Podospora comata	NCBI GenBank	GCA_900290415.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_900290415.1_version1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_900290415.1_version1_genomic.gff
GCA_025435555	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;Chytriomyces cf. hyalinus JEL632	NCBI GenBank	GCA_025435555.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025435555.1_Chyhya1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025435555.1_Chyhya1_genomic.gff
