n	n:500	L50	min	N75	N50	N25	E-size	max	sum	name
28081	3380	90	500	100885	200507	393983	283976	1305268	66.69e6	Genomes/GCA_001268145.1_vl1.denovo.v1_genomic.fna
1010	1010	13	2002	334370	930126	1592474	1082859	2944605	38.78e6	Genomes/GCA_001270325.1_PPv01_genomic.fna
2536	2489	248	500	13531	27410	48839	35361	167341	23.71e6	Genomes/GCA_001272575.2_ASM127257v2_genomic.fna
804	804	144	1019	45895	81839	129034	100015	582589	36.68e6	Genomes/GCA_001275765.2_ASM127576v2_genomic.fna
91	36	3	504	569061	1302942	1340704	986069	1488995	8133594	Genomes/GCA_001278385.1_MalaPachy_genomic.fna
88	88	5	1742	2322547	3380653	4748374	3340790	5665705	43.94e6	Genomes/GCA_001282315.2_ASM128231v2_genomic.fna
1586	1586	100	964	26366	86515	212681	144804	829792	37.48e6	Genomes/GCA_001292635.1_ASM129263v1_genomic.fna
491	491	39	1001	112223	240523	395503	338196	1384234	32.58e6	Genomes/GCA_001297265.1_ASM129726v1_genomic.fna
24	24	6	1890	735589	891716	1022970	839341	1254589	11.61e6	Genomes/GCA_001298625.1_SEUB3.0_genomic.fna
131	131	12	511	415882	959784	1336950	890127	1935678	30.36e6	Genomes/GCA_001299255.1_ASM129925v1_genomic.fna
13	13	6	1948569	2611572	3045029	3674663	3066991	4437623	37.4e6	Genomes/GCA_001302255.2_TraHir072_genomic.fna
540	540	28	500	162389	353445	693209	504513	1546959	37.61e6	Genomes/GCA_001305275.1_ASM130527v1_genomic.fna
172	172	8	911	924253	1799238	3458569	2124144	4014835	44.23e6	Genomes/GCA_001305505.1_Nd324p1.0_genomic.fna
239	232	8	503	996394	1513704	2702400	1771775	3242904	34.49e6	Genomes/GCA_001307345.1_ASM130734v1_genomic.fna
26	26	7	1041	817675	1414799	1599858	1282380	2325459	20.78e6	Genomes/GCA_001329695.1_Rhoba1_1_genomic.fna
2591	2591	241	1002	31433	72955	136848	98135	509191	63.23e6	Genomes/GCA_001399465.1_H_scutula_V1_genomic.fna
1714	1714	131	1000	73989	156341	266071	192697	865062	68.15e6	Genomes/GCA_001414345.1_H_infarciens_v1_genomic.fna
9749	9749	1802	1000	5072	9574	16237	11970	56249	57.95e6	Genomes/GCA_001414355.1_ASM141435v1_genomic.fna
4749	4749	616	1000	11640	24374	43255	30759	181455	51.52e6	Genomes/GCA_001414365.1_H_pseudoalbidus_v1_genomic.fna
471	471	43	1006	152087	257815	471505	323228	1078606	36.47e6	Genomes/GCA_001414375.1_H_laetus_v1_genomic.fna
925	925	58	1002	126414	226427	395473	270068	799494	42.81e6	Genomes/GCA_001414415.1_H_repandus_genomic.fna
504	504	53	1001	205467	373842	641113	425533	1077142	61.12e6	Genomes/GCA_001414455.1_H_fructigenus_v1_genomic.fna
529	529	66	1010	169417	325154	528244	376079	1018800	69.31e6	Genomes/GCA_001414485.1_H_herbarum_v1_genomic.fna
9	9	4	46308	1197921	1421472	1711476	1422211	1745387	10.97e6	Genomes/GCA_001417885.1_Kmar_1.0_genomic.fna
4851	3199	57	500	25654	121126	221430	159961	643678	25.02e6	Genomes/GCA_001430925.1_ASM143092v1_genomic.fna
3075	2157	33	500	90053	244023	421902	284240	836735	27.38e6	Genomes/GCA_001430935.1_ASM143093v1_genomic.fna
3481	3169	76	500	15293	114233	268200	157573	562754	34.54e6	Genomes/GCA_001430945.1_ASM143094v1_genomic.fna
2724	2423	42	500	29768	187525	344390	264052	979535	30.29e6	Genomes/GCA_001430955.1_ASM143095v1_genomic.fna
511	511	65	1005	32893	56392	94963	68092	222360	11.75e6	Genomes/GCA_001442715.1_ASM144271v1_genomic.fna
239	239	25	2034	301485	540462	954554	650072	1770394	43.52e6	Genomes/GCA_001445595.3_Rnecatrix_2.0_genomic.fna
12	12	4	5941	3379558	4166724	4817265	3997288	5062644	30.77e6	Genomes/GCA_001445615.2_Alt_assembly01_genomic.fna
1871	1871	183	1404	36919	86904	154070	109407	462920	54.76e6	Genomes/GCA_001447215.1_ASM144721v1_genomic.fna
411	407	28	504	131299	274594	563925	346807	1075231	26.51e6	Genomes/GCA_001455505.1_ASM145550v1_genomic.fna
3772	3754	575	500	8834	16925	31228	22983	119718	34.9e6	Genomes/GCA_001455585.1_Dip_scr_CMW30223_v1.0_genomic.fna
129	129	5	991	1419056	2344304	3265028	2811305	6659118	34.61e6	Genomes/GCA_001455915.2_ASM145591v2_genomic.fna
14	14	5	1088961	1588912	2315061	2967767	2240579	3241252	27.8e6	Genomes/GCA_001457955.1_BM42NG_genomic.fna
257	257	21	5002	324251	708982	996634	762138	1992893	43.14e6	Genomes/GCA_001465935.1_ASM146593v1_genomic.fna
254	249	27	502	372926	667425	1110779	908638	3205281	59.67e6	Genomes/GCA_001466705.2_ASM146670v2_genomic.fna
217	217	34	13951	141320	267044	464552	351315	1375771	31.54e6	Genomes/GCA_001481415.2_ASM148141v2_genomic.fna
172	172	18	1023	353419	697391	1077406	795394	1830377	37.91e6	Genomes/GCA_001481775.2_TGAM01v2_genomic.fna
361	361	41	509	112721	224071	362473	272872	1008313	28.45e6	Genomes/GCA_001483325.1_ASM148332v1_genomic.fna
4358	4075	403	500	12372	29334	61891	50043	292340	48.02e6	Genomes/GCA_001484525.1_ASM148452v1_genomic.fna
71	71	15	1033	996839	1328526	1603251	1352530	2752097	48.62e6	Genomes/GCA_001500285.1_Phisc1_genomic.fna
133	133	14	1022	484440	749684	1283140	1004349	2593653	35.14e6	Genomes/GCA_001510565.1_ASM151056v1_genomic.fna
29	29	4	1226	2647967	4170358	4181658	3414529	5632979	35.5e6	Genomes/GCA_001510575.1_ASM151057v1_genomic.fna
78	78	6	1220	1040559	3198254	4138683	2717301	4652852	40.56e6	Genomes/GCA_001511075.1_Acal_Allpaths_LG_genomic.fna
561	561	84	988	68714	118187	208820	145206	489389	33.42e6	Genomes/GCA_001513805.1_ASM151380v1_genomic.fna
959	959	76	790	50859	119876	212335	153182	726170	30.69e6	Genomes/GCA_001513815.1_ASM151381v1_genomic.fna
44	44	5	8483	3455483	4135248	5642462	4268929	7526924	47.12e6	Genomes/GCA_001513825.2_ASM151382v2_genomic.fna
43	41	5	635	2345420	4505907	4946145	3761730	5218369	45.44e6	Genomes/GCA_001513835.1_ASM151383v1_genomic.fna
541	541	87	1041	55183	102236	167129	119417	388894	28.32e6	Genomes/GCA_001513885.1_ASM151388v1_genomic.fna
80	80	12	543	586229	973606	1622480	1146063	2663127	34.25e6	Genomes/GCA_001513895.1_CLC_Genomic_Workbench_genomic.fna
1923	1923	167	1000	28104	61797	101602	70714	325200	33.55e6	Genomes/GCA_001513925.1_ASM151392v1_genomic.fna
495	495	13	500	393501	714065	850254	670620	1437460	22.27e6	Genomes/GCA_001515485.2_Saccharomyces_pastorianus_Weihenstephan_34_70_chromosomes_assembly_1.0_genomic.fna
36	36	5	9666	2560152	3787933	4789767	3748333	5257612	42.87e6	Genomes/GCA_001557505.1_ASM155750v1_genomic.fna
92	92	4	1009	1003041	2267136	3214209	2735086	6463649	29.14e6	Genomes/GCA_001561935.1_ASM156193v1_genomic.fna
31	31	5	9736	1673899	3654600	5302103	3388822	5805871	45.91e6	Genomes/GCA_001562095.1_B17_genomic.fna
1884	1463	166	500	47511	91051	150640	111323	494632	49.82e6	Genomes/GCA_001563115.1_CNYM01_genomic.fna
2776	2272	307	500	23743	46348	80769	58092	217397	48.15e6	Genomes/GCA_001563125.1_CSAL01_genomic.fna
929	759	55	502	171851	291557	457890	336567	802263	50.34e6	Genomes/GCA_001563135.1_CSIM01_genomic.fna
173	173	6	1024	659063	1332564	3980435	2156153	4328034	38.81e6	Genomes/GCA_001566295.1_Microdochium_bolleyi_v1.0_genomic.fna
1050	1050	103	2001	39264	88789	158028	115539	462325	31.71e6	Genomes/GCA_001566745.1_Conidiobolus_coronatus_NRRL28638_genomic.fna
961	664	64	500	112011	180967	288458	236527	1044100	37.68e6	Genomes/GCA_001567575.1_Fsamv1.0_genomic.fna
9	9	3	31729	3820271	4804168	6009755	5048974	7684667	36.51e6	Genomes/GCA_001571465.2_ASM157146v2_genomic.fna
352	352	42	1033	222471	345554	595306	465690	1567382	48.19e6	Genomes/GCA_001574975.1_Ganpr1_genomic.fna
3331	3331	361	554	18727	43666	87727	62968	283715	60.41e6	Genomes/GCA_001578225.1_ASM157822v1_genomic.fna
2626	2626	114	500	40814	112123	215593	160629	849222	47.09e6	Genomes/GCA_001578235.1_ASM157823v1_genomic.fna
345	345	55	2049	51979	104079	173831	126345	388846	18.76e6	Genomes/GCA_001579715.1_ASM157971v1_genomic.fna
34	34	5	12548	2503103	4416304	5005225	3873893	6290098	52.13e6	Genomes/GCA_001593745.1_ASM159374v1_genomic.fna
61	61	5	1248	1157937	1970486	3065487	1955249	3515953	24.78e6	Genomes/GCA_001598995.1_JCM_9937_assembly_v001_genomic.fna
28	28	4	1820	1752785	3305554	3729339	2787422	4013343	24.48e6	Genomes/GCA_001599015.1_JCM_9580_assembly_v001_genomic.fna
76	76	16	1384	399998	617757	946123	699592	1651238	29.33e6	Genomes/GCA_001599055.1_JCM_6961_assembly_v001_genomic.fna
23	23	4	1046	742724	1368077	1633990	1189265	1908090	12.27e6	Genomes/GCA_001599075.1_JCM_15019_assembly_v001_genomic.fna
8	8	3	874829	1250382	1809432	2223177	1741072	2569496	12.15e6	Genomes/GCA_001599095.1_JCM_1507_assembly_v001_genomic.fna
37	37	3	1005	810740	1182409	3115237	1550917	3115237	10.3e6	Genomes/GCA_001599115.1_JCM_1536_assembly_v001_genomic.fna
20	20	3	950	1489139	1631822	2321882	1894512	2941733	13.03e6	Genomes/GCA_001599155.1_JCM_1821_assembly_v001_genomic.fna
12	12	3	980	1578536	1944827	3127918	2090027	3127918	12.24e6	Genomes/GCA_001599195.1_JCM_3601_assembly_v001_genomic.fna
10	10	3	5430	1178140	1643093	1725912	1391737	1923351	10.23e6	Genomes/GCA_001599235.1_JCM_9396_assembly_v001_genomic.fna
22	22	4	1151	967805	1355749	1910718	1452698	2365440	12.08e6	Genomes/GCA_001599255.1_JCM_9445_assembly_v001_genomic.fna
4	4	2	408225	2073765	2210499	3688155	2739162	3688155	8380644	Genomes/GCA_001599275.1_JCM_9478_assembly_v001_genomic.fna
15	15	4	1535	1314674	1897033	2232313	1709145	2479263	16.37e6	Genomes/GCA_001599295.1_JCM_9486_assembly_v001_genomic.fna
16	16	2	1076	2063312	2873744	2948709	2422395	2948709	9452845	Genomes/GCA_001599315.1_JCM_9596_assembly_v001_genomic.fna
32	32	3	1113	846938	3287120	3666946	2473180	3994719	19.13e6	Genomes/GCA_001599335.1_JCM_9604_assembly_v001_genomic.fna
11	11	4	187661	860775	1216816	2932140	1517181	2932140	11.61e6	Genomes/GCA_001599355.1_JCM_9829_assembly_v001_genomic.fna
218	218	12	1001	976127	1301745	1688073	1290904	2695032	38.5e6	Genomes/GCA_001599375.1_JCM_15942_assembly_v001_genomic.fna
19	19	4	1231	1605389	1929336	2590090	2043985	3144167	16.45e6	Genomes/GCA_001599395.1_JCM_9837_assembly_v001_genomic.fna
12	12	3	7272	1529057	3911773	3928629	2916299	4305704	23.29e6	Genomes/GCA_001599435.1_JCM_1933_assembly_v001_genomic.fna
19	19	5	992	3499256	4574701	5294413	4440476	6418835	46.05e6	Genomes/GCA_001599515.1_JCM_11502_assembly_v001_genomic.fna
106	106	5	1032	2690757	3356458	5129458	3910194	6520119	42.46e6	Genomes/GCA_001599555.1_JCM_22618_assembly_v001_genomic.fna
50	50	6	1360	2099602	2903719	4544701	3026168	5116911	44.3e6	Genomes/GCA_001599595.1_JCM_9230_assembly_v001_genomic.fna
30	30	6	1237	863478	1901030	3640685	2070908	4112216	29.59e6	Genomes/GCA_001599615.1_JCM_6020_assembly_v001_genomic.fna
192	192	14	1025	340303	742370	1261756	852063	1854794	33.78e6	Genomes/GCA_001599635.1_JCM_22485_assembly_v001_genomic.fna
63	63	10	988	785618	1176411	1326617	1156214	2404716	27.61e6	Genomes/GCA_001599655.1_JCM_5230_assembly_v001_genomic.fna
17	17	3	1307	3101781	5483182	6118881	4821075	7527422	33.42e6	Genomes/GCA_001599675.1_JCM_23157_assembly_v001_genomic.fna
58	58	7	1193	688514	980761	2207049	1347084	3232300	20.51e6	Genomes/GCA_001599695.1_JCM_9039_assembly_v001_genomic.fna
30	30	6	1330	1294838	1596871	1968617	1556675	2406746	22.63e6	Genomes/GCA_001599715.1_JCM_13614_assembly_v001_genomic.fna
74	74	9	1286	494413	975698	1260642	896042	1571857	20.6e6	Genomes/GCA_001599735.1_JCM_2334_assembly_v001_genomic.fna
72	72	4	1116	3905757	5278018	5688145	4849297	7436685	42.27e6	Genomes/GCA_001599755.1_JCM_17184_assembly_v001_genomic.fna
12	12	3	1111	3802580	4817919	5097143	4733946	6479557	29.8e6	Genomes/GCA_001599775.1_JCM_1751_assembly_v001_genomic.fna
37	37	3	955	4533113	7525378	8073839	6593451	8674709	36.32e6	Genomes/GCA_001599795.1_JCM_6030_assembly_v001_genomic.fna
9	9	3	7462	5624590	5968235	7153077	5968759	7496350	40.24e6	Genomes/GCA_001599815.1_JCM_9210_assembly_v001_genomic.fna
33	33	3	1021	3007545	4300121	4720822	4017323	6581585	31.04e6	Genomes/GCA_001599835.1_JCM_12817_assembly_v001_genomic.fna
75	75	7	1039	712726	1535514	2332402	1499215	3098163	27.24e6	Genomes/GCA_001599875.1_JCM_23047_assembly_v001_genomic.fna
9	9	4	1338	1052182	1141506	1796025	1393932	1894255	10.49e6	Genomes/GCA_001599895.1_JCM_1635_assembly_v001_genomic.fna
169	169	14	1006	526618	744069	829905	688934	1319368	23.66e6	Genomes/GCA_001599915.1_JCM_9740_assembly_v001_genomic.fna
129	129	11	1087	319185	574815	981898	694489	1848242	19.75e6	Genomes/GCA_001599935.1_JCM_1743_assembly_v001_genomic.fna
69	69	6	1006	559945	1256232	2001390	1270488	2473189	21.26e6	Genomes/GCA_001599955.1_JCM_3780_assembly_v001_genomic.fna
19	19	3	1075	3110696	3799296	4532658	3868256	5324173	22.13e6	Genomes/GCA_001599975.1_JCM_7595_assembly_v001_genomic.fna
118	118	15	1049	327814	668716	862319	644695	1668614	24.59e6	Genomes/GCA_001599995.1_JCM_7599_assembly_v001_genomic.fna
71	71	9	1033	740338	960315	1266074	1001871	2090668	21.93e6	Genomes/GCA_001600015.1_JCM_11743_assembly_v001_genomic.fna
33	33	7	1271	569737	1095114	1400318	1039119	1761188	17.66e6	Genomes/GCA_001600035.1_JCM_11471_assembly_v001_genomic.fna
36	36	9	1343	625032	935166	1106756	981794	1971316	19.69e6	Genomes/GCA_001600055.1_JCM_11695_assembly_v001_genomic.fna
8	8	2	9155	1990571	2864868	8010178	4527368	8010178	19.41e6	Genomes/GCA_001600095.1_JCM_2954_assembly_v001_genomic.fna
11	11	3	1333	1950153	2343035	3252722	2844038	4937728	20.87e6	Genomes/GCA_001600175.1_JCM_10687_assembly_v001_genomic.fna
41	41	4	1058	1595944	2552312	3138161	2241153	3326807	21.68e6	Genomes/GCA_001600195.1_JCM_14894_assembly_v001_genomic.fna
10	10	3	1404	2713610	3079924	3534343	3390158	5188447	22.62e6	Genomes/GCA_001600235.1_JCM_1457_assembly_v001_genomic.fna
37	37	3	1007	1929619	3275913	4279961	3395236	6125587	25.96e6	Genomes/GCA_001600255.1_JCM_1458_assembly_v001_genomic.fna
16	16	3	3040	1669125	2408953	4257729	2942119	5395698	23.58e6	Genomes/GCA_001600295.1_JCM_1599_assembly_v001_genomic.fna
29	29	4	1025	2169716	3278535	3670905	2858201	4225014	24.55e6	Genomes/GCA_001600315.1_JCM_9941_assembly_v001_genomic.fna
17	17	3	1124	4171130	4553852	4868020	4627216	5946065	24.1e6	Genomes/GCA_001600335.1_JCM_10018_assembly_v001_genomic.fna
58	58	2	1045	3146717	3832865	6963272	4319411	6963272	17.97e6	Genomes/GCA_001600355.1_JCM_18503_assembly_v001_genomic.fna
19	19	2	1197	2145303	2210296	4288325	3028011	4288325	9273183	Genomes/GCA_001600375.1_JCM_5958_assembly_v001_genomic.fna
149	149	14	1146	326818	714153	1111781	707865	1586061	28.4e6	Genomes/GCA_001600395.1_JCM_7857_assembly_v001_genomic.fna
35	35	6	1171	1206891	2150511	2768415	2093832	3954291	33.46e6	Genomes/GCA_001600415.1_JCM_10690_assembly_v001_genomic.fna
17	17	4	6054	3594941	4455713	5894874	4505321	7713530	44.68e6	Genomes/GCA_001600455.1_JCM_7946_assembly_v001_genomic.fna
66	66	4	1000	2698430	4492036	4702451	3762828	5127702	31.11e6	Genomes/GCA_001600555.1_JCM_11844_assembly_v001_genomic.fna
31	31	5	2263	2443905	3091757	5743572	3614928	5757588	41.71e6	Genomes/GCA_001600575.1_JCM_8837_assembly_v001_genomic.fna
35	35	4	1112	1440316	2516090	4352679	3252403	6931056	31.53e6	Genomes/GCA_001600595.1_JCM_10691_assembly_v001_genomic.fna
26	26	4	1204	1479023	1947947	3425505	2204113	3567136	20.47e6	Genomes/GCA_001600615.1_JCM_2961_assembly_v001_genomic.fna
122	122	11	1039	483757	827833	1246408	917918	1844212	27.53e6	Genomes/GCA_001600635.1_JCM_10699_assembly_v001_genomic.fna
52	52	5	1111	799716	1272296	1744126	1678516	4107630	19.18e6	Genomes/GCA_001600655.1_JCM_2956_assembly_v001_genomic.fna
10	10	4	4443	1057340	1449755	1760901	1458653	2043218	11.06e6	Genomes/GCA_001600675.1_JCM_10732_assembly_v001_genomic.fna
26	26	5	1237	2576123	2805853	3680961	3006823	5297925	30.46e6	Genomes/GCA_001600735.1_JCM_2947_assembly_v001_genomic.fna
32	32	3	1788	809621	1569265	3327117	2158142	3626720	14.75e6	Genomes/GCA_001600755.1_JCM_10240_assembly_v001_genomic.fna
18	18	3	987	615037	1324252	1358424	1106223	1476158	7533955	Genomes/GCA_001600775.1_JCM_11348_assembly_v001_genomic.fna
16	16	4	1221	543747	814805	1413658	973496	1556873	8357916	Genomes/GCA_001600795.1_JCM_11963_assembly_v001_genomic.fna
136	136	9	982	587881	918993	1428786	993843	2179971	24.43e6	Genomes/GCA_001600815.1_JCM_7604_assembly_v001_genomic.fna
13	13	3	1083	614806	1323772	1355546	1108948	1488071	7566712	Genomes/GCA_001600835.1_JCM_12085_assembly_v001_genomic.fna
79	79	9	1020	839237	1036405	1179133	1067150	2360160	23.37e6	Genomes/GCA_001600875.1_JCM_24518_assembly_v001_genomic.fna
1341	1271	184	503	28501	51729	87493	65037	237106	32.43e6	Genomes/GCA_001604925.1_ASM160492v1_genomic.fna
5748	3998	411	500	9930	21637	37663	27127	117156	30.56e6	Genomes/GCA_001604955.1_ASM160495v1_genomic.fna
25660	11904	1476	500	2896	6482	14542	13462	131509	40.58e6	Genomes/GCA_001612595.1_MycenaChlorophos_1.0_genomic.fna
21	21	3	2356	4741569	5585923	6101814	4860093	6870963	30.44e6	Genomes/GCA_001613755.1_ASM161375v1_genomic.fna
791	435	44	500	210544	377287	593587	456992	1692084	52.61e6	Genomes/GCA_001618715.1_Ct127615v1_genomic.fna
27	27	5	1216	1375607	1905213	3123214	2047616	3317220	24.32e6	Genomes/GCA_001619985.1_Xylona_heveae_TC161_v1.0_genomic.fna
87	87	10	903	1463189	2551593	3680966	2442439	3986360	66.4e6	Genomes/GCA_001624995.1_ASM162499v1_genomic.fna
28	28	2	3236	9195676	10.14e6	12.52e6	10.69e6	12.52e6	32.19e6	Genomes/GCA_001625195.1_ASM162519v1_genomic.fna
3371	3371	345	1001	18095	38895	77392	54716	269065	50.69e6	Genomes/GCA_001625345.1_ASM162534v1_genomic.fna
214	214	23	1007	229192	467766	624276	460064	1237293	28.8e6	Genomes/GCA_001630345.1_Calvi1_genomic.fna
904	876	123	500	73044	134714	258294	184874	796807	59.48e6	Genomes/GCA_001630405.1_ASM163040v1_genomic.fna
24	24	3	527	3582761	5347650	5489913	4744019	6770181	33.46e6	Genomes/GCA_001630435.1_ASM163043v1_genomic.fna
230	230	17	1005	361470	687590	1146472	713768	1463428	34.88e6	Genomes/GCA_001630475.1_Sisni1_genomic.fna
599	364	39	500	125185	266184	385607	285534	896583	30.46e6	Genomes/GCA_001630605.1_ASM163060v1_genomic.fna
357	357	31	1035	157592	308973	498979	386138	1365120	31.94e6	Genomes/GCA_001632345.1_Daequ1_genomic.fna
1028	1028	79	1002	49710	110048	218475	171599	793452	33.85e6	Genomes/GCA_001632355.1_Sissu1_genomic.fna
399	399	22	1015	338733	514704	1026975	699869	2234509	39.03e6	Genomes/GCA_001632365.1_Laesu1_genomic.fna
1723	1723	177	1002	55583	111123	194727	184692	1667003	71.7e6	Genomes/GCA_001632375.1_Exigl1_genomic.fna
331	331	29	1008	195068	374596	589775	436311	1521003	34.35e6	Genomes/GCA_001632425.1_Neole1_genomic.fna
545	545	65	1018	95214	167267	263198	186196	590256	32.84e6	Genomes/GCA_001632435.1_Calco1_genomic.fna
103	103	8	1631	739743	1728000	3677749	2154201	4877922	46.86e6	Genomes/GCA_001633045.1_ASM163304v1_genomic.fna
68	66	6	596	1065780	2919467	3967077	2782618	5036990	41.62e6	Genomes/GCA_001633055.2_OPF_BCC54312_improved_genomic.fna
97	97	8	1010	685620	1267920	1791593	1600302	4520846	30.68e6	Genomes/GCA_001636675.1_AAL_1.0_genomic.fna
82	82	13	1030	320689	474001	789526	597329	1565827	20.03e6	Genomes/GCA_001636715.1_AAP_1.0_genomic.fna
430	430	12	1002	434460	871618	1597344	1106481	3591232	33.4e6	Genomes/GCA_001636725.1_ISF_1.0_genomic.fna
241	241	13	1000	406204	771224	1204615	898510	2275001	32.35e6	Genomes/GCA_001636735.1_BBO_1.0_genomic.fna
389	389	12	515	366683	886394	1386344	913638	2400627	31.64e6	Genomes/GCA_001636745.1_NOR_1.0_genomic.fna
130	130	4	1015	1488151	3946253	5457685	3978659	6902696	35.58e6	Genomes/GCA_001636795.1_LEL_1.0_genomic.fna
78	78	7	1012	864574	1732550	2913417	1772524	3544422	34.53e6	Genomes/GCA_001636815.1_SPI_1.0_genomic.fna
21	21	4	4155	3096690	4318338	5009828	3912950	6050249	36.57e6	Genomes/GCA_001638945.1_Mucci2_genomic.fna
80	80	11	2964	1004545	1514750	2995789	1878060	4376333	53.37e6	Genomes/GCA_001638985.2_Phybl2_genomic.fna
5	5	2	43869	2773601	4956242	5930846	4543911	5930846	15.98e6	Genomes/GCA_001640025.2_ASM164002v2_genomic.fna
879	879	133	503	40751	77987	122956	93045	458988	32.69e6	Genomes/GCA_001640655.1_ASM164065v1_genomic.fna
644	644	76	504	63374	115283	181833	139943	473907	28.33e6	Genomes/GCA_001640685.1_ASM164068v1_genomic.fna
83	83	11	6345	888272	1168637	1716040	1289465	2552698	35.81e6	Genomes/GCA_001641265.1_ASM164126v1_genomic.fna
61	61	5	1010	1630763	3089731	5093647	3052043	5363015	38.08e6	Genomes/GCA_001642045.1_Parsp1_genomic.fna
79	79	12	1034	787373	1097884	1540376	1114865	2531235	32.99e6	Genomes/GCA_001642055.1_Altal1_genomic.fna
324	324	42	1196	135019	268916	415690	321164	1141665	35.23e6	Genomes/GCA_001642475.1_ASM164247v1_genomic.fna
4633	4633	674	926	5141	11497	21664	15275	72392	28.12e6	Genomes/GCA_001645005.2_AAFC_TcaDAOMC238032_2_genomic.fna
3741	3741	562	960	7193	14874	26953	19648	114021	29.85e6	Genomes/GCA_001645045.2_AAFC_TcoDAOMC236426_2_genomic.fna
1387	1387	155	957	22772	45521	78238	57214	260724	23.94e6	Genomes/GCA_001645055.2_AAFC_TwDAOMC236422_2_genomic.fna
258	258	36	1014	145235	302482	462500	345255	1192800	33.79e6	Genomes/GCA_001646965.1_ASM164696v1_genomic.fna
618	618	80	1536	173545	333978	583012	454723	1846335	95.24e6	Genomes/GCA_001648815.1_ASM164881v1_genomic.fna
2647	2640	407	500	9822	18166	29503	21452	88862	23.57e6	Genomes/GCA_001649435.1_CEM2dn_genomic.fna
472	472	31	1003	280125	514599	872854	571829	1525757	49.7e6	Genomes/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.fna
261	103	5	502	821202	1331929	3427484	1951093	4051004	23.21e6	Genomes/GCA_001651435.1_CMCC_F_T3l_genomic.fna
57	57	5	5070	1485091	2674913	4192901	2870442	4889573	34.73e6	Genomes/GCA_001651985.1_ASM165198v1_genomic.fna
49	49	4	1745	3224289	5358365	6599916	4955687	8614841	44.19e6	Genomes/GCA_001653235.2_ASM165323v2_genomic.fna
163	163	5	1058	1923101	3195384	3920270	2972475	5696966	38.21e6	Genomes/GCA_001653265.1_ASM165326v1_genomic.fna
245	215	37	550	107610	179640	295159	209309	637959	20.66e6	Genomes/GCA_001654535.1_ASM165453v1_genomic.fna
1842	1840	188	501	32495	65958	110363	82624	304778	41.95e6	Genomes/GCA_001654545.1_ASM165454v1_genomic.fna
1873	1553	138	501	15927	35555	63983	43546	138429	16.44e6	Genomes/GCA_001655755.1_ASM165575v1_genomic.fna
2530	2268	291	500	6383	13448	26331	20809	145420	14.72e6	Genomes/GCA_001655765.1_ASM165576v1_genomic.fna
2380	1098	55	500	38424	76648	135038	93886	330505	14.39e6	Genomes/GCA_001657455.1_ASM165745v1_genomic.fna
12	12	4	41158	1786716	2854105	3883964	2892982	4236025	26.56e6	Genomes/GCA_001657655.1_ASM165765v1_genomic.fna
2310	2310	212	1000	17365	43344	85523	68269	560457	35.27e6	Genomes/GCA_001658105.1_Rhivi1_genomic.fna
511	446	41	500	111315	186112	296344	223895	637817	24.99e6	Genomes/GCA_001660795.1_Cfu_V1.2_genomic.fna
10	10	3	7587	1392658	1668959	2664891	1905689	2675275	11.43e6	Genomes/GCA_001661235.1_Picme2_genomic.fna
197	159	3	503	1111849	1705742	2159135	1656328	2464833	12.34e6	Genomes/GCA_001661245.1_Pacta1_2_genomic.fna
46	46	3	2037	1479088	2125508	2145197	2070603	3274844	13.72e6	Genomes/GCA_001661255.1_Wican1_genomic.fna
35	35	11	7699	349732	436079	635525	556318	1471339	14.11e6	Genomes/GCA_001661265.1_Saico1_genomic.fna
20	20	4	1014	838974	1616874	1950635	1550375	2472443	13.68e6	Genomes/GCA_001661315.1_Nadfu1_genomic.fna
117	117	7	2002	938858	1309360	1685591	1292808	2055908	20.68e6	Genomes/GCA_001661325.1_Lipst1_1_genomic.fna
49	49	6	1350	597089	931948	1780969	1189003	2612407	15.05e6	Genomes/GCA_001661335.1_Babin1_genomic.fna
63	63	6	1006	573015	1034948	1454838	1317376	3332145	17.46e6	Genomes/GCA_001661345.1_Ascru1_genomic.fna
27	27	3	1148	959410	1839556	1964492	1624942	2728873	12.35e6	Genomes/GCA_001661395.1_Hypbu1_genomic.fna
76	76	6	1017	407710	695065	1159794	828887	1905448	12.76e6	Genomes/GCA_001661405.1_Cybja1_genomic.fna
16	16	4	1338	1247063	1511379	1939578	1662255	2640204	13.1e6	Genomes/GCA_001661415.1_Canta1_genomic.fna
62	62	6	1039	309094	698660	1051814	755113	1528329	13.1e6	Genomes/GCA_001661425.1_Canar1_genomic.fna
6	6	2	3807	2590459	3095638	3105224	2853550	3105224	9124378	Genomes/GCA_001661475.1_Canca1_genomic.fna
72	70	14	727	407351	592916	921561	709917	1887556	24.54e6	Genomes/GCA_001661515.1_ASM166151v1_genomic.fna
151	151	22	804	273648	446170	694576	536375	1768008	30.16e6	Genomes/GCA_001662655.1_ASM166265v1_genomic.fna
647	647	12	1988	22205	276645	435990	256939	610245	9686418	Genomes/GCA_001664025.1_Hanva1_1_genomic.fna
48	48	3	2018	1851649	2491632	5273390	2944186	5273390	15.68e6	Genomes/GCA_001664035.1_Metbi1_genomic.fna
7	7	4	988507	1266025	1302528	1516309	1315196	1541475	8974367	Genomes/GCA_001664045.1_Hanpo2_genomic.fna
