clade_comparison	clade	genome	bgcome_size
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Saitozyma_GCA_003942215.1	291366.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Violaceomyces_GCA_003144235.1	406239.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Thecaphora_GCA_900291925.1	470550.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Cryptococcus_GCA_001720245.1	131020.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Malassezia_GCA_002818225.1	300681.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Pseudozyma_GCF_000417875.1	595011.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Golubevia_GCA_001599655.1	445057.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Mrakia_GCA_001600395.1	162675.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Puccinia_GCA_000149925.1	221016.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Cystobasidiopsis_GCA_001599975.1	426531.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Wallemia_GCF_000400465.1	376695.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Erythrobasidium_GCA_001600175.1	217595.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Acaromyces_GCF_003144295.1	1018648.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Testicularia_GCA_003144125.1	537183.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Rhodotorula_GCA_002806785.1	233537.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Takashimella_GCA_003116875.1	226010.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Tilletiaria_GCF_000711695.1	301043.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Mixia_GCF_000708205.1	414063.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Tremella_GCA_000987905.1	81774.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Glaciozyma_GCA_002917775.1	175825.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Phaeotremella_GCA_001599695.1	285896.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Solicoccozyma_GCA_001600015.1	256776.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Ceraceosorus_GCA_900000165.1	903100.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Quambalaria_GCA_004016185.1	586321.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Meira_GCF_003144205.1	514512.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Papiliotrema_GCA_000442785.1	337802.0
2. Agaricomycetes vs. Other Basidiomycota	2. Other Basidiomycota	Cystobasidium_GCA_001599955.1	191297.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Serendipita_GCA_000313545.1	218241.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Volvariella_GCA_000349905.1	1097461.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Auricularia_GCA_000265015.1	2181837.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Albatrellus_GCA_003314395.1	314300.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Plicaturopsis_GCA_000827205.1	1504303.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Paxillus_GCA_000827475.1	1531398.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Jaapia_GCA_000697665.1	1002713.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Thelephora_GCA_003316405.1	306527.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Amanita_GCA_002554575.1	519550.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Grifola_GCA_001683735.1	1439626.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Fibroporia_GCF_000313525.1	1614987.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Gymnopilus_GCA_002938385.1	1552339.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Ganoderma_GCA_002760635.1	2189877.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Panaeolus_GCA_002938355.1	887448.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Calocera_GCA_001630345.1	851086.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Steccherinum_GCA_004332605.1	1925954.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Heterobasidion_GCA_002994785.1	1622088.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Sphaerobolus_GCA_000827215.1	4385115.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Laccaria_GCF_000143565.1	1035640.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Sarcodon_GCA_003313825.1	867279.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Rhizoctonia_GCA_000524645.1	507180.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Tulasnella_GCA_000827465.1	566508.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Phlebopus_GCA_000766925.2	2134208.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Candolleomyces_GCA_004126415.1	720353.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Porodaedalea_GCA_002794775.1	1258326.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Serpula_GCA_000218685.1	2291438.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Collybiopsis_GCA_000827265.1	3223702.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Armillaria_GCA_002307695.1	3289747.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Punctularia_GCF_000264995.1	1949030.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Hygrophorus_GCA_003314125.1	445025.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Phanerodontia_GCA_001910725.1	2156431.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Piloderma_GCA_000827315.1	2406975.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Hericium_GCA_003675405.1	1556226.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Schizopora_GCA_001020605.1	1617884.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Botryobasidium_GCA_000697705.1	1437691.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Pleurotus_GCA_003313735.1	1516745.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Exidia_GCA_001632375.1	2611945.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Trametes_GCA_001895945.1	1266400.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Fistulina_GCA_000934395.1	1109451.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Coprinopsis_GCF_000182895.1	901156.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Hebeloma_GCA_000827355.1	1310653.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Pisolithus_GCA_000827335.1	991749.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Coniophora_GCF_000271625.1	2593152.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Neolentinus_GCA_001632425.1	2055670.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Coprinus_GCA_003316025.1	765022.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Stereum_GCF_000264905.1	3539980.0
3. Agaricomycetes vs. non-Dikaryon fungi	1. Agaricomycetes	Scleroderma_GCA_000827425.1	833964.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Martensiomyces_GCA_025201845.1	147067.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Paramicrosporidium_GCA_002794465.1	0.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Phycomyces_GCA_001638985.2	385114.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Nowakowskiella_GCA_027600645.1	295659.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Polychytrium_GCF_025602895.1	4288817.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Chytriomyces_GCA_025435555.1	597665.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Neoconidiobolus_GCA_025603075.1	203739.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Piptocephalis_GCA_003614145.1	20024.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Dinochytrium_GCA_027604005.1	216813.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Rhizoclosmatium_GCA_002104985.1	542899.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Paraphysoderma_GCA_025602915.1	174597.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Rhizopus_GCA_000149305.1	669928.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Spizellomyces_GCA_000182565.2	765324.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Synchytrium_GCF_006535985.1	213949.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Thoreauomyces_GCA_027596035.1	414522.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Linderina_GCF_002104995.1	190944.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Chytridiales_GCA_027604305.1	167986.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Kappamyces_GCA_027604465.1	115705.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Polyrhizophydium_GCA_027604665.1	113093.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Oehlia_GCA_003833135.1	305816.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Conidiobolus_GCA_001566745.1	417335.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Phlyctochytrium_GCA_025602905.1	402159.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Blastocladiella_GCA_025349905.2	101913.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Borealophlyctis_GCA_027604605.1	120199.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Mucor_GCA_000401635.1	500038.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Irineochytrium_GCA_027600665.1	360067.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Entophlyctis_GCA_027604725.1	246603.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Linnemannia_GCA_001651415.1	217495.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Globomyces_GCA_025399215.1	384909.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Gorgonomyces_GCA_025526955.1	157542.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Chytridium_GCA_025449115.1	312706.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Lobulomyces_GCA_027604685.1	209071.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Mitosporidium_GCF_000760515.2	0.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Geranomyces_GCA_027603065.1	870820.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Piromyces_GCA_002157105.1	1565310.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Lobosporangium_GCF_002105155.1	166881.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Umbelopsis_GCA_000697415.1	634469.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Zopfochytrium_GCA_025765615.1	938506.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Allomyces_GCA_000151295.1	329435.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Siphonaria_GCA_027596065.1	214745.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Gonapodya_GCA_001574975.1	196268.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Homolaphlyctis_GCA_000235945.1	120061.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Smittium_GCA_003086735.1	88475.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Hesseltinella_GCA_002104935.1	403269.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Batrachochytrium_GCA_000149865.1	268079.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Powellomyces_GCA_025526995.1	586050.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Rozella_GCA_000442015.1	9832.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Coemansia_GCA_002705745.1	145583.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Backusella_GCA_025399235.1	488719.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Boothiomyces_GCA_027604185.1	274584.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Obelidium_GCA_025765595.1	512070.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Quaeritorhiza_GCA_027596845.1	196724.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Anaeromyces_GCA_002104895.1	2189531.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Cladochytrium_GCA_025526935.1	618779.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Physocladia_GCA_027596945.1	217739.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Syncephalastrum_GCA_002105135.1	539213.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Clydaea_GCA_027604065.1	109388.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Fimicolochytrium_GCF_025526975.1	595746.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Gigaspora_GCA_003550325.1	1080977.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Saksenaea_GCA_000697055.1	249608.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Dimargaris_GCA_003614675.1	609786.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Caulochytrium_GCA_003615045.1	153409.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Bifiguratus_GCA_002261195.1	322691.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Syncephalis_GCA_025786725.1	237973.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Podochytrium_GCA_027596195.1	139734.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Terramyces_GCA_027603945.1	293934.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Blyttiomyces_GCA_027604625.1	55247.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Basidiobolus_GCA_002104905.1	1584518.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Ramicandelaber_GCA_025201865.1	111132.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Neocallimastix_GCA_002104975.1	2038726.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Rhizophlyctis_GCA_027596075.1	487318.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Catenaria_GCA_002102555.1	202967.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Gaertneriomyces_GCA_025558075.1	342256.0
3. Agaricomycetes vs. non-Dikaryon fungi	2. non-Dikaryon fungi	Hyaloraphidium_GCA_025558095.1	243785.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Nowakowskiella_GCA_027600645.1	295659.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Polychytrium_GCF_025602895.1	4288817.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Chytriomyces_GCA_025435555.1	597665.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Rhizoclosmatium_GCA_002104985.1	542899.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Thoreauomyces_GCA_027596035.1	414522.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Dinochytrium_GCA_027604005.1	216813.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Synchytrium_GCF_006535985.1	213949.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Spizellomyces_GCA_000182565.2	765324.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Chytridiales_GCA_027604305.1	167986.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Polyrhizophydium_GCA_027604665.1	113093.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Kappamyces_GCA_027604465.1	115705.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Phlyctochytrium_GCA_025602905.1	402159.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Borealophlyctis_GCA_027604605.1	120199.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Irineochytrium_GCA_027600665.1	360067.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Entophlyctis_GCA_027604725.1	246603.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Lobulomyces_GCA_027604685.1	209071.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Gorgonomyces_GCA_025526955.1	157542.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Chytridium_GCA_025449115.1	312706.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Globomyces_GCA_025399215.1	384909.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Piromyces_GCA_002157105.1	1565310.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Geranomyces_GCA_027603065.1	870820.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Zopfochytrium_GCA_025765615.1	938506.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Siphonaria_GCA_027596065.1	214745.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Homolaphlyctis_GCA_000235945.1	120061.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Gonapodya_GCA_001574975.1	196268.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Batrachochytrium_GCA_000149865.1	268079.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Powellomyces_GCA_025526995.1	586050.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Boothiomyces_GCA_027604185.1	274584.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Quaeritorhiza_GCA_027596845.1	196724.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Obelidium_GCA_025765595.1	512070.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Cladochytrium_GCA_025526935.1	618779.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Anaeromyces_GCA_002104895.1	2189531.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Clydaea_GCA_027604065.1	109388.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Fimicolochytrium_GCF_025526975.1	595746.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Caulochytrium_GCA_003615045.1	153409.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Podochytrium_GCA_027596195.1	139734.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Terramyces_GCA_027603945.1	293934.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Blyttiomyces_GCA_027604625.1	55247.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Physocladia_GCA_027596945.1	217739.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Neocallimastix_GCA_002104975.1	2038726.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Rhizophlyctis_GCA_027596075.1	487318.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Gaertneriomyces_GCA_025558075.1	342256.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	1. Chytrid & Chytrid-like (including Neocallimastigomycota)	Hyaloraphidium_GCA_025558095.1	243785.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Candida_GCA_001661425.1	127836.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Trigonopsis_GCA_003706805.2	296322.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Ogataea_GCA_003706095.1	145149.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Zygoascus_GCA_003707925.2	154971.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Kockiozyma_GCA_003705835.2	278149.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Priceomyces_GCA_003705335.1	120171.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Ascoidea_GCF_001661345.1	71698.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Hanseniaspora_GCA_900119595.1	118542.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Zygosaccharomyces_GCA_000442885.1	170328.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Saccharomycopsis_GCA_004014935.1	127608.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Alloascoidea_GCA_001600815.1	275433.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Saccharomyces_GCF_000146045.2	135159.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Yarrowia_GCA_000002525.1	186198.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Metschnikowia_GCA_002374405.1	126603.0
4. Chytrid & Chytrid-like (including Neocallimastigomycota) vs. Saccharomycotina	2. Saccharomycotina	Sporopachydermia_GCA_003705295.1	128135.0
