name	domain_evalue	domain_score	meets_ga
GCA_003795315|CDS_2954|22|116	3e-09	44.7	True
GCA_003795315|CDS_2954|116|137	1.6e+02	9.9	False
GCA_003988815|CDS_1253|22|105	1.9e-08	42.2	True
GCA_003988815|CDS_1253|118|138	25	12.5	False
GCA_000226115|CDS_8244|22|109	1.4e-08	42.5	True
GCA_000226115|CDS_8244|115|139	27	12.5	False
GCA_025526935|CDS_11144|122|281	5.1e-11	50.5	True
GCA_900073065|CDS_8998|25|145	2.2e-08	41.9	True
GCA_000827335|CDS_22095|36|141	1.5e-08	42.5	True
GCA_027596075|CDS_3936|13|155	2.2e-11	51.6	True
GCA_000963775|CDS_9187|57|118	1e-11	52.8	True
GCA_003016335|CDS_12853|26|114	9.1e-09	43.2	True
GCA_003016335|CDS_12853|120|145	0.96	17.2	False
GCA_000738655|CDS_8321|22|115	1.9e-08	42.2	True
GCA_000738655|CDS_8321|121|142	36	12.0	False
GCA_003313425|CDS_408|248|335	3.5e-09	44.5	True
GCA_003313425|CDS_408|347|368	68	11.2	False
GCA_001895945|CDS_2498|22|128	2e-10	48.5	True
GCA_001895945|CDS_2498|135|151	5.9e+02	8.1	False
GCA_000836295|CDS_8829|22|121	1.8e-08	42.2	True
GCA_000836295|CDS_8829|115|137	16	13.2	False
GCA_000354255|CDS_609|25|154	1.5e-11	52.2	True
GCA_002865625|CDS_12711|25|116	2.8e-09	44.8	True
GCA_002865625|CDS_12711|126|146	1.2e+02	10.3	False
GCA_001513895|CDS_4402|77|250	3.1e-11	51.2	True
GCA_000732205|CDS_4681|21|109	6e-08	40.5	True
GCA_000732205|CDS_4681|115|134	9.1	14.0	False
GCA_000467715|CDS_6359|22|104	2.7e-08	41.6	True
GCA_000467715|CDS_6359|114|134	31	12.3	False
GCA_001566295|CDS_11214|22|130	9.5e-10	46.4	True
GCA_001566295|CDS_11214|139|151	2.3e+02	9.4	False
GCA_000827425|CDS_16116|1|145	1.3e-09	46.0	True
GCA_003988795|CDS_10533|26|149	3.3e-09	44.6	True
GCA_002081935|CDS_2269|48|103	1.9e-11	51.9	True
GCA_000827475|CDS_13153|77|170	2.2e-07	38.7	True
GCA_000827475|CDS_13153|167|188	7.2	14.3	False
GCA_000963775|CDS_11379|23|108	3.4e-08	41.3	True
GCA_000963775|CDS_11379|118|137	22	12.7	False
GCA_000365145|CDS_1267|49|129	1.5e-11	52.2	True
GCA_001692735|CDS_11509|19|110	1.6e-08	42.4	True
GCA_001692735|CDS_11509|110|139	7.6	14.2	False
GCA_001642045|CDS_1022|25|116	1.9e-09	45.4	True
GCA_001642045|CDS_1022|124|137	3.4e+02	8.9	False
GCA_001692735|CDS_12028|68|129	1.3e-11	52.4	True
GCA_900073065|CDS_19250|22|108	2.1e-09	45.3	True
GCA_900073065|CDS_19250|119|136	59	11.4	False
GCA_002760635|CDS_4217|24|124	4.9e-10	47.3	True
GCA_002760635|CDS_4217|129|145	8.2e+02	7.6	False
GCA_001563115|CDS_12531|21|149	1.6e-10	48.9	True
GCA_002865625|CDS_2212|22|106	2.6e-07	38.5	True
GCA_002865625|CDS_2212|111|129	11	13.8	False
GCA_000963775|CDS_8325|46|224	2.7e-11	51.4	True
GCA_000467715|CDS_7102|22|112	9.9e-08	39.8	True
GCA_000467715|CDS_7102|120|142	7.8	14.2	False
GCA_001692915|CDS_11086|23|120	4.1e-08	41.1	True
GCA_001692915|CDS_11086|138|152	68	11.1	False
GCA_000498615|CDS_9365|25|116	2.1e-09	45.2	True
GCA_000498615|CDS_9365|122|145	12	13.6	False
GCA_003049485|CDS_5547|23|126	1.1e-08	42.9	True
GCA_003049485|CDS_5547|135|151	1.7e+02	9.9	False
GCA_002307695|CDS_18088|153|245	3.1e-10	48.0	True
GCA_003988815|CDS_5010|34|213	5.7e-11	50.3	True
GCA_002865625|CDS_10060|22|107	2.6e-10	48.2	True
GCA_002865625|CDS_10060|112|130	1.4e+02	10.1	False
GCA_900073065|CDS_20127|22|111	1.5e-09	45.7	True
GCA_900073065|CDS_20127|122|137	1e+02	10.6	False
GCA_001599595|CDS_1146|25|111	9.2e-08	39.9	True
GCA_001599595|CDS_1146|124|146	8	14.2	False
GCA_003016335|CDS_10071|26|117	1.6e-08	42.4	True
GCA_003016335|CDS_10071|127|150	27	12.4	False
GCA_002760635|CDS_9156|21|151	6.1e-09	43.7	True
GCA_002760635|CDS_9156|160|177	64	11.2	False
GCA_000467715|CDS_5819|22|105	8.2e-09	43.3	True
GCA_000467715|CDS_5819|111|132	22	12.8	False
GCA_000827425|CDS_4472|1|99	7.1e-10	46.8	True
GCA_000827425|CDS_4472|117|127	4.2e+02	8.6	False
GCA_900073065|CDS_14132|20|120	7.7e-09	43.4	True
GCA_900073065|CDS_14132|127|144	2.3e+02	9.4	False
GCA_002865625|CDS_11311|22|113	4e-08	41.1	True
GCA_002865625|CDS_11311|120|141	4.2	15.1	False
GCA_001447215|CDS_5254|21|117	3e-09	44.7	True
GCA_001447215|CDS_5254|126|142	1.1e+02	10.5	False
GCA_001895945|CDS_2659|24|116	5e-09	44.0	True
GCA_001895945|CDS_2659|130|145	27	12.4	False
GCA_000827335|CDS_17078|37|138	3.6e-10	47.7	True
GCA_000827335|CDS_17078|155|165	1.5e+03	6.8	False
GCA_001642045|CDS_11504|27|123	4e-09	44.3	True
GCA_001642045|CDS_11504|130|146	61	11.3	False
GCA_027596075|CDS_5592|108|202	2.7e-09	44.9	True
GCA_027596075|CDS_5592|218|232	1.3e+03	7.0	False
GCA_002081935|CDS_5695|22|123	4.5e-08	40.9	True
GCA_002081935|CDS_5695|128|147	14	13.4	False
GCA_001692735|CDS_13648|25|157	2.8e-11	51.3	True
GCA_900290415|CDS_4896|21|110	7.5e-10	46.7	True
GCA_900290415|CDS_4896|116|137	71	11.1	False
GCA_003073855|CDS_7140|22|123	5.5e-10	47.1	True
GCA_003073855|CDS_7140|138|153	2e+02	9.7	False
GCA_000827425|CDS_13274|526|619	1.1e-08	42.9	True
GCA_000827425|CDS_13274|620|638	2.6e+02	9.2	False
GCA_000827475|CDS_7170|110|204	2.2e-07	38.7	True
GCA_000827475|CDS_7170|203|223	11	13.8	False
GCA_002865625|CDS_12668|21|102	2.3e-07	38.6	True
GCA_002865625|CDS_12668|108|130	1.5	16.5	False
GCA_003988795|CDS_4509|25|114	1.8e-08	42.2	True
GCA_003988795|CDS_4509|118|139	18	13.0	False
GCA_003313425|CDS_7781|27|112	5.8e-09	43.8	True
GCA_003313425|CDS_7781|122|146	31	12.3	False
GCA_003264845|CDS_10312|53|74	7.5e+02	7.8	False
GCA_003264845|CDS_10312|87|183	1.2e-08	42.8	True
GCA_002760635|CDS_8692|139|200	1.4e-07	39.3	True
GCA_002760635|CDS_8692|210|227	1.6e+02	10.0	False
GCA_001642045|CDS_3512|22|109	1.8e-07	39.0	True
GCA_001642045|CDS_3512|120|135	20	12.9	False
GCA_001481775|CDS_7200|335|491	2.4e-11	51.5	True
GCA_003988945|CDS_8194|22|104	3.5e-08	41.3	True
GCA_003988945|CDS_8194|122|139	62	11.3	False
GCA_900073065|CDS_11411|220|309	8.6e-10	46.5	True
GCA_003016335|CDS_8201|53|116	1.9e-11	51.8	True
GCA_002127715|CDS_8151|23|175	1.9e-11	51.9	True
GCA_003313425|CDS_5327|27|117	8e-08	40.1	True
GCA_003313425|CDS_5327|124|146	33	12.2	False
GCA_002368545|CDS_1272|23|129	3e-07	38.2	True
GCA_002368545|CDS_1272|204|237	2.5	15.8	False
GCA_002162485|CDS_6600|13|78	1.7e-11	52.0	True
GCA_001642045|CDS_11406|25|142	2.7e-09	44.9	True
GCA_001642045|CDS_11406|151|170	70	11.1	False
GCA_001557505|CDS_1574|21|107	5.4e-08	40.7	True
GCA_001557505|CDS_1574|116|134	38	12.0	False
GCA_002865625|CDS_9633|43|183	2.1e-09	45.2	True
GCA_003313735|CDS_4632|75|165	1.8e-07	39.0	True
GCA_003313735|CDS_4632|166|183	24	12.6	False
GCA_900073065|CDS_2531|22|119	1.7e-08	42.3	True
GCA_900073065|CDS_2531|112|134	4.6	14.9	False
GCA_003313425|CDS_13549|25|116	3.3e-09	44.6	True
GCA_003313425|CDS_13549|121|146	47	11.7	False
GCA_027597005|CDS_2211|54|179	4.1e-11	50.8	True
GCA_003988815|CDS_4470|24|113	1.7e-07	39.0	True
GCA_003988815|CDS_4470|116|143	34	12.1	False
GCA_000766925|CDS_5768|448|540	6.6e-09	43.6	True
GCA_000766925|CDS_5768|541|559	54	11.5	False
GCA_002760635|CDS_10047|24|121	8.4e-10	46.5	True
GCA_002760635|CDS_10047|124|144	91	10.7	False
GCA_000827335|CDS_14127|145|230	1.8e-07	39.0	True
GCA_000827335|CDS_14127|236|251	33	12.2	False
GCA_004155245|CDS_3809|22|106	5.6e-08	40.6	True
GCA_004155245|CDS_3809|111|127	33	12.2	False
GCA_001599595|CDS_9378|28|119	5.8e-09	43.8	True
GCA_001599595|CDS_9378|126|148	81	10.9	False
GCA_001481775|CDS_6131|22|116	1.1e-07	39.7	True
GCA_001481775|CDS_6131|119|141	24	12.6	False
GCA_002127715|CDS_12403|29|113	6.8e-09	43.6	True
GCA_002127715|CDS_12403|123|141	34	12.1	False
GCA_003313425|CDS_9839|46|117	2.1e-11	51.7	True
GCA_000766925|CDS_8319|186|273	2e-09	45.3	True
GCA_002760635|CDS_5953|22|125	8.9e-09	43.2	True
GCA_002760635|CDS_5953|130|148	32	12.2	False
GCA_001481775|CDS_1089|21|106	4e-08	41.1	True
GCA_001481775|CDS_1089|123|138	1e+02	10.6	False
GCA_001692735|CDS_12096|208|365	2.7e-11	51.4	True
GCA_900073065|CDS_2671|26|111	1.1e-08	42.9	True
GCA_900073065|CDS_2671|128|147	2.4e+02	9.4	False
GCA_002865625|CDS_6094|20|112	1.2e-08	42.8	True
GCA_002865625|CDS_6094|118|136	69	11.1	False
GCA_000732205|CDS_4432|49|119	1.7e-11	52.0	True
GCA_000827335|CDS_14963|23|120	1.5e-09	45.7	True
GCA_000827335|CDS_14963|128|148	2e+02	9.6	False
GCA_001692915|CDS_10978|41|158	3e-09	44.7	True
GCA_001557505|CDS_11855|22|105	3.6e-08	41.2	True
GCA_001557505|CDS_11855|117|135	32	12.2	False
GCA_001692915|CDS_8361|4|104	3.8e-11	50.9	True
GCA_000732205|CDS_9430|22|107	2.5e-08	41.7	True
GCA_000732205|CDS_9430|116|137	9.5	13.9	False
GCA_003988795|CDS_9681|22|108	2e-08	42.1	True
GCA_003988795|CDS_9681|124|139	24	12.6	False
GCA_900618795|CDS_8933|21|163	1.4e-11	52.3	True
GCA_002368545|CDS_4530|20|113	7e-10	46.8	True
GCA_002368545|CDS_4530|128|140	3.9e+02	8.7	False
GCA_000467715|CDS_11792|22|114	6.6e-09	43.6	True
GCA_000467715|CDS_11792|122|139	29	12.3	False
GCA_001599595|CDS_10373|25|147	3.8e-09	44.4	True
GCA_002760635|CDS_9931|24|116	1.3e-09	46.0	True
GCA_002760635|CDS_9931|128|146	2.3e+02	9.4	False
GCA_000968615|CDS_368|22|105	6.8e-10	46.8	True
GCA_001563115|CDS_1783|22|116	2.9e-09	44.8	True
GCA_001563115|CDS_1783|129|143	1.9e+02	9.7	False
GCA_900536445|CDS_8734|22|112	9e-08	39.9	True
GCA_900536445|CDS_8734|116|138	3.2	15.5	False
GCA_000827335|CDS_18350|24|111	1.9e-08	42.2	True
GCA_000827335|CDS_18350|111|130	34	12.1	False
GCA_000464535|CDS_753|123|161	0.45	18.2	False
GCA_000464535|CDS_753|166|264	3.1e-05	31.7	True
GCA_003012165|CDS_7273|24|117	9.4e-09	43.1	True
GCA_003012165|CDS_7273|119|144	35	12.1	False
GCA_002865625|CDS_14780|21|118	1.4e-07	39.3	True
GCA_002865625|CDS_14780|126|148	10	13.8	False
GCA_000354255|CDS_657|25|114	6.7e-08	40.4	True
GCA_000354255|CDS_657|115|132	26	12.5	False
GCA_000836295|CDS_2250|718|850	4.1e-11	50.8	True
GCA_003313425|CDS_12640|25|111	9.3e-09	43.1	True
GCA_003313425|CDS_12640|114|131	47	11.7	False
GCA_003073855|CDS_12478|23|117	2.7e-09	44.9	True
GCA_003073855|CDS_12478|118|134	51	11.6	False
GCA_002865625|CDS_5926|22|110	1.8e-08	42.2	True
GCA_002865625|CDS_5926|113|131	33	12.2	False
GCA_001599595|CDS_2470|26|114	1.8e-07	39.0	True
GCA_001599595|CDS_2470|124|147	17	13.1	False
GCA_000467715|CDS_3809|22|105	1e-07	39.8	True
GCA_000467715|CDS_3809|115|136	17	13.1	False
GCA_000827215|CDS_23199|93|187	3.1e-10	47.9	True
GCA_000827215|CDS_23199|196|209	1.9e+03	6.4	False
GCA_000442125|CDS_5679|22|112	1.1e-08	42.9	True
GCA_000442125|CDS_5679|120|142	30	12.3	False
GCA_001895945|CDS_5490|23|134	1.5e-08	42.5	True
GCA_001895945|CDS_5490|140|163	57	11.4	False
GCA_027596075|CDS_8611|482|624	2.5e-11	51.5	True
GCA_002865625|CDS_16387|38|99	1.8e-11	51.9	True
GCA_003016335|CDS_10375|22|108	2.4e-08	41.8	True
GCA_003016335|CDS_10375|119|135	32	12.2	False
GCA_001895945|CDS_13165|24|143	3.1e-08	41.5	True
GCA_001895945|CDS_13165|147|166	43	11.8	False
GCA_002994785|CDS_5609|59|148	4.2e-09	44.3	True
GCA_001513895|CDS_7467|60|246	1.6e-11	52.1	True
GCA_001599595|CDS_11043|25|111	1.2e-07	39.5	True
GCA_001599595|CDS_11043|122|146	4.2	15.1	False
GCA_003073855|CDS_18380|25|116	3.5e-08	41.3	True
GCA_003073855|CDS_18380|125|147	70	11.1	False
GCA_003988795|CDS_7928|25|113	3.4e-09	44.5	True
GCA_003988795|CDS_7928|131|146	4.2e+02	8.6	False
GCA_002760635|CDS_4237|24|116	3.8e-09	44.4	True
GCA_002760635|CDS_4237|124|144	50	11.6	False
GCA_000827335|CDS_6063|58|145	2.3e-08	41.9	True
GCA_000827335|CDS_6063|153|166	1.1e+02	10.5	False
GCA_001692735|CDS_11082|2|58	1.8e-11	52.0	True
GCA_900073065|CDS_14532|28|93	34	12.1	False
GCA_900073065|CDS_14532|189|239	0.00061	27.5	True
GCA_900073065|CDS_14532|266|289	2.2e+02	9.5	False
GCA_900073065|CDS_19187|22|112	1.9e-08	42.1	True
GCA_900073065|CDS_19187|121|145	19	12.9	False
GCA_002865625|CDS_8419|22|123	9.3e-08	39.9	True
GCA_002865625|CDS_8419|126|147	8.7	14.0	False
GCA_002127715|CDS_8487|29|113	1.8e-08	42.2	True
GCA_002127715|CDS_8487|123|141	29	12.3	False
GCA_900073065|CDS_161|22|105	4e-09	44.3	True
GCA_900073065|CDS_161|113|131	40	11.9	False
GCA_003184365|CDS_2169|26|119	2e-07	38.8	True
GCA_003184365|CDS_2169|128|143	14	13.4	False
GCA_002865625|CDS_10051|23|152	2e-08	42.1	True
GCA_000516985|CDS_14689|22|112	1.7e-08	42.3	True
GCA_000516985|CDS_14689|120|137	3.6e+02	8.8	False
GCA_000812075|CDS_6880|26|151	6.4e-09	43.7	True
GCA_001447215|CDS_3561|283|357	6.5e-11	50.1	True
GCA_000271625|CDS_8947|73|219	3.1e-11	51.2	True
GCA_002105025|CDS_4799|30|91	2.1e-11	51.7	True
GCA_000338955|CDS_973|44|105	2.3e-11	51.6	True
GCA_002865625|CDS_6116|123|142	45	11.7	False
GCA_002865625|CDS_6116|163|237	4.1e-07	37.8	True
GCA_000934395|CDS_6934|45|167	9.1e-11	49.7	True
GCA_000827335|CDS_7838|86|176	1.2e-08	42.8	True
GCA_000827335|CDS_7838|180|194	1e+02	10.6	False
GCA_003313425|CDS_13203|22|108	4.8e-08	40.8	True
GCA_003313425|CDS_13203|121|136	26	12.5	False
GCA_000732205|CDS_9263|132|192	0.00026	28.7	True
GCA_000732205|CDS_9263|221|322	0.069	20.8	False
GCA_900536445|CDS_3680|55|188	3.3e-11	51.1	True
GCA_001599595|CDS_1820|25|113	2.2e-08	41.9	True
GCA_001599595|CDS_1820|119|144	19	13.0	False
GCA_001510565|CDS_5661|25|111	4.6e-08	40.9	True
GCA_001510565|CDS_5661|117|135	34	12.1	False
GCA_001895945|CDS_13976|251|349	1.7e-10	48.8	True
GCA_001895945|CDS_13976|354|372	7e+02	7.9	False
GCA_000827335|CDS_6086|58|145	8.4e-08	40.0	True
GCA_000827335|CDS_6086|152|166	56	11.4	False
GCA_001895945|CDS_1147|71|160	8.7e-10	46.5	True
GCA_000934395|CDS_6228|64|151	2.7e-09	44.9	True
GCA_000934395|CDS_6228|164|176	1.2e+03	7.1	False
GCA_000464535|CDS_3224|25|111	1.4e-08	42.6	True
GCA_000464535|CDS_3224|125|145	51	11.5	False
GCA_003795315|CDS_6789|97|287	6.8e-11	50.1	True
GCA_000604185|CDS_4911|24|218	8.5e-11	49.8	True
GCA_002760635|CDS_12429|146|205	3e-08	41.5	True
GCA_002760635|CDS_12429|221|233	4.4e+02	8.5	False
GCA_003012165|CDS_5042|22|110	1.2e-08	42.8	True
GCA_003012165|CDS_5042|108|127	22	12.7	False
GCA_000385595|CDS_6851|1|57	3.6e-11	51.0	True
GCA_002865625|CDS_9972|22|111	2.1e-08	42.0	True
GCA_002865625|CDS_9972|117|134	56	11.4	False
GCA_000182925|CDS_3972|561|652	4.2e-09	44.3	True
GCA_000182925|CDS_3972|654|671	1.3e+02	10.2	False
GCA_002865625|CDS_12865|177|244	4e-11	50.8	True
GCA_002760635|CDS_11901|24|118	6e-10	47.0	True
GCA_002760635|CDS_11901|130|146	5.9e+02	8.1	False
GCA_002105025|CDS_10872|13|69	2.5e-11	51.5	True
GCA_001599595|CDS_3833|25|111	2.1e-08	42.0	True
GCA_001599595|CDS_3833|125|146	30	12.3	False
GCA_003012165|CDS_9665|22|117	3e-08	41.5	True
GCA_003012165|CDS_9665|120|139	14	13.4	False
GCA_003313735|CDS_10328|169|271	3.1e-10	48.0	True
GCA_003313735|CDS_10328|268|285	1.7e+02	9.8	False
GCA_000827335|CDS_10287|42|143	3e-09	44.7	True
GCA_000827335|CDS_10287|144|164	1.1e+02	10.5	False
GCA_027600645|CDS_5038|38|122	7e-10	46.8	True
GCA_027600645|CDS_5038|138|152	7.5e+02	7.8	False
GCA_000464535|CDS_6925|25|111	1.4e-07	39.3	True
GCA_000464535|CDS_6925|115|135	9.3	13.9	False
GCA_000963775|CDS_8493|22|125	3e-08	41.5	True
GCA_000963775|CDS_8493|130|146	39	11.9	False
GCA_001692735|CDS_12557|21|144	2.2e-08	41.9	True
GCA_000271625|CDS_8059|24|120	4.2e-09	44.3	True
GCA_000271625|CDS_8059|121|142	52	11.5	False
GCA_000354255|CDS_2250|25|114	6.6e-09	43.6	True
GCA_000354255|CDS_2250|122|145	92	10.7	False
GCA_003385255|CDS_8498|21|112	7e-08	40.3	True
GCA_003385255|CDS_8498|119|137	39	11.9	False
GCA_003313425|CDS_1862|25|114	2.5e-08	41.7	True
GCA_003313425|CDS_1862|121|145	51	11.6	False
GCA_001642045|CDS_12881|23|109	1.3e-08	42.6	True
GCA_001642045|CDS_12881|114|130	26	12.5	False
GCA_000827335|CDS_6072|58|146	1.6e-08	42.3	True
GCA_000827335|CDS_6072|153|166	94	10.7	False
GCA_001566295|CDS_13022|6|58	2.9e-11	51.3	True
GCA_003313425|CDS_1867|26|112	1.7e-08	42.3	True
GCA_003313425|CDS_1867|122|142	19	12.9	False
GCA_003073855|CDS_18607|25|114	3.6e-07	38.0	True
GCA_003073855|CDS_18607|118|140	3.1	15.5	False
GCA_001481775|CDS_4324|5|85	5.6e-11	50.3	True
GCA_000697705|CDS_12610|118|215	9.5e-09	43.1	True
GCA_000697705|CDS_12610|223|240	4.5e+02	8.5	False
GCA_000766925|CDS_5504|35|122	2.3e-07	38.6	True
GCA_000766925|CDS_5504|121|140	30	12.3	False
GCA_003988795|CDS_4564|22|113	3e-08	41.5	True
GCA_003988795|CDS_4564|122|139	22	12.7	False
GCA_000313525|CDS_4758|58|151	1.2e-09	46.0	True
GCA_002105025|CDS_15378|22|109	2.2e-08	41.9	True
GCA_002105025|CDS_15378|112|140	0.39	18.4	False
GCA_900073065|CDS_4275|25|116	3.2e-09	44.7	True
GCA_900073065|CDS_4275|126|146	1.1e+02	10.5	False
GCA_001557505|CDS_9517|22|109	4.4e-08	41.0	True
GCA_001557505|CDS_9517|115|137	49	11.6	False
GCA_002760635|CDS_4108|24|130	1.4e-10	49.1	True
GCA_002760635|CDS_4108|127|147	1.6e+03	6.7	False
GCA_003795315|CDS_5211|90|264	6.6e-11	50.1	True
GCA_000827335|CDS_17980|85|173	1.8e-08	42.2	True
GCA_000827335|CDS_17980|179|193	5.7e+02	8.2	False
GCA_001692915|CDS_2180|22|113	2e-07	38.8	True
GCA_001692915|CDS_2180|110|132	2.5	15.8	False
GCA_002105025|CDS_14192|4|96	3e-11	51.2	True
GCA_025526935|CDS_6266|72|224	1.9e-10	48.6	True
GCA_002994785|CDS_6740|4|92	2e-09	45.3	True
GCA_900618795|CDS_2640|25|111	7.3e-09	43.5	True
GCA_900618795|CDS_2640|115|135	13	13.5	False
GCA_000516985|CDS_12661|109|210	8.3e-09	43.3	True
GCA_000766925|CDS_5503|35|123	2.4e-07	38.6	True
GCA_000766925|CDS_5503|121|142	20	12.8	False
GCA_002368545|CDS_2605|29|140	2.7e-08	41.7	True
GCA_002368545|CDS_2605|145|164	1.4e+02	10.1	False
GCA_002760635|CDS_8049|22|122	4.7e-08	40.9	True
GCA_002760635|CDS_8049|124|145	38	12.0	False
GCA_001642045|CDS_7397|28|119	8.4e-09	43.3	True
GCA_001642045|CDS_7397|125|147	27	12.5	False
GCA_003675405|CDS_10694|125|212	2.9e-09	44.8	True
GCA_000827335|CDS_3060|1|98	8.2e-10	46.6	True
GCA_000827335|CDS_3060|116|126	5.9e+02	8.1	False
GCA_003049485|CDS_8627|267|381	5.3e-11	50.4	True
GCA_000827475|CDS_7167|466|558	4.7e-07	37.6	True
GCA_000827475|CDS_7167|557|577	18	13.0	False
GCA_002105025|CDS_5359|76|129	5e-11	50.5	True
GCA_002760635|CDS_12491|23|143	2e-08	42.0	True
GCA_002760635|CDS_12491|155|173	98	10.6	False
GCA_000766925|CDS_4493|32|119	1.5e-08	42.5	True
GCA_000766925|CDS_4493|125|143	83	10.9	False
GCA_001642045|CDS_7309|52|95	3.2e-11	51.1	True
GCA_000827335|CDS_14935|1|100	4.3e-10	47.5	True
GCA_000827335|CDS_14935|115|126	7.8e+02	7.7	False
GCA_000516985|CDS_4345|22|126	3.7e-07	37.9	True
GCA_000516985|CDS_4345|129|151	5.2	14.8	False
GCA_002760635|CDS_14553|27|139	1.7e-08	42.3	True
GCA_002760635|CDS_14553|146|162	91	10.7	False
GCA_002760635|CDS_12989|105|170	1.3e-07	39.5	True
GCA_002760635|CDS_12989|177|193	1.6e+02	9.9	False
GCA_002865625|CDS_7356|22|108	2e-07	38.8	True
GCA_002865625|CDS_7356|122|142	4.8	14.9	False
GCA_002081935|CDS_2309|24|121	6.1e-10	47.0	True
GCA_002081935|CDS_2309|125|140	4.2e+02	8.6	False
GCA_000827335|CDS_13116|20|112	2.2e-08	41.9	True
GCA_000827335|CDS_13116|119|134	1.9e+02	9.7	False
GCA_001895945|CDS_1714|24|129	6.3e-08	40.5	True
GCA_001895945|CDS_1714|144|163	1.4e+02	10.1	False
GCA_000354255|CDS_10654|27|127	1.6e-08	42.4	True
GCA_000354255|CDS_10654|127|151	49	11.6	False
GCA_003313425|CDS_8027|26|118	6.7e-09	43.6	True
GCA_003313425|CDS_8027|125|148	56	11.4	False
GCA_001642045|CDS_3654|27|123	2e-08	42.1	True
GCA_001642045|CDS_3654|126|146	26	12.5	False
GCA_003013795|CDS_3456|27|116	3.1e-07	38.2	True
GCA_003013795|CDS_3456|120|143	8.7	14.0	False
GCA_000812075|CDS_2599|23|114	2.4e-08	41.8	True
GCA_000812075|CDS_2599|124|140	19	12.9	False
GCA_900618795|CDS_9234|21|160	5.5e-11	50.4	True
GCA_900536445|CDS_6360|2|88	5.7e-11	50.3	True
GCA_001557505|CDS_2716|22|113	2.2e-08	42.0	True
GCA_001557505|CDS_2716|131|146	47	11.7	False
GCA_002081935|CDS_1570|32|122	1.1e-08	42.9	True
GCA_002081935|CDS_1570|137|154	6.1e+02	8.1	False
GCA_000827475|CDS_2358|93|186	3e-07	38.3	True
GCA_000827475|CDS_2358|187|204	31	12.3	False
GCA_001662655|CDS_5028|22|108	3.1e-08	41.5	True
GCA_001662655|CDS_5028|118|135	54	11.5	False
GCA_002760635|CDS_12162|24|117	2.3e-09	45.1	True
GCA_002760635|CDS_12162|127|144	1.8e+02	9.7	False
GCA_000827335|CDS_6179|58|145	1.3e-07	39.4	True
GCA_000827335|CDS_6179|152|166	54	11.5	False
GCA_002760635|CDS_9125|52|113	1.3e-07	39.4	True
GCA_002760635|CDS_9125|120|141	13	13.4	False
GCA_000385595|CDS_9782|89|249	1.7e-10	48.8	True
GCA_000827425|CDS_11315|38|130	6.3e-09	43.7	True
GCA_000827425|CDS_11315|132|146	83	10.9	False
GCA_003019895|CDS_1959|23|111	2.2e-07	38.7	True
GCA_003019895|CDS_1959|116|134	57	11.4	False
GCA_002760635|CDS_11883|24|118	5.7e-08	40.6	True
GCA_002760635|CDS_11883|126|146	63	11.3	False
GCA_000836435|CDS_11775|22|122	1.6e-08	42.4	True
GCA_000836435|CDS_11775|123|141	24	12.6	False
GCA_900073065|CDS_3261|87|175	6.1e-11	50.2	True
GCA_000354255|CDS_11789|21|110	4.8e-08	40.8	True
GCA_000354255|CDS_11789|112|131	13	13.4	False
GCA_900536445|CDS_8821|22|151	3.5e-09	44.5	True
GCA_001566295|CDS_5514|21|114	7.6e-09	43.4	True
GCA_001566295|CDS_5514|112|130	1.3e+02	10.2	False
GCA_000498615|CDS_9428|118|276	5.6e-11	50.3	True
GCA_001599595|CDS_4252|25|111	2.7e-08	41.6	True
GCA_001599595|CDS_4252|114|132	44	11.8	False
GCA_001566295|CDS_9522|66|115	3.2e-09	44.6	True
GCA_003313425|CDS_10863|25|116	3.8e-08	41.1	True
GCA_003313425|CDS_10863|122|138	73	11.1	False
GCA_002760635|CDS_10413|52|144	5.2e-09	44.0	True
GCA_002760635|CDS_10413|153|172	1.3e+02	10.2	False
GCA_900465125|CDS_7100|536|604	1.2e-10	49.2	True
GCA_003073855|CDS_9620|103|225	3.1e-09	44.7	True
GCA_001956345|CDS_6111|26|113	7.5e-07	37.0	True
GCA_001956345|CDS_6111|121|136	29	12.3	False
GCA_000732205|CDS_101|22|110	2.1e-08	42.0	True
GCA_000732205|CDS_101|118|134	7.1	14.3	False
GCA_002865625|CDS_13050|31|123	1.1e-07	39.7	True
GCA_002865625|CDS_13050|132|149	8	14.2	False
GCA_002865625|CDS_2638|22|108	2.6e-08	41.7	True
GCA_002865625|CDS_2638|119|139	69	11.1	False
GCA_003073855|CDS_15907|47|138	5e-08	40.8	True
GCA_003073855|CDS_15907|142|167	16	13.2	False
GCA_003184365|CDS_11807|41|164	7.4e-09	43.5	True
GCA_003184365|CDS_11807|165|182	5e+02	8.3	False
GCA_003012165|CDS_2763|23|107	1.3e-07	39.4	True
GCA_003012165|CDS_2763|114|136	14	13.3	False
GCA_003012165|CDS_11245|23|121	3.4e-09	44.6	True
GCA_003012165|CDS_11245|127|143	2e+02	9.6	False
GCA_003868215|CDS_2906|22|108	1.1e-07	39.7	True
GCA_003868215|CDS_2906|113|138	5.2	14.8	False
GCA_003012165|CDS_4150|22|114	3.3e-09	44.6	True
GCA_003012165|CDS_4150|114|133	62	11.3	False
GCA_001447215|CDS_11968|32|121	1.2e-08	42.7	True
GCA_001447215|CDS_11968|134|153	1.1e+02	10.5	False
