homolog_group	empirical_pvalue	lean	clade1_proportion_with_og	clade2_proportion_with_og	clade1_median_copy_count	clade2_median_copy_count	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0004312	1.999980000199998e-05	Other	0.2956521739130435	0.8269230769230769	1.0	1	OG0004312|GCA_000151315|CDS_1112	192875.XP_004366032.1	0.0	1635.0	KOG4689@1|root,KOG4689@2759|Eukaryota	2759|Eukaryota	S	nuclear mRNA surveillance of mRNP export	SWT1	GO:0000956,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006351,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0018130,GO:0019222,GO:0019438,GO:0019439,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071025,GO:0071027,GO:0071028,GO:0071032,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097659,GO:0140098,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	4.1.99.3	ko:K01669	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PIN_4
OG0004327	1.999980000199998e-05	Focal	0.8347826086956521	0.2692307692307692	1.0	1.0	OG0004327|GCA_000516985|CDS_5730	393283.XP_007832502.1	0.0	1273.0	2E0XY@1|root,2S8B6@2759|Eukaryota,39T01@33154|Opisthokonta,3NX23@4751|Fungi,3QMHD@4890|Ascomycota,212PI@147550|Sordariomycetes	4751|Fungi	S	PAS fold	-	-	-	-	-	-	-	-	-	-	-	-	PAS_3
OG0004355	1.999980000199998e-05	Focal	0.8956521739130435	0.23076923076923078	1	1.0	OG0004355|GCA_000264995|CDS_1193	202698.XP_007379197.1	0.0	1605.0	2CN9A@1|root,2QUMF@2759|Eukaryota,38KWS@33154|Opisthokonta,3NYFF@4751|Fungi,3VBNH@5204|Basidiomycota,227BY@155619|Agaricomycetes,3H4GJ@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Histidine kinase group protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004393	1.999980000199998e-05	Focal	0.7652173913043478	0.28846153846153844	1.0	1	OG0004393|GCA_000271625|CDS_13222	80637.XP_007775584.1	0.0	1394.0	COG2072@1|root,KOG1399@2759|Eukaryota,38I4U@33154|Opisthokonta,3NW5V@4751|Fungi,3UZ7A@5204|Basidiomycota,224CG@155619|Agaricomycetes	4751|Fungi	Q	FAD NAD-P-binding domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	FMO-like
OG0004394	1.999980000199998e-05	Focal	0.8260869565217391	0.11538461538461539	1	1.0	OG0004394|GCA_000354255|CDS_5651	5016.M2U541	0.0	1105.0	2BH50@1|root,2S1AX@2759|Eukaryota,3AQX7@33154|Opisthokonta,3PFXI@4751|Fungi,3R4K2@4890|Ascomycota,206IH@147541|Dothideomycetes,4KDXC@92860|Pleosporales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004416	1.999980000199998e-05	Focal	0.7913043478260869	0.09615384615384616	2	1	OG0004416|GCA_000003515|CDS_5430	33188.XP_002584897.1	2.59e-256	702.0	2E2MZ@1|root,2S9V3@2759|Eukaryota,3ACN5@33154|Opisthokonta,3PNSX@4751|Fungi,3R0EC@4890|Ascomycota,20S50@147545|Eurotiomycetes,3B414@33183|Onygenales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004447	1.999980000199998e-05	Focal	0.8695652173913043	0.23076923076923078	1.0	1.0	OG0004447|GCA_000146915|CDS_10370	13684.SNOT_14861	0.0	2271.0	COG1282@1|root,2QQ0A@2759|Eukaryota,38CB0@33154|Opisthokonta,3NYXQ@4751|Fungi,3QKYV@4890|Ascomycota,204EF@147541|Dothideomycetes,4KB8U@92860|Pleosporales	4751|Fungi	C	NAD(P) transhydrogenase beta subunit	-	-	1.6.1.2	ko:K00323	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,AlaDh_PNT_N,PNTB,PNTB_4TM
OG0004467	1.999980000199998e-05	Focal	0.8434782608695652	0.21153846153846154	1	1	OG0004467|GCA_000385595|CDS_7757	310453.XP_007587086.1	0.0	2537.0	COG0028@1|root,COG0596@1|root,KOG1185@2759|Eukaryota,KOG4409@2759|Eukaryota,38H8B@33154|Opisthokonta,3NWMD@4751|Fungi,3QM7X@4890|Ascomycota,209XE@147541|Dothideomycetes	4751|Fungi	EH	Thiamine pyrophosphate enzyme, central domain	-	GO:0003674,GO:0003824,GO:0004620,GO:0004623,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006996,GO:0007005,GO:0007006,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016043,GO:0016298,GO:0016787,GO:0016788,GO:0019637,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032048,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046471,GO:0046486,GO:0052689,GO:0061024,GO:0071704,GO:0071840	-	ko:K13535	ko00564,map00564	-	R09038	RC00037,RC00094	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1,TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
OG0004469	1.999980000199998e-05	Focal	0.7478260869565218	0.28846153846153844	1.0	1	OG0004469|GCA_000226115|CDS_4328	35720.XP_003652838.1	0.0	2932.0	COG0819@1|root,2QQ9D@2759|Eukaryota,39XZG@33154|Opisthokonta,3P50P@4751|Fungi,3QVPP@4890|Ascomycota,219DP@147550|Sordariomycetes,3U97Y@5139|Sordariales,3HD5Z@35718|Chaetomiaceae	4751|Fungi	K	TENA/THI-4/PQQC family	-	-	-	-	-	-	-	-	-	-	-	-	TENA_THI-4
OG0004556	1.999980000199998e-05	Focal	0.7565217391304347	0.07692307692307693	1	1.0	OG0004556|GCA_000146915|CDS_10573	13684.SNOT_15183	0.0	938.0	COG1881@1|root,KOG3346@2759|Eukaryota,3A1HY@33154|Opisthokonta,3Q43B@4751|Fungi,3RM81@4890|Ascomycota,1ZY1C@147541|Dothideomycetes,4KH4Q@92860|Pleosporales	4751|Fungi	S	Phosphatidylethanolamine-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	Isochorismatase,PBP
OG0004584	1.999980000199998e-05	Focal	0.8	0.11538461538461539	1.0	1.0	OG0004584|GCA_000365145|CDS_1640	293227.XP_008712171.1	0.0	881.0	2DW5U@1|root,2S6PP@2759|Eukaryota,3A483@33154|Opisthokonta,3P4N8@4751|Fungi,3QWM6@4890|Ascomycota,20IAH@147545|Eurotiomycetes,3MTPC@451870|Chaetothyriomycetidae	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004621	1.999980000199998e-05	Focal	0.8695652173913043	0.09615384615384616	1.0	1	OG0004621|GCA_001563115|CDS_6901	710243.XP_007597690.1	4.02e-263	722.0	2C6C5@1|root,2S2ZV@2759|Eukaryota,38E25@33154|Opisthokonta,3NZI7@4751|Fungi,3QNXK@4890|Ascomycota,21AAT@147550|Sordariomycetes,1F14W@1028384|Glomerellales	4751|Fungi	S	Mif domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	MIF
OG0004647	1.999980000199998e-05	Focal	0.808695652173913	0.1346153846153846	1	1	OG0004647|GCA_000002865|CDS_5141	81824.XP_001746117.1	0.0	2508.0	KOG2814@1|root,KOG2814@2759|Eukaryota	2759|Eukaryota	L	positive regulation of delayed rectifier potassium channel activity	ASCC1	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0031594,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045202,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0099053,GO:1901360,GO:1903506,GO:2000112,GO:2001141	-	ko:K18666	-	-	-	-	ko00000	-	-	-	AKAP7_NLS,AlbA_2
OG0004658	1.999980000199998e-05	Focal	0.7217391304347827	0.038461538461538464	1	1.0	OG0004658|GCA_000313545|CDS_4044	65672.G4TRU6	0.0	1627.0	KOG2947@1|root,KOG2947@2759|Eukaryota,38FDS@33154|Opisthokonta,3P1WI@4751|Fungi,3V3ZH@5204|Basidiomycota,224ZS@155619|Agaricomycetes,3H1QK@355688|Agaricomycetes incertae sedis	4751|Fungi	G	ketohexokinase activity	-	-	2.7.1.3	ko:K00846	ko00051,ko01100,ko01120,map00051,map01100,map01120	-	R00866,R03819	RC00002,RC00017,RC00608	ko00000,ko00001,ko01000,ko04147	-	-	-	PfkB
OG0004671	1.999980000199998e-05	Focal	0.7478260869565218	0.15384615384615385	1.0	1.0	OG0004671|GCA_000349385|CDS_5288	97096.XP_007793262.1	0.0	1409.0	COG3867@1|root,2QU6R@2759|Eukaryota,38STG@33154|Opisthokonta,3NWRK@4751|Fungi,3QPVX@4890|Ascomycota,216CT@147550|Sordariomycetes	4751|Fungi	G	arabinogalactan	-	-	3.2.1.89	ko:K01224	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_hydro_53
OG0004693	1.999980000199998e-05	Other	0.28695652173913044	0.8653846153846154	1	1	OG0004693|GCA_000708205|CDS_3284	34349.G7DZQ5	0.0	1360.0	KOG4147@1|root,KOG4147@2759|Eukaryota,3A1H8@33154|Opisthokonta,3P329@4751|Fungi,3V1PD@5204|Basidiomycota,2YECG@29000|Pucciniomycotina	4751|Fungi	S	Uncharacterized conserved protein (DUF2340)	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	DUF2340
OG0004711	1.999980000199998e-05	Focal	0.7478260869565218	0.21153846153846154	1.0	1	OG0004711|GCA_000264905|CDS_387	40492.XP_007298650.1	8.18e-286	781.0	2CTPH@1|root,2S4C9@2759|Eukaryota,3AD6G@33154|Opisthokonta,3P8RF@4751|Fungi,3V2WC@5204|Basidiomycota,22A47@155619|Agaricomycetes,3H618@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Bladder cancer-related protein BC10	-	-	-	-	-	-	-	-	-	-	-	-	BC10
OG0004732	1.999980000199998e-05	Focal	0.7913043478260869	0.21153846153846154	1	1	OG0004732|GCA_001692735|CDS_12313	36630.CADNFIAP00001118	0.0	2388.0	COG1020@1|root,COG1104@1|root,KOG1178@2759|Eukaryota,KOG1549@2759|Eukaryota,39VM3@33154|Opisthokonta,3P1MU@4751|Fungi,3QSEN@4890|Ascomycota,20MJA@147545|Eurotiomycetes,3SA5V@5042|Eurotiales	4751|Fungi	EQ	GDP-mannose 4,6 dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,Aminotran_5,NAD_binding_4
OG0004747	1.999980000199998e-05	Focal	0.7565217391304347	0.28846153846153844	1	1	OG0004747|GCA_000354255|CDS_9412	5016.M2UMS6	0.0	1854.0	2EM4A@1|root,2SQVM@2759|Eukaryota,3A5T6@33154|Opisthokonta,3P5G0@4751|Fungi,3QSQ2@4890|Ascomycota,202TY@147541|Dothideomycetes,4KEY6@92860|Pleosporales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004750	1.999980000199998e-05	Focal	0.8521739130434782	0.19230769230769232	1.0	1.0	OG0004750|GCA_000182895|CDS_10477	5346.XP_001832526.1	1.53e-243	669.0	COG1011@1|root,2S0RM@2759|Eukaryota,38EW7@33154|Opisthokonta,3NUNZ@4751|Fungi,3V546@5204|Basidiomycota,229BE@155619|Agaricomycetes,3W712@5338|Agaricales	4751|Fungi	S	HAD-like protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004762	1.999980000199998e-05	Focal	0.8260869565217391	0.21153846153846154	1	1	OG0004762|GCA_000464535|CDS_4809	364733.XP_007801911.1	3.16e-314	856.0	2EYK6@1|root,2T02S@2759|Eukaryota,3ABNW@33154|Opisthokonta,3P9AN@4751|Fungi,3R02B@4890|Ascomycota	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004766	1.999980000199998e-05	Focal	0.7130434782608696	0.09615384615384616	1.0	1	OG0004766|GCA_000264905|CDS_13094	40492.XP_007311012.1	6.56e-243	691.0	28NZ9@1|root,2QVJU@2759|Eukaryota,38BVJ@33154|Opisthokonta,3NY5R@4751|Fungi,3V4MB@5204|Basidiomycota,224ND@155619|Agaricomycetes,3H4A3@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Carbohydrate-binding module family 1 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004772	1.999980000199998e-05	Focal	0.7130434782608696	0.1346153846153846	1.0	1	OG0004772|GCA_000349385|CDS_8570	97096.XP_007796549.1	0.0	866.0	COG3142@1|root,KOG4013@2759|Eukaryota,39V2G@33154|Opisthokonta,3P4B3@4751|Fungi,3QW53@4890|Ascomycota,21AK4@147550|Sordariomycetes	4751|Fungi	P	copper homeostasis protein cutc	-	-	-	ko:K06201	-	-	-	-	ko00000	-	-	-	CutC
OG0004825	1.999980000199998e-05	Focal	0.8347826086956521	0.07692307692307693	1.0	1.0	OG0004825|GCA_000003515|CDS_4118	33188.XP_002544757.1	0.0	2010.0	COG0430@1|root,COG5411@1|root,KOG0565@2759|Eukaryota,KOG3980@2759|Eukaryota,38CXF@33154|Opisthokonta,3NXE5@4751|Fungi,3QNWZ@4890|Ascomycota,20AXN@147545|Eurotiomycetes,3B4TK@33183|Onygenales	4751|Fungi	U	Inositol polyphosphate phosphatase, catalytic domain homologues	-	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0003824,GO:0004439,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0012505,GO:0016020,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019637,GO:0030258,GO:0031090,GO:0034593,GO:0034595,GO:0042578,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046486,GO:0046488,GO:0046839,GO:0046856,GO:0052866,GO:0071704,GO:0098588,GO:0098805,GO:0098852,GO:0106019	3.1.3.56,6.5.1.4	ko:K01106,ko:K01974	ko00562,ko01100,ko04070,map00562,map01100,map04070	M00131	R03394,R03430	RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	RTC
OG0004894	1.999980000199998e-05	Focal	0.7739130434782608	0.23076923076923078	1	1.0	OG0004894|GCA_000203795|CDS_8696	109871.XP_006683571.1	0.0	1222.0	COG3181@1|root,2S6DS@2759|Eukaryota	2759|Eukaryota	S	Tripartite tricarboxylate transporter family receptor	-	-	-	-	-	-	-	-	-	-	-	-	DUF1932,NAD_binding_2,TctC
OG0004902	1.999980000199998e-05	Focal	0.7217391304347827	0.25	1	1	OG0004902|GCA_003118255|CDS_4037	63418.F2PXV0	3.02e-263	725.0	2E3YP@1|root,2SAXX@2759|Eukaryota,3A3XX@33154|Opisthokonta,3P3UM@4751|Fungi,3QWHB@4890|Ascomycota,20SHG@147545|Eurotiomycetes,3B33G@33183|Onygenales,3FTM0@34384|Arthrodermataceae	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004914	1.999980000199998e-05	Focal	0.8434782608695652	0.25	1	1	OG0004914|GCA_001636725|CDS_5507	176275.XP_008598859.1	0.0	1010.0	2D162@1|root,2SGUN@2759|Eukaryota,3A0NI@33154|Opisthokonta,3P2JS@4751|Fungi,3QK1Z@4890|Ascomycota,2115C@147550|Sordariomycetes,3TDK2@5125|Hypocreales	4751|Fungi	S	Arb2 domain	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0005002	1.999980000199998e-05	Other	0.22608695652173913	0.7692307692307693	1.0	1.0	OG0005002|GCA_000182895|CDS_4596	5346.XP_001840219.2	4.99e-253	692.0	2E6NZ@1|root,2SDC3@2759|Eukaryota,39KMD@33154|Opisthokonta,3P90W@4751|Fungi,3V31I@5204|Basidiomycota,22DHK@155619|Agaricomycetes,3W8FT@5338|Agaricales	4751|Fungi	K	Transcription factor e(y)2	SUS1	GO:0000123,GO:0000124,GO:0003674,GO:0003682,GO:0003712,GO:0003713,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006325,GO:0006355,GO:0006357,GO:0006403,GO:0006405,GO:0006406,GO:0006464,GO:0006508,GO:0006611,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0008104,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0016569,GO:0016570,GO:0016578,GO:0016579,GO:0016973,GO:0019219,GO:0019222,GO:0019538,GO:0031248,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031503,GO:0031974,GO:0031981,GO:0032991,GO:0033036,GO:0034613,GO:0036211,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045184,GO:0045935,GO:0046907,GO:0048518,GO:0048522,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051252,GO:0051254,GO:0051276,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070013,GO:0070461,GO:0070646,GO:0070647,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071819,GO:0071840,GO:0080090,GO:0140110,GO:1901564,GO:1902493,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1905368,GO:1990234,GO:2000112,GO:2001141	-	ko:K11368	-	-	-	-	ko00000,ko03019,ko03021,ko03036	-	-	-	EnY2
OG0005101	1.999980000199998e-05	Focal	0.7739130434782608	0.28846153846153844	1	1	OG0005101|GCA_000354255|CDS_2433	5016.M2T1Z5	3.62e-268	734.0	COG0167@1|root,KOG1436@2759|Eukaryota,39TZG@33154|Opisthokonta,3NXK0@4751|Fungi,3QMN2@4890|Ascomycota,2050J@147541|Dothideomycetes,4KD6G@92860|Pleosporales	4751|Fungi	F	Catalyzes the conversion of dihydroorotate to orotate with fumarate as the electron acceptor	URA1	GO:0003674,GO:0003824,GO:0004152,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016020,GO:0016491,GO:0016627,GO:0016635,GO:0018130,GO:0019856,GO:0019898,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.3.98.1	ko:K00226	ko00240,ko01100,map00240,map01100	M00051	R01867	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
OG0005182	1.999980000199998e-05	Focal	0.7043478260869566	0.1346153846153846	1	1	OG0005182|GCA_000225545|CDS_3699	13349.G1X838	1.08e-220	610.0	COG3323@1|root,2S6WE@2759|Eukaryota	2759|Eukaryota	L	Protein of unknown function (DUF1653)	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0005211	1.999980000199998e-05	Focal	0.7130434782608696	0.21153846153846154	1.0	1	OG0005211|GCA_000417875|CDS_1743	84751.XP_007877428.1	1.58e-285	778.0	arCOG08204@1|root,2S4CM@2759|Eukaryota,3A7A6@33154|Opisthokonta,3P494@4751|Fungi,3V2M4@5204|Basidiomycota,3N24S@452284|Ustilaginomycotina	4751|Fungi	S	Glyoxalase-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase_3
OG0005227	1.999980000199998e-05	Focal	0.8782608695652174	0.1346153846153846	1	1	OG0005227|GCA_000264995|CDS_3927	202698.XP_007381936.1	3.03e-296	808.0	2E1XS@1|root,2S978@2759|Eukaryota,3A9B7@33154|Opisthokonta,3P6QB@4751|Fungi,3V2ID@5204|Basidiomycota,229F7@155619|Agaricomycetes,3H519@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0005261	1.999980000199998e-05	Focal	0.8434782608695652	0.15384615384615385	1	1.0	OG0005261|GCA_000385595|CDS_5777	310453.XP_007585117.1	0.0	1271.0	2AZ0N@1|root,2S04M@2759|Eukaryota,39VMJ@33154|Opisthokonta,3P035@4751|Fungi,3QMXF@4890|Ascomycota,1ZZ5K@147541|Dothideomycetes	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0005335	1.999980000199998e-05	Focal	0.7565217391304347	0.11538461538461539	1	1.0	OG0005335|GCA_000003515|CDS_2063	33188.XP_002542702.1	0.0	1949.0	COG0246@1|root,2QVPN@2759|Eukaryota,38GSA@33154|Opisthokonta,3P018@4751|Fungi,3QQNX@4890|Ascomycota,20E7J@147545|Eurotiomycetes,3B0EH@33183|Onygenales	4751|Fungi	E	mannitol-1-phosphate dehydrogenase	mpdA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005975,GO:0006059,GO:0006066,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008926,GO:0009058,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016051,GO:0016491,GO:0016614,GO:0016616,GO:0019400,GO:0019401,GO:0019406,GO:0019593,GO:0019594,GO:0019751,GO:0033554,GO:0034599,GO:0034605,GO:0034637,GO:0036094,GO:0042221,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044464,GO:0046165,GO:0046173,GO:0048037,GO:0050662,GO:0050896,GO:0051287,GO:0051716,GO:0055114,GO:0070887,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615,GO:1901617	1.1.1.17	ko:K00009	ko00051,map00051	-	R02703	RC00085	ko00000,ko00001,ko01000	-	-	-	Mannitol_dh,Mannitol_dh_C
OG0005440	1.999980000199998e-05	Focal	0.7130434782608696	0.09615384615384616	1.0	1	OG0005440|GCA_000225545|CDS_5894	13349.G1XED3	0.0	2342.0	28MAC@1|root,2QTTU@2759|Eukaryota,38DWP@33154|Opisthokonta,3NZUF@4751|Fungi,3QMYZ@4890|Ascomycota	4751|Fungi	G	hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	F-box,Glyco_hydro_76
OG0005578	1.999980000199998e-05	Focal	0.782608695652174	0.09615384615384616	1.0	1	OG0005578|GCA_001563115|CDS_4988	710243.XP_007590738.1	0.0	1027.0	2BH7T@1|root,2S1B6@2759|Eukaryota,3A1YA@33154|Opisthokonta,3P34T@4751|Fungi,3QUH7@4890|Ascomycota,2132T@147550|Sordariomycetes,1EZH2@1028384|Glomerellales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0005916	1.999980000199998e-05	Focal	0.7043478260869566	0.038461538461538464	1	1.0	OG0005916|GCA_000146915|CDS_5505	13684.SNOT_07937	1.82e-278	760.0	2EEPI@1|root,2SKGP@2759|Eukaryota,3A0W6@33154|Opisthokonta,3Q3XK@4751|Fungi,3RM0Z@4890|Ascomycota,200KD@147541|Dothideomycetes,4KF07@92860|Pleosporales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0006296	1.999980000199998e-05	Other	0.26956521739130435	0.8269230769230769	1	1	OG0006296|GCA_000264905|CDS_10664	40492.XP_007308604.1	0.0	1987.0	2E3P5@1|root,2SAQ9@2759|Eukaryota,3A9QU@33154|Opisthokonta,3P7IX@4751|Fungi,3V2XP@5204|Basidiomycota,2298F@155619|Agaricomycetes,3H4VV@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Protein of unknown function (DUF2420)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2420
