phylum	species		median_relative_abundance	proportion_host_associated	total_metagenome_count	host_metagenome_count	environment_metagenome_count
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902635685	environmental	0.06	0.0	121	0	121
Proteo_SpeciesLevel_Data	s__Microvirga lupini_A	environmental	0.08	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Vibrio fujianensis	both	0.12	0.6666666666666666	3	2	1
Proteo_SpeciesLevel_Data	s__Polynucleobacter difficilis	environmental	0.16	0.057001239157372985	807	46	761
Proteo_SpeciesLevel_Data	s__CACNYO01 sp902596665	environmental	0.13	0.0	2042	0	2042
Proteo_SpeciesLevel_Data	s__Mesorhizobium sp006442795	eukaryotic-host-associated	0.04	1.0	1	1	0
Proteo_SpeciesLevel_Data	s__Rhizobium sp900471925	eukaryotic-host-associated	0.04	1.0	3	3	0
Proteo_SpeciesLevel_Data	s__Bradyrhizobium sp023073415	environmental	0.1	0.0	5	0	5
Proteo_SpeciesLevel_Data	s__Pseudomonas_E sp003024385	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902518155	environmental	0.23	0.0	9	0	9
Proteo_SpeciesLevel_Data	s__Alteriqipengyuania sp018636735	environmental	0.02	0.0	31	0	31
Proteo_SpeciesLevel_Data	s__Alteraurantiacibacter marinus	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Paraglaciecola sp009993955	environmental	0.09	0.0	35	0	35
Proteo_SpeciesLevel_Data	s__Pseudomonas sp017491605	both	0.27	0.64	25	16	9
Proteo_SpeciesLevel_Data	s__Polaromonas sp010365105	environmental	0.435	0.07291666666666667	96	7	89
Proteo_SpeciesLevel_Data	s__Novosphingobium sp024236175	environmental	0.1	0.0	108	0	108
Proteo_SpeciesLevel_Data	s__Cupriavidus sp001652915	environmental	0.25	0.0	5	0	5
Proteo_SpeciesLevel_Data	s__Pseudomonas_E farsensis	both	0.43	0.30303030303030304	33	10	23
Proteo_SpeciesLevel_Data	s__Rhodanobacter sp001428385	environmental	0.28	0.04878048780487805	41	2	39
Proteo_SpeciesLevel_Data	s__Spiribacter sp009649225	environmental	0.15	0.0	13	0	13
Proteo_SpeciesLevel_Data	s__Pseudomonas_E yangonensis	environmental	0.9	0.0	7	0	7
Proteo_SpeciesLevel_Data	s__Vitreimonas sp023242925	environmental	0.035	0.018518518518518517	54	1	53
Proteo_SpeciesLevel_Data	s__Komagataeibacter rhaeticus	environmental	32.015	0.0	18	0	18
Proteo_SpeciesLevel_Data	s__Erwinia tasmaniensis	both	0.1	0.6666666666666666	3	2	1
Proteo_SpeciesLevel_Data	s__Bradyrhizobium sp000473045	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Acinetobacter sp003261585	environmental	0.29000000000000004	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Acidovorax sp019219095	both	0.165	0.2857142857142857	28	8	20
Proteo_SpeciesLevel_Data	s__Rhizomicrobium sp018241025	environmental	0.08	0.0	33	0	33
Proteo_SpeciesLevel_Data	s__Acinetobacter equi	eukaryotic-host-associated	0.615	1.0	18	18	0
Proteo_SpeciesLevel_Data	s__Caulobacter sp009905535	environmental	0.06	0.07766990291262135	103	8	95
Proteo_SpeciesLevel_Data	s__Porticoccus sp002733125	environmental	0.09	0.0	15	0	15
Proteo_SpeciesLevel_Data	s__Pseudomonas_E sp005508865	both	0.08	0.3333333333333333	3	1	2
Proteo_SpeciesLevel_Data	s__Mesorhizobium ventifaucium	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Ruegeria atlantica_C	environmental	0.41	0.09523809523809523	21	2	19
Proteo_SpeciesLevel_Data	s__Rhizobium etli	environmental	0.995	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Cognaticolwellia sp024585285	environmental	0.55	0.018691588785046728	107	2	105
Proteo_SpeciesLevel_Data	s__Azospirillum sp019805165	eukaryotic-host-associated	0.22	1.0	1	1	0
Proteo_SpeciesLevel_Data	s__Pararhizobium sp900467185	environmental	0.08	0.14285714285714285	14	2	12
Proteo_SpeciesLevel_Data	s__Citrobacter freundii	both	0.26	0.7234501347708895	3710	2684	1026
Proteo_SpeciesLevel_Data	s__Enterousia sp002348925	eukaryotic-host-associated	0.04	1.0	103	103	0
Proteo_SpeciesLevel_Data	s__Gilliamella apicola_F	eukaryotic-host-associated	2.46	1.0	22	22	0
Proteo_SpeciesLevel_Data	s__UBA964 sp024234075	environmental	0.04	0.016055045871559634	436	7	429
Proteo_SpeciesLevel_Data	s__Ancylobacter koreensis	environmental	0.07	0.0	5	0	5
Proteo_SpeciesLevel_Data	s__Ruegeria meonggei	environmental	0.07	0.2	5	1	4
Proteo_SpeciesLevel_Data	s__Hyphomonas sp017792385	environmental	0.10500000000000001	0.0	136	0	136
Proteo_SpeciesLevel_Data	s__Rhizobium hidalgonense	both	0.21000000000000002	0.5	6	3	3
Proteo_SpeciesLevel_Data	s__Qipengyuania sp016793865	environmental	0.07	0.07246376811594203	69	5	64
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902627935	environmental	0.02	0.0	27	0	27
Proteo_SpeciesLevel_Data	s__Sideroxyarcus sp016214695	environmental	0.06	0.08196721311475409	61	5	56
Proteo_SpeciesLevel_Data	s__Thioalkalivibrio sp000420165	environmental	0.08	0.0	19	0	19
Proteo_SpeciesLevel_Data	s__Shewanella pneumatophori	environmental	0.08	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Pseudovibrio sp900143565	environmental	0.37	0.25	4	1	3
Proteo_SpeciesLevel_Data	s__Sphingobium sp013375535	environmental	0.125	0.16666666666666666	6	1	5
Proteo_SpeciesLevel_Data	s__Bartonella queenslandensis_B	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sphingopyxis sp004795895	environmental	0.04	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Aromatoleum sp003628555	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902626725	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sphingomonas glacialis	environmental	0.12	0.0	11	0	11
Proteo_SpeciesLevel_Data	s__Pseudomonas_E putida_G	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pararhizobium polonicum	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Methylophaga sp009711715	environmental	0.23	0.0	43	0	43
Proteo_SpeciesLevel_Data	s__Amylibacter ulvae	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Psychrobacter frigidicola	eukaryotic-host-associated	1.855	1.0	4	4	0
Proteo_SpeciesLevel_Data	s__Shimia sp900143615	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Qipengyuania sp016764075	environmental	0.16	0.030379746835443037	395	12	383
Proteo_SpeciesLevel_Data	s__Pseudomonas_E fluorescens_AM	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Aliidiomarina sp020831965	environmental	0.21	0.0	15	0	15
Proteo_SpeciesLevel_Data	s__Vitreimonas sp024707365	environmental	0.065	0.15384615384615385	26	4	22
Proteo_SpeciesLevel_Data	s__Acinetobacter harbinensis	environmental	0.55	0.21658986175115208	651	141	510
Proteo_SpeciesLevel_Data	s__Shewanella sp022398325	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Acinetobacter lanii	eukaryotic-host-associated	0.64	0.9130434782608695	23	21	2
Proteo_SpeciesLevel_Data	s__Lysobacter_C defluvii	environmental	0.07	0.20408163265306123	147	30	117
Proteo_SpeciesLevel_Data	s__Pseudoalteromonas sp002165575	environmental	5.55	0.0	3	0	3
Proteo_SpeciesLevel_Data	s__UBA4421 sp024743175	environmental	0.02	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Gallionella sp021787435	environmental	0.13	0.0	17	0	17
Proteo_SpeciesLevel_Data	s__Telluria psychrophila	environmental	0.11	0.024096385542168676	83	2	81
Proteo_SpeciesLevel_Data	s__Sulfitobacter sp002731875	environmental	0.31	0.02247191011235955	178	4	174
Proteo_SpeciesLevel_Data	s__Acetobacter sicerae	environmental	3.06	0.17647058823529413	17	3	14
Proteo_SpeciesLevel_Data	s__Vibrio maerlii	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pseudomonas panipatensis	environmental	0.06	0.058823529411764705	17	1	16
Proteo_SpeciesLevel_Data	s__Vibrio harveyi	environmental	0.19	0.13636363636363635	44	6	38
Proteo_SpeciesLevel_Data	s__Pseudomonas_E alcaliphila_B	environmental	0.305	0.08064516129032258	62	5	57
Proteo_SpeciesLevel_Data	s__Ga0077527 sp019634975	environmental	0.12	0.0	27	0	27
Proteo_SpeciesLevel_Data	s__Sphingobium sp003248935	environmental	1.16	0.0	17	0	17
Proteo_SpeciesLevel_Data	s__Bosea sp003952665	environmental	0.12	0.0	5	0	5
Proteo_SpeciesLevel_Data	s__Pseudomonas_E gozinkensis	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Rhizobium lentis	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Acinetobacter piscicola	environmental	0.715	0.0	12	0	12
Proteo_SpeciesLevel_Data	s__Xanthomonas vesicatoria	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sideroxyarcus emersonii	environmental	0.05	0.0	6	0	6
Proteo_SpeciesLevel_Data	s__Polynucleobacter sp018687075	environmental	0.39	0.0	5	0	5
Proteo_SpeciesLevel_Data	s__Pseudovibrio ascidiaceicola	environmental	2.4850000000000003	0.25	4	1	3
Proteo_SpeciesLevel_Data	s__Stutzerimonas oligotrophica	environmental	0.18	0.08333333333333333	12	1	11
Proteo_SpeciesLevel_Data	s__Pseudomonas_E parasichuanensis	environmental	1.23	0.23529411764705882	17	4	13
Proteo_SpeciesLevel_Data	s__Vibrio pacinii	environmental	1.67	0.0	3	0	3
Proteo_SpeciesLevel_Data	s__Acinetobacter sp003105055	environmental	0.245	0.0	10	0	10
Proteo_SpeciesLevel_Data	s__Rhizobium multihospitium	environmental	0.23	0.14285714285714285	14	2	12
Proteo_SpeciesLevel_Data	s__Salmonella bongori	eukaryotic-host-associated	0.06	0.8387096774193549	93	78	15
Proteo_SpeciesLevel_Data	s__Paraburkholderia atlantica	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Gluconacetobacter takamatsuzukensis	environmental	0.03	0.0	3	0	3
Proteo_SpeciesLevel_Data	s__Alteromonas sp000753865	environmental	0.29	0.04477611940298507	67	3	64
Proteo_SpeciesLevel_Data	s__Pseudomonas_E fluorescens_BW	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Histophilus somni	eukaryotic-host-associated	8.455	1.0	8	8	0
Proteo_SpeciesLevel_Data	s__Marinobacter daqiaonensis	environmental	0.065	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Roseovarius pacificus	environmental	0.11	0.07462686567164178	67	5	62
Proteo_SpeciesLevel_Data	s__Mesorhizobium sp002295115	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Devosia limi	environmental	0.10500000000000001	0.15	20	3	17
Proteo_SpeciesLevel_Data	s__Devosia ginsengisoli	environmental	0.13	0.10810810810810811	37	4	33
Proteo_SpeciesLevel_Data	s__Pseudomonas_E tensinigenes	both	5.365	0.5	2	1	1
Proteo_SpeciesLevel_Data	s__Sinorhizobium sp000378985	environmental	0.01	0.2	5	1	4
Proteo_SpeciesLevel_Data	s__Pseudomonas_E guineae	environmental	0.96	0.0	23	0	23
Proteo_SpeciesLevel_Data	s__Erwinia beijingensis	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Janthinobacterium sp002127585	both	0.4	0.5	2	1	1
Proteo_SpeciesLevel_Data	s__Neisseria weaveri	eukaryotic-host-associated	0.19	1.0	3	3	0
Proteo_SpeciesLevel_Data	s__Pusillimonas_A minor	environmental	0.03	0.0	23	0	23
Proteo_SpeciesLevel_Data	s__Undibacterium terreum	eukaryotic-host-associated	0.04	0.75	4	3	1
Proteo_SpeciesLevel_Data	s__Rubrivivax sp023657425	environmental	0.11	0.019417475728155338	103	2	101
Proteo_SpeciesLevel_Data	s__Methylobacterium nodulans	environmental	0.09	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Stenotrophomonas acidaminiphila	environmental	0.18	0.05459057071960298	403	22	381
Proteo_SpeciesLevel_Data	s__Pseudoalteromonas sp002685175	environmental	0.25	0.02666666666666667	75	2	73
Proteo_SpeciesLevel_Data	s__Pararhizobium sp900473795	environmental	0.07	0.058823529411764705	34	2	32
Proteo_SpeciesLevel_Data	s__Pseudoalteromonas piscicida	environmental	0.05	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Pseudomonas_E sp009391885	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sphingobium bisphenolicum	environmental	0.18	0.0	6	0	6
Proteo_SpeciesLevel_Data	s__Arenimonas daejeonensis	environmental	0.05	0.11009174311926606	109	12	97
Proteo_SpeciesLevel_Data	s__Paracoccus sp009711265	eukaryotic-host-associated	2.66	0.8095238095238095	21	17	4
Proteo_SpeciesLevel_Data	s__Kluyvera cryocrescens_A	eukaryotic-host-associated	0.08	0.7781456953642384	302	235	67
Proteo_SpeciesLevel_Data	s__Henriciella sp019448215	environmental	0.05	0.02564102564102564	78	2	76
Proteo_SpeciesLevel_Data	s__Polaromonas naphthalenivorans	environmental	0.07	0.022727272727272728	44	1	43
Proteo_SpeciesLevel_Data	s__Dokdonella_A sp009996615	environmental	0.05	0.13333333333333333	15	2	13
Proteo_SpeciesLevel_Data	s__Halomonas antri	environmental	0.08	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Telluria sp006715485	both	0.45	0.45714285714285713	35	16	19
Proteo_SpeciesLevel_Data	s__Stappia taiwanensis	eukaryotic-host-associated	0.025	1.0	2	2	0
Proteo_SpeciesLevel_Data	s__Pseudoalteromonas rhizosphaerae	environmental	0.56	0.047619047619047616	21	1	20
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902595815	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Acinetobacter tandoii	environmental	0.45	0.1414141414141414	99	14	85
Proteo_SpeciesLevel_Data	s__Undibacterium baiyunense	environmental	0.05	0.02	50	1	49
Proteo_SpeciesLevel_Data	s__Polynucleobacter sp003482545	both	3.1199999999999997	0.5	2	1	1
Proteo_SpeciesLevel_Data	s__Modicisalibacter sp022348165	environmental	0.1	0.25	4	1	3
Proteo_SpeciesLevel_Data	s__Desulfobacillus sp011526165	environmental	0.19	0.0058997050147492625	339	2	337
Proteo_SpeciesLevel_Data	s__Bosea caraganae	environmental	0.035	0.0	8	0	8
Proteo_SpeciesLevel_Data	s__Colwellia sp002836775	environmental	0.16	0.125	8	1	7
Proteo_SpeciesLevel_Data	s__Yersinia aleksiciae	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902620465	environmental	0.025	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Thalassospira lucentensis_B	environmental	0.13	0.0	11	0	11
Proteo_SpeciesLevel_Data	s__Kordiimonas lacus	environmental	0.73	0.05555555555555555	18	1	17
Proteo_SpeciesLevel_Data	s__SAR86A sp902612915	environmental	0.13	0.0	65	0	65
Proteo_SpeciesLevel_Data	s__Halioglobus sp002699145	environmental	0.035	0.0	32	0	32
Proteo_SpeciesLevel_Data	s__Haliea salexigens	environmental	0.76	0.008695652173913044	115	1	114
Proteo_SpeciesLevel_Data	s__Halomonas sp023094245	environmental	0.05	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Pseudomonas pseudonitroreducens	environmental	0.24	0.14754098360655737	61	9	52
Proteo_SpeciesLevel_Data	s__Ralstonia solanacearum	environmental	0.10500000000000001	0.1111111111111111	18	2	16
Proteo_SpeciesLevel_Data	s__Caballeronia sp022879575	both	0.105	0.5	2	1	1
Proteo_SpeciesLevel_Data	s__Psychrobacter urativorans_B	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pseudomonas_E fluorescens_AP	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Stenotrophomonas sp013364355	environmental	1.81	0.07692307692307693	26	2	24
Proteo_SpeciesLevel_Data	s__Pseudemcibacter sp024236295	environmental	0.04	0.0	21	0	21
Proteo_SpeciesLevel_Data	s__Sphingopyxis sp023197165	environmental	0.27	0.07692307692307693	13	1	12
Proteo_SpeciesLevel_Data	s__Parasphingorhabdus sp002354635	environmental	0.17	0.007936507936507936	126	1	125
Proteo_SpeciesLevel_Data	s__Xenorhabdus ishibashii	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pseudomonas_E triticumensis	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902519255	environmental	0.02	0.0	14	0	14
Proteo_SpeciesLevel_Data	s__Planktomarina sp905182195	environmental	0.185	0.0	502	0	502
Proteo_SpeciesLevel_Data	s__Haemophilus_D sp900756155	eukaryotic-host-associated	0.2	1.0	193	193	0
Proteo_SpeciesLevel_Data	s__Alcanivorax sp022449455	environmental	0.045	0.08333333333333333	24	2	22
Proteo_SpeciesLevel_Data	s__Azospirillum lipoferum_B	environmental	0.075	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Bradyrhizobium sp000244915	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Ottowia sp008017535	environmental	0.03	0.1	40	4	36
Proteo_SpeciesLevel_Data	s__Paracoccus amoyensis	environmental	0.595	0.05555555555555555	18	1	17
Proteo_SpeciesLevel_Data	s__Halomonas azerbaijanica	environmental	33.97	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Marinobacter sp001650915	environmental	0.785	0.023809523809523808	42	1	41
Proteo_SpeciesLevel_Data	s__Stenotrophomonas sp913776385	eukaryotic-host-associated	0.07	0.9459459459459459	37	35	2
Proteo_SpeciesLevel_Data	s__Pelagibacter sp902622545	environmental	0.07	0.0	361	0	361
Proteo_SpeciesLevel_Data	s__Hyphomonas chukchiensis	environmental	0.33999999999999997	0.0	30	0	30
Proteo_SpeciesLevel_Data	s__Ramlibacter humi	environmental	0.02	0.0	31	0	31
Proteo_SpeciesLevel_Data	s__Ralstonia pickettii_B	both	1.225	0.7067099567099567	924	653	271
Proteo_SpeciesLevel_Data	s__Acinetobacter bereziniae	both	0.43	0.6126760563380281	142	87	55
Proteo_SpeciesLevel_Data	s__Xanthomonas hydrangeae	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__HIMB59 sp902594145	environmental	0.14	0.0	30	0	30
Proteo_SpeciesLevel_Data	s__Pseudooceanicola marinus	environmental	0.07	0.0	16	0	16
Proteo_SpeciesLevel_Data	s__Paracoccus laeviglucosivorans	environmental	0.045	0.0	8	0	8
Proteo_SpeciesLevel_Data	s__Sphingomonas sanguinis_D	eukaryotic-host-associated	0.07	0.8	5	4	1
Proteo_SpeciesLevel_Data	s__Modicisalibacter tunisiensis	environmental	0.19	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Mesorhizobium sp004022705	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Vibrio sp022397955	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pelagibacter_A sp902598125	environmental	0.03	0.0	110	0	110
Proteo_SpeciesLevel_Data	s__Marinobacter oulmenensis	environmental	0.03	0.06666666666666667	15	1	14
Proteo_SpeciesLevel_Data	s__HIMB59 sp902574995	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pectobacterium wasabiae	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sulfitobacter sediminilitoris	environmental	0.05	0.0	36	0	36
Proteo_SpeciesLevel_Data	s__Pseudomonas_E spelaei	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sphingomonas sp001428865	both	0.31	0.42857142857142855	35	15	20
Proteo_SpeciesLevel_Data	s__Rhizorhabdus phycosphaerae	environmental	0.035	0.22727272727272727	22	5	17
Proteo_SpeciesLevel_Data	s__Neisseria perflava	eukaryotic-host-associated	1.95	0.9879931389365352	583	576	7
Proteo_SpeciesLevel_Data	s__Marinobacter similis	environmental	0.07500000000000001	0.041666666666666664	24	1	23
Proteo_SpeciesLevel_Data	s__Scatacola_A sp944391485	eukaryotic-host-associated	0.08	1.0	12	12	0
Proteo_SpeciesLevel_Data	s__MEDG-81 sp003279605	environmental	0.06	0.0	166	0	166
Proteo_SpeciesLevel_Data	s__Azonexus sp013693915	environmental	0.15	0.012750455373406194	549	7	542
Proteo_SpeciesLevel_Data	s__Methylophilus sp000525025	environmental	0.165	0.11290322580645161	62	7	55
Proteo_SpeciesLevel_Data	s__Acinetobacter sp002688565	eukaryotic-host-associated	0.54	1.0	1	1	0
Proteo_SpeciesLevel_Data	s__Scatocola sp934273635	eukaryotic-host-associated	0.06	1.0	164	164	0
Proteo_SpeciesLevel_Data	s__Microbulbifer sp003076275	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__AG-422-B15 sp902546615	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Paracoccus zhejiangensis	both	0.085	0.3333333333333333	6	2	4
Proteo_SpeciesLevel_Data	s__Mesorhizobium sp008520305	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Paraburkholderia sp002973525	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Blochmannia vicinus	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Pseudomonas_E viridiflava_D	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__D2472 sp000307935	environmental	0.14	0.0	558	0	558
Proteo_SpeciesLevel_Data	s__Roseovarius atlanticus	environmental	0.09	0.0	36	0	36
Proteo_SpeciesLevel_Data	s__Sphingomicrobium sinipercae	environmental	0.1	0.0	10	0	10
Proteo_SpeciesLevel_Data	s__Pseudomonas_E sp009866765	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Methylomonas koyamae_B	environmental	0.115	0.0	4	0	4
Proteo_SpeciesLevel_Data	s__Polynucleobacter sp018687195	environmental	0.1	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Sphingomonas insulae	both	0.5700000000000001	0.6666666666666666	6	4	2
Proteo_SpeciesLevel_Data	s__Acinetobacter sp000313935	both	0.71	0.45	20	9	11
Proteo_SpeciesLevel_Data	s__Pseudoduganella sp001425265	both	0.07	0.40476190476190477	42	17	25
Proteo_SpeciesLevel_Data	s__Sphingobium amiense	both	0.05	0.7142857142857143	14	10	4
Proteo_SpeciesLevel_Data	s__UBA2250 sp003966565	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Photobacterium frigidiphilum	environmental	0.045	0.125	8	1	7
Proteo_SpeciesLevel_Data	s__Pseudomonas_E marginalis_C	both	46.035	0.45454545454545453	22	10	12
Proteo_SpeciesLevel_Data	s__Marinobacter sp002563885	environmental	2.46	0.0	41	0	41
Proteo_SpeciesLevel_Data	s__Mesorhizobium sp018588885	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Agrobacterium leguminum	both	0.245	0.26119402985074625	134	35	99
Proteo_SpeciesLevel_Data	s__Telluria sp014841835	both	0.38	0.39316239316239315	117	46	71
Proteo_SpeciesLevel_Data	s__Roseovarius faecimaris	environmental	0.07	0.23076923076923078	13	3	10
Proteo_SpeciesLevel_Data	s__Ruegeria sp017872555	environmental	0.21	0.02040816326530612	49	1	48
Proteo_SpeciesLevel_Data	s__Bradyrhizobium sp019455385	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Wolbachia sp025021925	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Shewanella psychrophila	eukaryotic-host-associated	0.03	1.0	6	6	0
Proteo_SpeciesLevel_Data	s__Sphingomonas sp017745215	environmental	1.41	0.0	2	0	2
Proteo_SpeciesLevel_Data	s__Limnohabitans_A sp021299875	environmental	0.18	0.08	25	2	23
Proteo_SpeciesLevel_Data	s__Nitrosospira briensis_A	environmental	0.06	0.24	100	24	76
Proteo_SpeciesLevel_Data	s__Bradyrhizobium amphicarpaeae	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Moraxella sp023336735	eukaryotic-host-associated	0.5449999999999999	1.0	2	2	0
Proteo_SpeciesLevel_Data	s__Albidovulum sp020161655	environmental	0.08499999999999999	0.022727272727272728	44	1	43
Proteo_SpeciesLevel_Data	s__Marinobacter salexigens_A	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Parasphingorhabdus sp900149705	environmental	0.56	0.0	23	0	23
Proteo_SpeciesLevel_Data	s__Tatlockia nautarum	environmental	0.02	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Roseomonas_D wenyumeiae	eukaryotic-host-associated	0.11	0.7777777777777778	9	7	2
Proteo_SpeciesLevel_Data	s__Actinobacillus ureae	both	0.05	0.4	25	10	15
Proteo_SpeciesLevel_Data	s__Mesorhizobium loti_G	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Erythrobacter sp016125555	environmental	0.03	0.12195121951219512	41	5	36
Proteo_SpeciesLevel_Data	s__Pantoea sp003236715	eukaryotic-host-associated	0.72	0.9647887323943662	142	137	5
Proteo_SpeciesLevel_Data	s__Marinobacter denitrificans	environmental	0.7	0.03571428571428571	28	1	27
Proteo_SpeciesLevel_Data	s__Halomonas lionensis	environmental	0.09	0.013333333333333334	225	3	222
Proteo_SpeciesLevel_Data	s__Acinetobacter sp002165255	environmental	0.25	0.24271844660194175	103	25	78
Proteo_SpeciesLevel_Data	s__Janthinobacterium sp001758725	environmental	0.03	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Agrobacterium sp900468285	environmental	0.07	0.2112676056338028	71	15	56
Proteo_SpeciesLevel_Data	s__Pseudomonas_E grimontii	environmental	0.09	0.0	6	0	6
Proteo_SpeciesLevel_Data	s__MED727 sp902552185	environmental	0.04	0.0	356	0	356
Proteo_SpeciesLevel_Data	s__Cognaticolwellia sp003061515	environmental	0.95	0.03418803418803419	117	4	113
Proteo_SpeciesLevel_Data	s__Pseudomonas_E sp001297015	eukaryotic-host-associated	1.39	1.0	7	7	0
Proteo_SpeciesLevel_Data	s__Azonexus hydrophilus	environmental	0.23	0.0	49	0	49
Proteo_SpeciesLevel_Data	s__Enterobacter cloacae_I	both	0.75	0.726027397260274	73	53	20
Proteo_SpeciesLevel_Data	s__Thiomicrorhabdus indica	environmental	0.22999999999999998	0.0	12	0	12
Proteo_SpeciesLevel_Data	s__Sphingorhabdus_B wooponensis	environmental	0.09	0.012658227848101266	158	2	156
Proteo_SpeciesLevel_Data	s__Shimia sediminis	environmental	0.04	0.0	11	0	11
Proteo_SpeciesLevel_Data	s__Pseudomonas_E chlororaphis_F	environmental	0.04	0.0	1	0	1
Proteo_SpeciesLevel_Data	s__Aliidiomarina sp003290085	environmental	0.06	0.0	6	0	6
Proteo_SpeciesLevel_Data	s__Cupriavidus pauculus_E	environmental	0.19	0.0	7	0	7
Proteo_SpeciesLevel_Data	s__Burkholderia diffusa_B	not-detected	0.0	0.0	0	0	0
Proteo_SpeciesLevel_Data	s__Sphingopyxis sp001468395	environmental	0.15	0.029585798816568046	338	10	328
Proteo_SpeciesLevel_Data	s__Aeromonas schubertii	environmental	0.31	0.0	3	0	3
