Assembly_ID	Order	Genus	BGC_Count	BGCome_Size	Genome_Size	BGC_Genome_Prop	Metallophore_Size	NRPS_Size	PKS_Size	NRPS_or_PKS_Size
GCA_005886335.1	Actinomycetales	Peptidiphaga	2	54584	2526493	0.021604651190405038	0	0	0	0
GCA_002839315.1	Treponematales	SZUA-370	1	25172	3883727	0.006481403044034764	0	0	0	0
GCA_000013005.1	Sphingomonadales	Altererythrobacter_D	2	44638	3052398	0.014623912084859183	0	0	0	0
GCA_024347215.1	Pseudomonadales	Amphritea	7	203543	5213210	0.03904369860412299	14917	0	88736	88736
GCA_023972895.1	Lactobacillales	Lactiplantibacillus	3	78119	3860943	0.020233139934984795	0	0	41170	41170
GCA_021582295.1	Campylobacterales	G021582295	0	0	1724914	0.0	0	0	0	0
GCA_000473305.1	Bacteroidales	Bact-08	1	62585	2657245	0.023552589241865166	0	0	0	0
GCA_003798425.1	Enterobacterales	Yersinia	10	305165	5096964	0.0598719159091569	129013	110157	104484	151441
GCA_004145845.1	Rhodobacterales	SELP01	5	102601	3774601	0.027181945853349796	0	0	0	0
GCA_000829905.1	Erysipelotrichales	Beduini	0	0	2850586	0.0	0	0	0	0
GCA_019443965.1	Actinomycetales	Rhodoglobus	3	89201	3035657	0.029384413324693798	0	0	41059	41059
GCA_900117315.1	Bacillales	Bacillus_BE	6	160164	4215927	0.03799022136768497	0	0	41086	41086
GCA_003101015.1	Enterobacterales_A	Actinobacillus_A	1	11746	2263191	0.0051900171041684064	0	0	0	0
GCA_008633425.1	Rhizobiales	QLZD01	1	20945	1860633	0.011256921703527777	0	0	0	0
GCA_009176745.1	Enterobacterales_A	Alteromonas	2	44689	5237481	0.008532536919943002	0	0	0	0
GCA_018406465.1	Erysipelotrichales	Longicatena	1	13507	3103757	0.004351822645909458	0	0	0	0
GCA_009766125.1	Acetobacterales	Acidisoma	4	129801	6362476	0.020401019980271832	0	0	41068	41068
GCA_024236395.1	Rickettsiales	JACKKO01	0	0	1386621	0.0	0	0	0	0
GCA_013487825.1	Rickettsiales	Anaplasma	0	0	1564418	0.0	0	0	0	0
GCA_023558375.1	Cyanobacteriales	CCMEE29	6	315201	6389872	0.049328218155230655	154368	243938	204701	294271
GCA_022701195.1	Erysipelotrichales	Allobaculum	0	0	3144153	0.0	0	0	0	0
GCA_014899185.1	Rhodobacterales	Pseudooceanicola	4	103779	4365781	0.02377100454649466	0	43918	0	43918
GCA_018457175.1	Rhodobacterales	Pseudohalocynthiibacter	5	111403	3901581	0.02855329672765989	0	0	34192	34192
GCA_900167435.1	Streptosporangiales	Marinactinospora	22	842253	5663707	0.14871055300000513	26253	426788	317848	637141
GCA_008367275.1	Flavobacteriales	Pareuzebyella	4	194049	4979987	0.038965764368461206	0	51597	41056	92653
GCA_008033175.1	Lactobacillales	Leuconostoc	1	41158	2316085	0.01777050496851368	0	0	41158	41158
GCA_910575705.1	Erysipelotrichales	CAJTFG01	2	38931	1844089	0.021111237038993237	0	0	0	0
GCA_934122175.1	TANB77	CAG-465	1	20915	1378065	0.015177078004303134	0	0	0	0
GCA_001486445.1	Coriobacteriales	RUG013	1	27409	2089921	0.01311484979575783	0	0	0	0
GCA_016711095.1	Actinomycetales	Phosphoribacter	3	93695	2919710	0.03209051583890181	0	0	0	0
GCA_024743435.1	Pseudomonadales	JANSWO01	4	190878	4149981	0.04599490937428388	0	142673	54978	142673
GCA_000172155.1	Verrucomicrobiales	Verrucomicrobium	8	230806	8220857	0.028075661698044378	21095	0	128345	128345
GCA_001678945.1	Rhodobacterales	Pseudophaeobacter_A	5	129240	4061725	0.0318189931617724	0	52146	52146	52146
GCA_003955755.1	Lactobacillales	Jeotgalibaca	0	0	2950593	0.0	0	0	0	0
GCA_021183825.1	Flavobacteriales	Sinomicrobium	11	295388	5364211	0.0550664394073984	15671	53037	0	53037
GCA_002412745.1	Bacteroidales	UBA2287	1	34274	4198844	0.008162722882774401	0	0	0	0
GCA_012971745.1	Rhizobiales	Ancylobacter	9	238727	6286188	0.037976433412427374	0	0	41131	41131
GCA_016811105.1	Flavobacteriales	Aurantibacter_A	7	275628	4519628	0.060984665109606366	0	98663	89064	139719
GCA_007431345.1	Burkholderiales	Chitinimonas	11	427124	5292479	0.0807039574460286	0	256893	52312	256893
GCA_003260975.1	Cytophagales	Echinicola	5	165842	6252144	0.02652562065109185	0	91663	50508	91663
GCA_001042675.1	Actinomycetales	Parascardovia	2	51587	1890857	0.027282338114410557	0	0	41290	41290
GCA_018476525.1	Streptosporangiales	Acrocarpospora	34	1330916	10277946	0.12949241025395541	85313	589931	399522	989453
GCA_016191225.1	Gemmatimonadales	JACPPC01	3	62298	3043893	0.0204665538506117	0	0	0	0
GCA_006386585.1	Xanthomonadales	Pseudomonas_S	4	133746	4564382	0.02930210486326517	0	42524	0	42524
GCA_910575625.1	Lachnospirales	MGBC164599	1	21620	4340907	0.004980525959206221	0	0	0	0
GCA_900604955.1	Actinomycetales	Neoactinobaculum	1	41164	1867681	0.02204016638815729	0	0	41164	41164
GCA_001270045.2	Bacteroidales	UBA1413	3	62985	4436542	0.014196867740686327	0	0	0	0
GCA_004193555.1	Desulfobacterales	ETH-SRB1	8	222720	3338582	0.0667109569272224	0	0	0	0
GCA_002420865.1	Oscillospirales	Pygmaiobacter	1	21658	2667988	0.008117727665941526	0	0	0	0
GCA_008727795.1	Pseudomonadales	Nitrincola	7	170618	4172991	0.040886261197304284	0	42622	41167	83789
GCA_013113735.1	Sphingomonadales	Sphingomonas_I	10	322201	5274170	0.061090370617556886	0	0	96641	96641
GCA_018777395.1	Enterobacterales	Sodalis_B	4	129624	3728128	0.03476919247407814	0	0	41044	41044
GCA_000973725.1	Cytophagales	Pontibacter	2	61965	5462537	0.011343630258248137	0	0	41128	41128
GCA_002892535.1	Burkholderiales	Aquella	2	66783	2820660	0.023676373614685924	13667	53116	0	53116
GCA_900119705.1	Tissierellales	Murdochiella	1	21633	1671491	0.012942337110998504	0	0	0	0
GCA_023167265.1	Acetobacterales	Bombella	4	135134	2014074	0.06709485351580925	0	0	46513	46513
GCA_013285825.1	Chlamydiales	JABDGV01	1	41143	1680781	0.024478501363354298	0	0	41143	41143
GCA_003065425.1	Actinomycetales	Mycetocola_A	2	65093	3193647	0.020382027193362323	0	0	44193	44193
GCA_001050115.1	Bacillales	Bacillus_O	5	124173	3381292	0.036723536447014926	16703	0	41065	41065
GCA_017647795.1	Bacteroidales	JAGCJX01	0	0	1817322	0.0	0	0	0	0
GCA_002285415.1	Rhodobacterales	Actibacterium_B	6	136844	3494482	0.03916002428972305	0	42649	0	42649
GCA_016724805.1	Burkholderiales	Sutterella	1	43892	3026517	0.014502479252553348	0	0	0	0
GCA_018242485.1	Xanthomonadales	SZAS-103	0	0	2815354	0.0	0	0	0	0
GCA_016776545.1	Rhodospirillales_A	Casp-alpha2	1	19007	2052033	0.009262521606621336	0	0	0	0
GCA_004168015.1	Methylococcales	Methylotetracoccus	6	192161	3384020	0.05678482987689198	24392	66813	47680	114493
GCA_000214375.1	Treponematales	Termitinema	2	52157	4059867	0.012846972573239468	0	0	0	0
GCA_000828915.1	Burkholderiales	Serpentinimonas	1	26208	2623236	0.009990713759646483	0	0	0	0
GCA_001769535.1	Bacteroidales	GWF2-38-335	1	49872	5268002	0.009466966793102964	0	0	0	0
GCA_023427985.1	Sphingobacteriales	JAEYZM01	1	18707	2421253	0.007726164923698597	0	0	0	0
GCA_002163875.1	Flavobacteriales	Gilvibacter	3	103084	3100211	0.03325064003708135	0	0	41092	41092
GCA_011751945.2	Actinomycetales	ZJ293	1	24247	1540829	0.015736334142205266	0	0	0	0
GCA_015207425.1	Cyanobacteriales	Lusitaniella	5	138386	5864958	0.023595394886033284	0	54870	0	54870
GCA_000014145.1	Cytophagales	Cytophaga	5	165816	4433218	0.03740307830564615	16745	0	41089	41089
GCA_001955695.1	Burkholderiales	Rhodoferax_B	4	116285	5895641	0.019723894314460463	0	43960	0	43960
GCA_001932675.1	Flavobacteriales	Salegentibacter	3	108399	4086550	0.02652579804480552	0	0	42755	42755
GCA_000179635.2	Oscillospirales	Ruminococcus_D	5	168509	4482087	0.037596101994450355	0	79279	0	79279
GCA_001427705.1	Burkholderiales	Pelomonas	5	220798	5812563	0.037986340965250616	0	0	0	0
GCA_003816055.1	Bacillales	Metabacillus_B	7	195061	4253348	0.04586057853719	13718	50888	41101	91989
GCA_913043865.1	Verrucomicrobiales	Roseibacillus_B	2	38472	1490447	0.025812390511034608	0	0	25068	25068
GCA_003150615.1	Flavobacteriales	Merdimorpha	0	0	2043505	0.0	0	0	0	0
GCA_900104785.1	Flavobacteriales	Psychroserpens	2	63556	3098771	0.02051006673290798	0	0	41101	41101
GCA_009746125.1	Burkholderiales	Casimicrobium	2	46766	4465898	0.01047180208773241	0	0	0	0
GCA_903870545.1	Methylococcales	UBA10906	2	41467	2681207	0.015465795815093724	0	0	0	0
GCA_002305265.1	Bacteroidales	UBA3839	0	0	1570524	0.0	0	0	0	0
GCA_021641645.1	Oscillospirales	CAG-724	2	41551	2238043	0.01856577375859177	0	0	0	0
GCA_023205995.1	Staphylococcales	Mammaliicoccus	3	72177	3069055	0.023517662602983654	41170	0	41170	41170
GCA_021484805.1	Cytophagales	IE-0392	6	165795	4941522	0.03355140379826296	0	50746	91937	91937
GCA_022559585.1	Rhizobiales	Bartonella	2	63326	2708601	0.023379597068745085	0	0	0	0
GCA_013394385.1	Actinomycetales	Rothia	10	305439	2997021	0.10191420080139578	70705	155039	41215	196254
GCA_018967645.1	Bacillales_D	Allobacillus	2	74604	2706053	0.027569304814059444	0	0	41065	41065
GCA_011390885.1	Gemmatimonadales	JAABRT01	5	134727	4066938	0.03312737986170431	0	72342	48195	72342
GCA_000214175.1	Mycobacteriales	Hoyosella	15	586506	4863490	0.1205936477714563	90515	325082	90515	325082
GCA_018261935.1	Burkholderiales	JAGTRP01	3	83454	4064451	0.020532662344803762	0	61806	0	61806
GCA_023278365.1	Flavobacteriales	Epilithonimonas	2	82057	3939633	0.02082858987118851	0	0	0	0
GCA_900111875.1	Rhodobacterales	Poseidonocella	4	123703	3622008	0.03415315482461662	0	48333	0	48333
GCA_022807975.1	Flavobacteriales	Abyssalbus	2	41013	4365036	0.00939579879753569	0	0	0	0
GCA_900114705.1	Burkholderiales	Rugamonas	13	516179	6829625	0.0755794058971027	49138	133562	136640	270202
GCA_014217625.1	Actinomycetales	Leifsonia	6	160911	4608984	0.03491246660869293	0	0	41101	41101
GCA_000590925.1	Rhodobacterales	Roseibacterium	6	148954	3555109	0.04189857469911612	0	43135	0	43135
GCA_021234875.1	Pseudomonadales	Marinibactrum	13	416020	5109653	0.08141844465759221	12412	271583	41047	312630
GCA_000751555.1	Tissierellales	Anaerosalibacter	7	143930	3174292	0.04534239446150512	0	0	0	0
GCA_902791445.1	Lachnospirales	RUG306	2	44304	2233581	0.019835412281891725	0	0	0	0
GCA_003182375.1	Burkholderiales	Melaminivora	2	47701	2948345	0.01617890714960427	0	0	0	0
GCA_017873855.1	Methanomicrobiales	Methanolinea_B	3	67523	2662345	0.025362227660201814	0	0	0	0
GCA_000185705.2	Desulfovibrionales	Bilophila	3	101958	4391194	0.023218741872939343	0	90236	0	90236
GCA_005280255.1	Actinomycetales	Arthrobacter	4	112449	5563753	0.02021099786421144	11872	0	41248	41248
GCA_003752155.1	Lachnospirales	Mobilisporobacter	6	166258	4039008	0.04116307766659536	0	68418	0	68418
GCA_021635705.1	Oscillospirales	CAG-841	1	21615	1934267	0.01117477576777146	0	0	0	0
GCA_002504165.1	Rhodobacterales	Pacificitalea	4	87677	3956796	0.02215858487523744	0	42508	0	42508
GCA_018860975.1	Rhodobacterales	Lentibacter	5	132315	3650272	0.03624798371189873	0	52075	52075	52075
GCA_016917355.1	Burkholderiales	Glaciimonas	7	265339	5230360	0.05073054244832096	76619	119781	0	119781
GCA_904418875.1	Oscillospirales	Onthovicinus	1	21631	2569433	0.00841858884820114	0	0	0	0
GCA_003003095.1	Rhodobacterales	Hasllibacter	3	62886	2784625	0.022583292184764556	0	0	0	0
GCA_004799685.1	Halobacteriales	Halobellus	3	51893	3749890	0.013838539263818405	0	0	0	0
GCA_000164865.1	Enterobacterales	Enterobacter_B	5	154780	4814049	0.03215172924081163	53627	53627	0	53627
GCA_021845595.1	Acetobacterales	JAJZVV01	9	234542	3619114	0.0648064692076569	0	0	0	0
GCA_001897445.1	Rickettsiales	33-17	0	0	1883020	0.0	0	0	0	0
GCA_017536525.1	Oscillospirales	SIG589	2	36225	1544732	0.02345066976019141	0	0	0	0
GCA_005885635.1	Flavobacteriales	Maribacter_C	6	211463	5107312	0.041403971404135875	0	50095	41056	91151
GCA_004363075.1	Streptosporangiales	Actinorugispora	14	431306	5253007	0.08210649633628891	56749	154772	228888	333065
GCA_903893545.1	Chlamydiales	CAITMJ01	3	104227	1632408	0.06384862117803883	0	42676	41119	83795
GCA_020112395.1	Lactobacillales	Ruoffia	3	82652	2354731	0.03510040000322755	0	0	41173	41173
GCA_003970675.1	Cytophagales	Flammeovirga	6	170962	6680108	0.0255926999982635	11815	0	41050	41050
GCA_017304685.1	Rickettsiales	JAFKLR01	2	62628	2121440	0.029521457123463306	0	39233	0	39233
GCA_022343705.1	Staphylococcales	Macrococcus	3	54506	2226771	0.024477595585715817	13084	0	0	0
GCA_902558605.1	Flavobacteriales	Marivariicella	1	3008	1516294	0.0019837841474014935	0	0	0	0
GCA_022793845.1	Oscillospirales	Avispirillum	2	49274	2001776	0.02461514175412234	0	0	0	0
GCA_000398925.1	Oscillospirales	Butyricicoccus	1	21645	3325721	0.0065083631489231955	0	0	0	0
GCA_001261775.1	Oscillospirales	Anaeromassilibacillus	1	21585	3510827	0.006148124074470203	0	0	0	0
GCA_002240355.1	Mycobacteriales	Prauserella_A	20	629788	6986413	0.09014468511953129	128517	163164	177927	291667
GCA_003671765.1	Burkholderiales	ALPHA2B	7	242899	5919552	0.0410333417123458	0	94753	49479	94753
GCA_000023925.1	Actinomycetales	Kytococcus	5	140149	2785024	0.05032236706039158	0	0	41122	41122
GCA_014197445.1	Flavobacteriales	Mesonia_A	1	52577	2592316	0.020281863785124962	0	0	0	0
GCA_024239035.1	UBA6257	JANBVK01	0	0	794594	0.0	0	0	0	0
GCA_001697185.1	Flavobacteriales	Wenyingzhuangia	1	20837	3427057	0.006080143983598755	0	0	0	0
GCA_910573815.1	Actinomycetales	Barrientosiimonas	6	154213	3622728	0.0425681972259579	12337	42703	41155	83858
GCA_001281385.1	PS1	Pseudothioglobus	0	0	1714148	0.0	0	0	0	0
GCA_016592555.1	Pseudomonadales	Neptunomonas	9	290427	4095481	0.07091401473966062	0	0	88652	88652
GCA_013416485.1	Burkholderiales	JAGOAJ01	3	39286	2771112	0.014176980215884453	0	0	0	0
GCA_008386575.1	Rhizobiales	Salinarimonas_A	12	278879	5278424	0.05283376250183767	0	0	41083	41083
GCA_016864895.1	Burkholderiales	QFNR01	1	67950	1607491	0.042270843196011675	67950	67950	0	67950
GCA_002814095.1	Rhodobacterales	Sagittula	8	207043	5576178	0.03712991228041859	0	51959	51959	51959
GCA_022024015.1	Bacteroidales	Prevotella	1	20267	3733400	0.0054285637756468635	0	0	0	0
GCA_003008425.1	Flavobacteriales	Aurantibacter	2	66706	2914206	0.02288993983266797	0	0	0	0
GCA_023380715.1	UBA6257	JAKAHT01	0	0	749560	0.0	0	0	0	0
GCA_944388065.1	Oscillospirales	Faecivivens	2	49667	2643886	0.018785605733378823	0	0	0	0
GCA_001185205.1	Rhizobiales	Youhaiella	3	53529	4594249	0.011651305795571812	0	0	0	0
GCA_001941645.1	Mycobacteriales	Actinoalloteichus	26	1134438	7275385	0.15592824297270866	14909	578906	792024	847808
GCA_019359795.1	Cyanobacteriales	Aetokthonos	30	1206529	9546647	0.12638248800861707	0	755951	518149	856930
GCA_001899585.1	Acetobacterales	70-18	6	126094	5050261	0.024967818494925312	0	0	24210	24210
GCA_017579825.1	Actinomycetales	Arthrobacter_E	9	166545	3680971	0.04524485522977497	11908	0	0	0
GCA_003065605.1	Propionibacteriales	Aeromicrobium	5	133475	3717741	0.0359021782313507	0	0	41080	41080
GCA_918320885.1	Enterobacterales_A	GCA-918320885	2	51506	1661850	0.030993170262057345	0	0	0	0
GCA_000965745.1	Thermoplasmatales	GCA-965745	0	0	2226687	0.0	0	0	0	0
GCA_000701905.1	Clostridiales	Proteiniclasticum	3	63453	3118301	0.020348580845787497	0	0	0	0
GCA_010672785.1	Cyanobacteriales	RDXV01	13	423925	5187854	0.08171490562378972	0	143890	52142	196032
GCA_001830015.1	Acholeplasmatales	UBA2284	1	20930	2161296	0.009684004412167515	0	0	0	0
GCA_934277695.1	Peptostreptococcales	CAG-238	1	21607	2118267	0.010200319412047678	0	0	0	0
GCA_001804805.1	Victivallales	GWF2-50-93	4	93684	5915131	0.01583802624151519	0	0	0	0
GCA_013408795.1	Streptosporangiales	Spinactinospora	13	491888	6684050	0.07359131065746068	69918	129860	241866	371726
GCA_003971545.1	Actinomycetales	Trueperella	1	12220	2427168	0.005034674155229469	0	0	0	0
GCA_900096945.1	Lachnospirales	Anaerobium	4	62385	4609043	0.01353534779345734	0	0	0	0
GCA_014250155.1	Rhizobiales	Aminobacter	8	180565	6607828	0.027325923132381774	13478	42538	0	42538
GCA_013760845.1	Bacillales	Anoxybacillus_B	7	172607	3405528	0.05068435790279804	51337	0	41083	41083
GCA_003711265.1	PS1	Thiodubiliella	0	0	2832685	0.0	0	0	0	0
GCA_002272895.1	Campylobacterales	Helicobacter_J	0	0	1891067	0.0	0	0	0	0
GCA_009797935.1	Cytophagales	Lunatimonas	5	145361	6780030	0.02143958065082308	0	0	41080	41080
GCA_019424065.1	Lachnospirales	Lactonifactor	3	69719	4645286	0.01500854845105339	0	0	0	0
GCA_900230115.1	Cytophagales	TFI-002	4	101345	5461565	0.018556036593906693	0	0	41062	41062
GCA_013328345.1	Enterobacterales_A	Marinifaba	4	119803	4169624	0.02873232694362849	13476	73477	0	73477
GCA_013297885.1	Leptospirales	UBA2033	3	75275	4615609	0.01630879045430408	0	37156	17879	55035
GCA_900103775.1	Mycobacteriales	Allokutzneria	48	2097733	8565619	0.24490150682630174	15421	862590	956305	1342588
GCA_001999905.1	Bacillales	Indiicoccus	2	61896	4149733	0.014915658429108572	0	0	41071	41071
GCA_000013625.1	Burkholderiales	Herminiimonas	3	44435	4110251	0.010810775303016775	0	0	0	0
GCA_013294015.1	Flavobacteriales	Frigoriflavimonas	3	83057	3428107	0.02422824025037725	0	0	41053	41053
GCA_017875315.1	Methanomicrobiales	Methanomicrobium	2	32803	2541249	0.012908219540863568	0	0	0	0
GCA_902587125.1	Flavobacteriales	GCA-2716345	1	20837	1541975	0.013513189254041083	0	0	0	0
GCA_023666765.1	Treponematales	JAMPCJ01	4	128282	2329988	0.05505693591554978	0	0	0	0
GCA_009930795.1	Actinomycetales	Marisediminicola	4	177405	3352609	0.05291550550630867	0	0	41068	41068
GCA_017357825.1	Campylobacterales	Sulfurimonas	2	54182	2845050	0.01904430502100139	0	42538	0	42538
GCA_020251205.1	Actinomycetales	JAIWYX01	5	162549	5052573	0.03217152923866711	0	42781	41137	83918
GCA_002305855.1	Myxococcales	Melittangium	33	1306409	9910441	0.13182147999266633	64845	734541	641404	956278
GCA_001266795.1	Pseudomonadales	Marinobacter	8	138415	4768422	0.02902742248903306	0	0	0	0
GCA_008680055.1	Erysipelotrichales	Holdemanella	2	31907	2350187	0.013576366476369752	0	0	0	0
GCA_000015145.1	Sulfolobales	Hyperthermus	0	0	1667163	0.0	0	0	0	0
GCA_018223725.1	Burkholderiales	Cupriavidus	11	286856	8350386	0.03435242394782708	16583	85682	0	85682
GCA_015064855.1	Oscillospirales	RGIG2000	3	71284	2024137	0.035216983830639925	0	29409	0	29409
GCA_902381685.1	Lachnospirales	Faecalimonas	2	42211	2219029	0.019022284071095963	0	0	0	0
GCA_024234265.1	Pseudomonadales	JACKOM01	3	59614	2500052	0.023845104021836344	0	0	0	0
GCA_015354075.1	Sphingomonadales	Thermaurantiacus	7	185178	2743621	0.06749401611957337	0	0	41131	41131
GCA_018474025.1	Enterobacterales_A	Alteromonas_E	0	0	3826628	0.0	0	0	0	0
GCA_015057455.1	Lachnospirales	SIG301	6	164147	2819935	0.058209497736649955	0	85376	0	85376
GCA_000015285.1	Enterobacterales_A	Psychromonas	3	124846	4559598	0.02738092261642364	0	0	41089	41089
GCA_018326105.1	Francisellales	Francisella	4	117490	2298556	0.051114699837637195	27296	46615	0	46615
GCA_017456015.1	Oscillospirales	RGIG3926	1	21573	1179381	0.018291798833455854	0	0	0	0
GCA_002261065.1	Pseudomonadales	Zooshikella	12	435734	6605154	0.0659687874045026	58976	270467	160384	307107
GCA_004010535.1	Coriobacteriales	RUG721	1	26332	2374622	0.011088922784342098	0	0	0	0
GCA_003628125.1	Burkholderiales	Pararobbsia	10	300009	6642683	0.04516382913349922	0	54930	47815	102745
GCA_022430525.1	Fusobacteriales	Cetobacterium_A	3	96447	2973411	0.03243648456267902	0	85661	0	85661
GCA_021740915.1	Ignavibacteriales	JAIOYW01	4	102165	4348092	0.023496512953267778	0	39364	0	39364
GCA_018403265.1	Paenibacillales	J31TS4	2	45401	5071135	0.0089528281144162	0	0	0	0
GCA_934546935.1	Oscillospirales	CALWJF01	3	63896	2143719	0.029806145301692993	0	0	0	0
GCA_002288155.1	Burkholderiales	Taylorella	1	20861	1739054	0.011995602206716985	0	0	0	0
GCA_002263515.1	Mycobacteriales	Actinopolyspora	25	864770	5243930	0.1649087611772087	59959	409422	245041	498203
GCA_021156175.1	Rickettsiales	JAJNBL01	2	59163	2015189	0.029358536593838098	0	0	0	0
GCA_003176915.1	Cytophagales	Cardinium	1	60852	1193042	0.051005748330737725	0	60852	60852	60852
GCA_001634265.1	Bacillales	Anoxybacillus_A	5	162100	3819480	0.042440332191816685	51796	51796	41074	92870
GCA_000195335.1	Deinococcales	Marinithermus	1	20303	2269167	0.008947336181074376	0	0	0	0
GCA_000597885.1	Cytophagales	Cesiribacter	6	214004	6665617	0.03210565503538532	0	85513	41242	126755
GCA_001579845.1	Rhizobiales	Z2-YC6860	8	275097	8193889	0.03357343503188779	0	182255	0	182255
GCA_000163555.2	Pelagibacterales	HIMB114	1	21952	1237371	0.01774083924708111	0	0	0	0
GCA_021654575.1	Desulfobacterales	Desulfoluna	6	148353	6263790	0.02368422313008578	0	0	53282	53282
GCA_002408505.1	Acholeplasmatales	UBA5409	3	83426	1251025	0.06668611738374533	0	48920	0	48920
GCA_002336125.1	Cytophagales	UBA7330	4	101237	6008353	0.016849376193442695	0	0	41095	41095
GCA_012840355.1	Oscillospirales	DTU078	1	40030	2160074	0.01853177252260802	0	0	0	0
GCA_001189515.2	Coriobacteriales	Olsenella_F	1	10282	3213585	0.0031995419445883647	0	0	0	0
GCA_902364245.1	Lachnospirales	AF33-28	2	69188	5159962	0.013408625877477391	0	47563	0	47563
GCA_001969385.1	Rhodobacterales	Salipiger	6	153742	5424264	0.028343384466537766	0	52178	52178	52178
GCA_018917865.1	Tissierellales	Tissierella_C	8	133162	4085659	0.032592538927012756	0	0	0	0
GCA_900174485.1	Burkholderiales	Sterolibacterium	4	165500	3103217	0.05333175217846512	0	71597	51733	123330
GCA_018128965.1	Acetobacterales	Roseomonas_C	8	237196	4438934	0.05343535182095521	0	34659	139988	139988
GCA_013409325.1	Actinomycetales	Kineosphaera	9	272314	4944651	0.05507244090634506	68138	101045	0	101045
GCA_014385195.1	Tissierellales	BX21	3	51652	3029583	0.01704921106304069	0	0	0	0
GCA_003966915.1	Burkholderiales	Mycoavidus	3	74993	2795004	0.02683108861382667	0	0	0	0
GCA_012317385.1	Peptostreptococcales	GCA-900066495	2	60337	3116687	0.01935933893907216	0	0	0	0
GCA_003627075.1	Actinomycetales	Protaetiibacter	3	109257	3097107	0.03527711506254062	0	0	41080	41080
GCA_000331575.1	Bacillales	Calidifontibacillus_A	3	66877	3572345	0.018720756253945238	0	0	0	0
GCA_900637325.1	Campylobacterales	Wolinella	3	58472	2150449	0.027190600660606228	0	0	0	0
GCA_900095135.1	Bacteroidales	Proteiniphilum	2	75119	4414963	0.01701463862777559	0	0	0	0
GCA_022458895.1	Cytophagales	Tunicatimonas	6	202543	8254015	0.024538724487416123	0	0	88424	88424
GCA_023008365.1	Lachnospirales	Sellimonas	5	159004	3200718	0.04967760358769501	0	94042	0	94042
GCA_016735685.1	Burkholderiales	Aquariibacter	4	107108	3027633	0.03537681086181846	0	41854	0	41854
GCA_900104415.1	Lachnospirales	Eubacterium_C	4	96473	2911132	0.033139342358917426	0	43207	0	43207
GCA_024813435.1	Cytophagales	Aquiflexum_A	7	195135	5111896	0.038172724953715806	0	49618	41131	90749
GCA_900167975.1	Cytophagales	Ohtaekwangia	6	214580	7241272	0.02963291532205944	0	0	85757	85757
GCA_000619945.1	Clostridiales	Clostridium_AO	3	52893	4753597	0.011126942397514977	0	0	0	0
GCA_002795425.1	Enterobacterales_A	Conservatibacter	3	48835	2607477	0.018728832507439185	0	0	0	0
GCA_023023025.1	Mycobacteriales	Amycolatopsis	41	2340969	11133454	0.21026439773317426	74883	1288633	1582269	1941177
GCA_009429125.1	Actinomycetales	Luteimicrobium	4	74968	4208275	0.01781442515044763	0	0	0	0
GCA_000812185.1	Nitrososphaerales	Nitrosopelagicus	0	0	1232128	0.0	0	0	0	0
GCA_000023225.1	Desulfovibrionales	Desulfomicrobium	3	114285	3942657	0.02898679748200262	0	0	0	0
GCA_017448105.1	Mycoplasmatales	RUG11194	0	0	504644	0.0	0	0	0	0
GCA_019285775.1	Mycobacteriales	Skermania	14	584603	4230116	0.13820022902445228	185079	342014	95173	437187
GCA_014651615.1	Cytophagales	Persicitalea	5	152443	6413068	0.023770681988714293	0	50680	91799	91799
GCA_003940805.1	Rhodobacterales	Tabrizicola	6	146103	4387422	0.0333004210673147	0	50897	50897	50897
GCA_023016285.1	Flavobacteriales	Croceivirga	7	269874	5689803	0.047431167652025916	0	84740	172069	172069
GCA_002172335.1	Pseudomonadales	UBA7455	0	0	1518064	0.0	0	0	0	0
GCA_003711225.1	Cytophagales	Runella	5	147780	7613819	0.01940944485283929	0	0	41065	41065
GCA_014384765.1	Oscillospirales	Feifania	1	21591	2356284	0.009163156902987924	0	0	0	0
GCA_024233975.1	Xanthomonadales	JACKOX01	1	41182	3131190	0.013152188145720957	0	0	0	0
GCA_000472185.1	Rhodobacterales	HIMB11	2	41755	3096080	0.013486408619932302	0	0	0	0
GCA_015061215.1	Bacteroidales	UBA4363	0	0	2267784	0.0	0	0	0	0
GCA_007556525.1	Xanthomonadales	CU05-9	0	0	2347053	0.0	0	0	0	0
GCA_934296375.1	Lachnospirales	W0P33-017	2	49502	2998193	0.016510611558361987	0	0	0	0
GCA_015061035.1	Bacteroidales	Caccoplasma	0	0	1920539	0.0	0	0	0	0
GCA_000315505.1	Veillonellales	Veillonella_A	2	42254	2324129	0.01818057431407637	0	0	0	0
GCA_008297975.1	Mycobacteriales	C1-24	27	1171259	5660905	0.20690313651262474	193616	694739	276745	921698
GCA_001281695.1	Cytophagales	Raineya	4	103458	4712869	0.02195223334236534	0	0	41059	41059
GCA_015066115.1	Oscillospirales	SIG578	2	53069	1601362	0.033139914647656185	0	0	0	0
GCA_900167085.1	Lachnospirales	Eubacterium_Q	6	160436	2839882	0.056493896577393	0	84881	0	84881
GCA_000312045.1	Burkholderiales	Noviherbaspirillum_C	5	161411	4188269	0.03853883310742457	0	83616	0	83616
GCA_011393335.1	Propionibacteriales	Brevilactibacter	2	56709	3671901	0.015444043834515146	0	0	0	0
GCA_021740625.1	Bacteroidales	JAIOZK01	6	130850	4016094	0.03258140870208715	0	48209	0	48209
