assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
GCA_016756475.1_ASM1675647v1	NA	73	72	98.65	1.35	60	Yes
GCA_016756495.1_ASM1675649v1	NA	73	71	98.65	2.70	59	Yes
GCA_016756515.1_ASM1675651v1	NA	73	72	98.65	1.35	60	Yes
GCA_016756535.1_ASM1675653v1	NA	73	72	98.65	2.70	60	Yes
GCA_016756555.1_ASM1675655v1	NA	73	72	98.65	1.35	60	Yes
GCA_016756595.1_ASM1675659v1	NA	73	71	98.65	2.70	58	Yes
GCA_016756695.1_ASM1675669v1	NA	73	71	98.65	2.70	69	Yes
GCA_016756775.1_ASM1675677v1	NA	71	71	95.95	0.00	69	Yes
GCA_016757615.1_ASM1675761v1	NA	73	73	98.65	0.00	71	Yes
GCA_016757755.1_ASM1675775v1	NA	73	73	98.65	0.00	71	Yes
GCA_016757795.1_ASM1675779v1	NA	74	73	100.00	1.35	60	Yes
GCA_016758175.1_ASM1675817v1	NA	74	74	100.00	0.00	67	Yes
GCA_016758195.1_ASM1675819v1	NA	74	73	100.00	1.35	67	Yes
GCA_016758215.1_ASM1675821v1	NA	74	74	100.00	0.00	66	Yes
GCA_016758255.1_ASM1675825v1	NA	74	73	100.00	1.35	65	Yes
GCA_016765635.1_ASM1676563v1	NA	74	74	100.00	0.00	72	Yes
GCA_016765675.1_ASM1676567v1	NA	74	70	100.00	5.41	69	Yes
GCA_016766755.1_ASM1676675v1	NA	74	72	100.00	2.70	57	Yes
GCA_016771945.1_ASM1677194v1	NA	74	70	100.00	5.41	60	Yes
GCA_016772275.1_ASM1677227v1	NA	73	71	98.65	2.70	69	Yes
GCA_016772415.2_ASM1677241v2	NA	72	71	97.30	1.35	63	Yes
GCA_016772475.1_ASM1677247v1	NA	73	70	98.65	4.05	66	Yes
GCA_016772515.1_ASM1677251v1	NA	74	74	100.00	0.00	71	Yes
GCA_016774335.1_ASM1677433v1	NA	73	72	98.65	1.35	67	Yes
GCA_016774515.1_ASM1677451v1	NA	74	73	100.00	1.35	69	Yes
GCA_016774555.1_ASM1677455v1	NA	74	70	100.00	5.41	67	Yes
GCA_016776605.1_ASM1677660v1	NA	68	68	91.89	0.00	57	Yes
GCA_016777095.1_ASM1677709v1	NA	74	74	100.00	0.00	68	Yes
GCA_016778465.1_ASM1677846v1	NA	73	73	98.65	0.00	66	Yes
GCA_016778965.1_ASM1677896v1	NA	74	72	100.00	2.70	61	Yes
GCA_016779645.1_ASM1677964v1	NA	73	73	98.65	0.00	68	Yes
GCA_016780885.1_ASM1678088v1	NA	69	69	93.24	0.00	63	Yes
GCA_016783965.1_ASM1678396v1	NA	74	72	100.00	2.70	64	Yes
GCA_016785085.1_ASM1678508v1	NA	74	68	100.00	8.11	60	Yes
GCA_016785095.1_ASM1678509v1	NA	73	73	98.65	0.00	71	Yes
GCA_016785885.1_ASM1678588v1	NA	74	73	100.00	1.35	64	Yes
GCA_016786215.1_ASM1678621v1	NA	74	71	100.00	4.05	68	Yes
GCA_016789545.1_ASM1678954v1	NA	69	64	93.24	6.76	61	Yes
GCA_016791045.1_ASM1679104v1	NA	48	47	64.86	1.35	43	Yes
GCA_016791365.1_ASM1679136v1	NA	64	62	86.49	2.70	54	Yes
GCA_016791405.1_ASM1679140v1	NA	72	72	97.30	0.00	62	Yes
GCA_016793095.1_ASM1679309v1	NA	74	70	100.00	6.76	60	Yes
GCA_016793445.1_ASM1679344v1	NA	73	70	98.65	4.05	51	Yes
GCA_016793465.1_ASM1679346v1	NA	69	68	93.24	1.35	59	Yes
GCA_016793705.1_ASM1679370v1	NA	56	52	75.68	5.41	44	Yes
GCA_016793825.1_ASM1679382v1	NA	73	65	98.65	10.81	57	Yes
GCA_016793865.1_ASM1679386v1	NA	74	72	100.00	2.70	61	Yes
GCA_016803235.1_ASM1680323v1	NA	74	71	100.00	4.05	63	Yes
GCA_016804005.1_ASM1680400v1	NA	73	71	98.65	5.41	62	Yes
GCA_016804325.1_ASM1680432v1	NA	74	72	100.00	2.70	60	Yes
GCA_016805985.1_ASM1680598v1	NA	74	73	100.00	1.35	67	Yes
GCA_016806065.1_ASM1680606v1	NA	73	71	98.65	2.70	59	Yes
GCA_016806145.1_ASM1680614v1	NA	74	73	100.00	1.35	67	Yes
GCA_016807805.1_ASM1680780v1	NA	74	74	100.00	0.00	63	Yes
GCA_016808295.1_ASM1680829v1	NA	72	72	97.30	0.00	66	Yes
GCA_016809835.2_ASM1680983v2	NA	74	72	100.00	2.70	67	Yes
GCA_016811915.1_ASM1681191v1	NA	73	72	98.65	1.35	71	Yes
GCA_016811995.1_ASM1681199v1	NA	73	73	98.65	0.00	70	Yes
GCA_016812035.1_ASM1681203v1	NA	69	69	93.24	0.00	67	Yes
GCA_016812185.1_ASM1681218v1	NA	72	72	97.30	0.00	69	Yes
GCA_016812295.1_ASM1681229v1	NA	74	72	100.00	4.05	62	Yes
GCA_016817355.1_ASM1681735v1	NA	73	73	98.65	0.00	63	Yes
GCA_016820495.1_ASM1682049v1	NA	74	73	100.00	1.35	72	Yes
GCA_016820535.1_ASM1682053v1	NA	72	72	97.30	0.00	62	Yes
GCA_016820575.1_ASM1682057v1	NA	73	73	98.65	0.00	69	Yes
GCA_016820585.1_ASM1682058v1	NA	73	72	98.65	1.35	71	Yes
GCA_016827675.1_ASM1682767v1	NA	74	72	100.00	2.70	62	Yes
GCA_016834455.1_ASM1683445v1	NA	73	73	98.65	0.00	69	Yes
GCA_016834655.1_ASM1683465v1	NA	74	68	100.00	8.11	61	Yes
GCA_016839145.1_ASM1683914v1	NA	73	72	98.65	1.35	61	Yes
GCA_016839165.1_ASM1683916v1	NA	73	71	98.65	2.70	58	Yes
GCA_016842515.1_ASM1684251v1	NA	73	72	98.65	2.70	69	Yes
GCA_016842995.1_ASM1684299v1	NA	72	71	97.30	2.70	69	Yes
GCA_016845845.1_ASM1684584v1	NA	60	54	81.08	8.11	50	Yes
GCA_016859125.1_ASM1685912v1	NA	74	68	100.00	9.46	58	Yes
GCA_016859165.1_ASM1685916v1	NA	71	70	95.95	1.35	67	Yes
GCA_016860605.1_ASM1686060v1	NA	73	73	98.65	0.00	70	Yes
GCA_016861105.1_ASM1686110v1	NA	65	61	87.84	5.41	58	Yes
GCA_016861485.1_ASM1686148v1	NA	74	74	100.00	0.00	72	Yes
GCA_016861565.1_ASM1686156v1	NA	74	73	100.00	1.35	69	Yes
GCA_016861605.1_ASM1686160v1	NA	72	71	97.30	1.35	67	Yes
GCA_016861655.1_ASM1686165v1	NA	73	72	98.65	1.35	68	Yes
GCA_016861695.1_ASM1686169v1	NA	72	72	97.30	0.00	68	Yes
GCA_016861785.1_ASM1686178v1	NA	73	73	98.65	0.00	69	Yes
GCA_016861845.1_ASM1686184v1	NA	73	72	98.65	1.35	67	Yes
GCA_016862075.1_ASM1686207v1	NA	73	64	98.65	12.16	55	Yes
GCA_016862095.1_ASM1686209v1	NA	74	67	100.00	9.46	58	Yes
GCA_016862175.1_ASM1686217v1	NA	73	69	98.65	6.76	63	Yes
GCA_016862195.1_ASM1686219v1	NA	74	69	100.00	9.46	63	Yes
GCA_016862215.1_ASM1686221v1	NA	73	67	98.65	8.11	59	Yes
GCA_016862275.1_ASM1686227v1	NA	74	68	100.00	10.81	59	Yes
GCA_016862375.1_ASM1686237v1	NA	73	65	98.65	14.86	57	Yes
GCA_016862395.1_ASM1686239v1	NA	74	68	100.00	8.11	61	Yes
GCA_016862435.1_ASM1686243v1	NA	73	67	98.65	8.11	60	Yes
GCA_016862675.1_ASM1686267v1	NA	73	73	98.65	0.00	63	Yes
GCA_016862755.1_ASM1686275v1	NA	74	71	100.00	4.05	61	Yes
GCA_016862775.1_ASM1686277v1	NA	74	72	100.00	2.70	61	Yes
GCA_016862815.1_ASM1686281v1	NA	73	73	98.65	0.00	68	Yes
GCA_016863035.1_ASM1686303v1	NA	73	69	98.65	5.41	62	Yes
GCA_016863375.1_ASM1686337v1	NA	74	70	100.00	6.76	61	Yes
GCA_016863395.1_ASM1686339v1	NA	72	69	97.30	5.41	61	Yes
GCA_016863495.1_ASM1686349v1	NA	74	68	100.00	8.11	58	Yes
GCA_016863535.1_ASM1686353v1	NA	74	71	100.00	4.05	61	Yes
GCA_016864195.1_ASM1686419v1	NA	72	71	97.30	1.35	66	Yes
GCA_016864235.1_ASM1686423v1	NA	73	70	98.65	4.05	68	Yes
GCA_016864375.1_ASM1686437v1	NA	73	69	98.65	5.41	57	Yes
GCA_016864455.1_ASM1686445v1	NA	72	71	97.30	1.35	63	Yes
GCA_016864535.1_ASM1686453v1	NA	71	71	95.95	0.00	59	Yes
GCA_016864575.1_ASM1686457v1	NA	73	72	98.65	1.35	61	Yes
GCA_016865255.1_ASM1686525v1	NA	70	65	94.59	6.76	61	Yes
GCA_016865385.1_ASM1686538v1	NA	70	69	94.59	1.35	63	Yes
GCA_016865405.1_ASM1686540v1	NA	74	74	100.00	0.00	72	Yes
GCA_016865555.1_ASM1686555v1	NA	73	73	98.65	0.00	69	Yes
GCA_016868195.1_JGI_2017_08_21	NA	70	70	94.59	0.00	64	Yes
GCA_016869535.1_JGI_2017_08_21	NA	73	72	98.65	1.35	61	Yes
GCA_016870155.1_JGI_2017_08_21	NA	72	72	97.30	0.00	63	Yes
GCA_016870365.1_JGI_2017_08_21	NA	70	70	94.59	0.00	62	Yes
GCA_016870485.1_JGI_2017_08_21	NA	73	72	98.65	1.35	63	Yes
GCA_016870865.1_JGI_2017_08_21	NA	73	73	98.65	0.00	69	Yes
GCA_016874055.1_JGI_2017_08_21	NA	63	63	85.14	0.00	58	Yes
GCA_016874235.1_JGI_2017_08_21	NA	73	73	98.65	0.00	68	Yes
GCA_016881145.1_ASM1688114v1	NA	72	72	97.30	0.00	58	Yes
GCA_016887565.1_ASM1688756v1	NA	74	70	100.00	6.76	60	Yes
GCA_016887925.1_ASM1688792v1	NA	71	70	95.95	1.35	67	Yes
GCA_016887965.1_ASM1688796v1	NA	73	73	98.65	0.00	67	Yes
GCA_016888005.1_ASM1688800v1	NA	74	72	100.00	2.70	65	Yes
GCA_016888335.1_ASM1688833v1	NA	74	74	100.00	0.00	66	Yes
GCA_016888445.1_ASM1688844v1	NA	73	73	98.65	0.00	70	Yes
GCA_016888885.1_ASM1688888v1	NA	74	73	100.00	1.35	68	Yes
GCA_016888985.1_ASM1688898v1	NA	72	70	97.30	2.70	67	Yes
GCA_016889245.1_ASM1688924v1	NA	74	74	100.00	0.00	71	Yes
GCA_016889365.1_ASM1688936v1	NA	73	73	98.65	0.00	60	Yes
GCA_016889385.1_ASM1688938v1	NA	73	71	98.65	2.70	69	Yes
GCA_016889405.1_ASM1688940v1	NA	74	74	100.00	0.00	61	Yes
GCA_016889465.1_ASM1688946v1	NA	74	73	100.00	1.35	64	Yes
GCA_016889665.1_ASM1688966v1	NA	73	70	98.65	4.05	66	Yes
GCA_016889705.1_ASM1688970v1	NA	73	66	98.65	9.46	56	Yes
GCA_016889805.1_ASM1688980v1	NA	74	74	100.00	0.00	71	Yes
GCA_016889965.1_ASM1688996v1	NA	74	73	100.00	1.35	71	Yes
GCA_016889985.1_ASM1688998v1	NA	74	70	100.00	5.41	63	Yes
GCA_016892625.1_ASM1689262v1	NA	72	72	97.30	0.00	62	Yes
GCA_016892705.1_ASM1689270v1	NA	73	73	98.65	0.00	57	Yes
GCA_016893565.2_ASM1689356v2	NA	70	63	94.59	12.16	47	Yes
GCA_016894245.1_ASM1689424v1	NA	74	74	100.00	0.00	62	Yes
GCA_016894265.1_ASM1689426v1	NA	73	72	98.65	1.35	63	Yes
GCA_016894325.1_ASM1689432v1	NA	71	71	95.95	0.00	63	Yes
GCA_016894365.1_ASM1689436v1	NA	74	72	100.00	4.05	66	Yes
GCA_016899725.1_ASM1689972v1	NA	74	71	100.00	4.05	61	Yes
GCA_016899755.1_ASM1689975v1	NA	73	70	98.65	4.05	66	Yes
GCA_016899935.1_ASM1689993v1	NA	72	70	97.30	2.70	67	Yes
GCA_016900155.1_ASM1690015v1	NA	74	71	100.00	5.41	67	Yes
GCA_016900195.1_ASM1690019v1	NA	73	72	98.65	1.35	67	Yes
GCA_016900375.1_ASM1690037v1	NA	73	72	98.65	1.35	67	Yes
GCA_016900775.1_ASM1690077v1	NA	73	72	98.65	1.35	69	Yes
GCA_016900875.1_ASM1690087v1	NA	72	72	97.30	0.00	69	Yes
GCA_016901015.1_ASM1690101v1	NA	72	72	97.30	0.00	71	Yes
GCA_016901135.1_ASM1690113v1	NA	73	71	98.65	5.41	58	Yes
GCA_016901695.1_ASM1690169v1	NA	69	66	93.24	5.41	62	Yes
GCA_016901835.1_ASM1690183v1	NA	72	72	97.30	0.00	67	Yes
GCA_016901915.1_ASM1690191v1	NA	71	68	95.95	4.05	64	Yes
GCA_016902385.1_ASM1690238v1	NA	69	66	93.24	6.76	65	Yes
GCA_016903055.1_ASM1690305v1	NA	74	72	100.00	2.70	68	Yes
GCA_016904155.1_ASM1690415v1	NA	74	68	100.00	9.46	64	Yes
GCA_016904675.1_ASM1690467v1	NA	74	74	100.00	0.00	68	Yes
GCA_016905005.1_ASM1690500v1	NA	73	73	98.65	0.00	70	Yes
GCA_016906065.1_ASM1690606v1	NA	73	72	98.65	1.35	70	Yes
GCA_016906265.1_ASM1690626v1	NA	73	72	98.65	1.35	64	Yes
GCA_016906305.1_ASM1690630v1	NA	74	73	100.00	1.35	71	Yes
GCA_016907085.1_ASM1690708v1	NA	74	72	100.00	2.70	59	Yes
GCA_016907235.1_ASM1690723v1	NA	72	71	97.30	1.35	62	Yes
GCA_016907255.1_ASM1690725v1	NA	72	71	97.30	1.35	64	Yes
GCA_016907275.1_ASM1690727v1	NA	73	70	98.65	4.05	62	Yes
GCA_016907295.1_ASM1690729v1	NA	74	74	100.00	0.00	64	Yes
GCA_016907315.1_ASM1690731v1	NA	74	74	100.00	0.00	65	Yes
GCA_016907355.1_ASM1690735v1	NA	74	74	100.00	0.00	66	Yes
GCA_016907365.1_ASM1690736v1	NA	73	72	98.65	1.35	62	Yes
GCA_016907385.1_ASM1690738v1	NA	72	71	97.30	1.35	59	Yes
GCA_016907475.1_ASM1690747v1	NA	73	73	98.65	0.00	62	Yes
GCA_016907495.1_ASM1690749v1	NA	72	72	97.30	0.00	62	Yes
GCA_016907515.1_ASM1690751v1	NA	74	71	100.00	4.05	63	Yes
GCA_016907555.1_ASM1690755v1	NA	74	73	100.00	1.35	63	Yes
GCA_016907655.1_ASM1690765v1	NA	74	69	100.00	6.76	62	Yes
GCA_016907675.1_ASM1690767v1	NA	74	73	100.00	1.35	61	Yes
GCA_016907695.1_ASM1690769v1	NA	74	71	100.00	4.05	64	Yes
GCA_016907735.1_ASM1690773v1	NA	73	73	98.65	0.00	63	Yes
GCA_016907775.1_ASM1690777v1	NA	74	73	100.00	1.35	64	Yes
GCA_016907835.1_ASM1690783v1	NA	74	72	100.00	2.70	60	Yes
GCA_016907845.1_ASM1690784v1	NA	74	74	100.00	0.00	64	Yes
GCA_016907895.1_ASM1690789v1	NA	74	71	100.00	4.05	70	Yes
GCA_016907955.1_ASM1690795v1	NA	73	63	98.65	16.22	57	Yes
GCA_016908115.1_ASM1690811v1	NA	69	68	93.24	1.35	65	Yes
GCA_016908395.1_ASM1690839v1	NA	74	72	100.00	2.70	67	Yes
GCA_016908525.1_ASM1690852v1	NA	72	72	97.30	0.00	70	Yes
GCA_016908565.1_ASM1690856v1	NA	73	72	98.65	1.35	70	Yes
GCA_016908715.1_ASM1690871v1	NA	72	69	97.30	4.05	65	Yes
GCA_016908935.1_ASM1690893v1	NA	73	72	98.65	1.35	69	Yes
GCA_016908975.1_ASM1690897v1	NA	73	70	98.65	4.05	69	Yes
GCA_016909015.1_ASM1690901v1	NA	73	72	98.65	1.35	70	Yes
GCA_016909075.1_ASM1690907v1	NA	74	71	100.00	4.05	69	Yes
GCA_016909115.1_ASM1690911v1	NA	74	73	100.00	1.35	71	Yes
GCA_016909185.1_ASM1690918v1	NA	72	72	97.30	0.00	68	Yes
GCA_016909575.1_ASM1690957v1	NA	73	70	98.65	4.05	61	Yes
GCA_016918015.1_ASM1691801v1	NA	72	69	97.30	4.05	64	Yes
GCA_016918035.1_ASM1691803v1	NA	74	69	100.00	6.76	57	Yes
GCA_016918075.2_ASM1691807v2	NA	74	71	100.00	5.41	69	Yes
GCA_016918095.1_ASM1691809v1	NA	71	65	95.95	8.11	52	Yes
GCA_016918855.1_ASM1691885v1	NA	73	68	98.65	9.46	61	Yes
GCA_016919245.1_ASM1691924v1	NA	73	68	98.65	6.76	61	Yes
GCA_016919325.1_ASM1691932v1	NA	74	72	100.00	2.70	65	Yes
GCA_016919385.1_ASM1691938v1	NA	74	72	100.00	2.70	66	Yes
GCA_016919405.1_ASM1691940v1	NA	73	71	98.65	2.70	60	Yes
GCA_016919445.1_ASM1691944v1	NA	72	71	97.30	1.35	70	Yes
GCA_016919665.1_ASM1691966v1	NA	73	73	98.65	0.00	71	Yes
GCA_016919705.1_ASM1691970v1	NA	74	73	100.00	1.35	65	Yes
GCA_016921115.1_ASM1692111v1	NA	74	72	100.00	2.70	63	Yes
GCA_016921195.1_ASM1692119v1	NA	74	72	100.00	2.70	59	Yes
GCA_016924665.1_ASM1692466v1	NA	73	73	98.65	0.00	59	Yes
GCA_016924735.1_ASM1692473v1	NA	73	73	98.65	0.00	63	Yes
GCA_016924835.1_ASM1692483v1	NA	73	73	98.65	0.00	65	Yes
GCA_016925575.1_ASM1692557v1	NA	72	71	97.30	1.35	67	Yes
GCA_016925595.1_ASM1692559v1	NA	71	69	95.95	2.70	55	Yes
GCA_016925635.1_ASM1692563v1	NA	74	71	100.00	4.05	69	Yes
GCA_016925695.1_ASM1692569v1	NA	71	68	95.95	4.05	64	Yes
GCA_016937575.1_ASM1693757v1	NA	73	71	98.65	2.70	62	Yes
GCA_016938655.1_ASM1693865v1	NA	56	52	75.68	6.76	48	Yes
GCA_016938875.1_ASM1693887v1	NA	67	63	90.54	5.41	52	Yes
GCA_016939635.1_ASM1693963v1	NA	73	73	98.65	0.00	71	Yes
GCA_016944555.1_ASM1694455v1	NA	72	72	97.30	0.00	70	Yes
GCA_016949055.1_ASM1694905v1	NA	72	70	97.30	2.70	68	Yes
GCA_016952995.1_ASM1695299v1	NA	74	74	100.00	0.00	72	Yes
GCA_017052355.1_ASM1705235v1	NA	74	74	100.00	0.00	64	Yes
GCA_017052465.1_ASM1705246v1	NA	73	70	98.65	5.41	59	Yes
GCA_017052515.1_ASM1705251v1	NA	73	71	98.65	2.70	69	Yes
GCA_017052585.1_ASM1705258v1	NA	73	70	98.65	4.05	68	Yes
GCA_017052655.1_ASM1705265v1	NA	68	68	91.89	0.00	61	Yes
GCA_017068375.1_ASM1706837v1	NA	71	65	95.95	9.46	59	Yes
GCA_017068395.1_ASM1706839v1	NA	71	67	95.95	8.11	61	Yes
GCA_017084465.1_ASM1708446v1	NA	71	63	95.95	16.22	54	Yes
GCA_017086365.1_ASM1708636v1	NA	74	71	100.00	4.05	68	Yes
GCA_017086385.1_ASM1708638v1	NA	70	69	94.59	1.35	67	Yes
GCA_017086405.1_ASM1708640v1	NA	72	71	97.30	1.35	61	Yes
GCA_017086445.1_ASM1708644v1	NA	74	74	100.00	0.00	64	Yes
GCA_017086465.1_ASM1708646v1	NA	74	74	100.00	0.00	62	Yes
GCA_017086565.1_ASM1708656v1	NA	73	70	98.65	4.05	68	Yes
GCA_017101655.1_ASM1710165v1	NA	73	67	98.65	12.16	64	Yes
GCA_017104565.1_ASM1710456v1	NA	74	70	100.00	5.41	64	Yes
GCA_017104715.1_ASM1710471v1	NA	73	72	98.65	1.35	65	Yes
GCA_017104965.1_ASM1710496v1	NA	74	73	100.00	1.35	65	Yes
GCA_017114825.1_ASM1711482v1	NA	71	70	95.95	1.35	67	Yes
GCA_017114865.1_ASM1711486v1	NA	74	72	100.00	2.70	65	Yes
GCA_017114915.1_ASM1711491v1	NA	69	69	93.24	0.00	66	Yes
GCA_017114995.1_ASM1711499v1	NA	72	68	97.30	5.41	64	Yes
GCA_017115045.1_ASM1711504v1	NA	73	68	98.65	8.11	63	Yes
GCA_017161075.1_ASM1716107v1	NA	71	70	95.95	1.35	68	Yes
GCA_017161115.1_ASM1716111v1	NA	74	72	100.00	2.70	65	Yes
GCA_017161565.1_ASM1716156v1	NA	74	74	100.00	0.00	72	Yes
GCA_017163755.1_ASM1716375v1	NA	74	74	100.00	0.00	71	Yes
GCA_017163935.1_ASM1716393v1	NA	73	73	98.65	0.00	64	Yes
GCA_017167025.1_ASM1716702v1	NA	73	70	98.65	4.05	69	Yes
GCA_017167985.1_ASM1716798v1	NA	73	71	98.65	2.70	70	Yes
GCA_017168235.1_ASM1716823v1	NA	71	67	95.95	12.16	58	Yes
GCA_017168255.1_ASM1716825v1	NA	74	73	100.00	1.35	65	Yes
GCA_017168295.1_ASM1716829v1	NA	74	73	100.00	2.70	63	Yes
GCA_017168335.1_ASM1716833v1	NA	72	67	97.30	9.46	59	Yes
GCA_017169535.1_ASM1716953v1	NA	72	72	97.30	0.00	67	Yes
GCA_017189435.1_ASM1718943v1	NA	73	72	98.65	1.35	64	Yes
GCA_017220215.1_ASM1722021v1	NA	73	72	98.65	1.35	66	Yes
GCA_017301335.1_ASM1730133v1	NA	73	72	98.65	1.35	68	Yes
GCA_017301635.1_ASM1730163v1	NA	73	68	98.65	6.76	57	Yes
GCA_017301735.1_ASM1730173v1	NA	74	68	100.00	9.46	57	Yes
GCA_017302105.1_ASM1730210v1	NA	73	73	98.65	0.00	64	Yes
GCA_017302275.1_ASM1730227v1	NA	72	71	97.30	1.35	67	Yes
GCA_017302295.1_ASM1730229v1	NA	73	71	98.65	2.70	65	Yes
GCA_017302615.1_ASM1730261v1	NA	74	74	100.00	0.00	64	Yes
GCA_017302635.1_ASM1730263v1	NA	74	74	100.00	0.00	63	Yes
GCA_017302985.1_ASM1730298v1	NA	73	69	98.65	5.41	59	Yes
GCA_017303135.1_ASM1730313v1	NA	73	72	98.65	1.35	64	Yes
GCA_017303155.1_ASM1730315v1	NA	74	74	100.00	0.00	69	Yes
GCA_017303275.1_ASM1730327v1	NA	72	70	97.30	2.70	69	Yes
GCA_017303295.1_ASM1730329v1	NA	74	68	100.00	8.11	57	Yes
GCA_017303355.1_ASM1730335v1	NA	73	73	98.65	0.00	65	Yes
GCA_017303375.1_ASM1730337v1	NA	74	71	100.00	5.41	70	Yes
GCA_017304225.1_ASM1730422v1	NA	74	73	100.00	1.35	56	Yes
GCA_017304615.1_ASM1730461v1	NA	74	74	100.00	0.00	65	Yes
GCA_017304635.1_ASM1730463v1	NA	72	72	97.30	0.00	64	Yes
GCA_017304655.1_ASM1730465v1	NA	73	72	98.65	1.35	62	Yes
GCA_017304835.1_ASM1730483v1	NA	71	71	95.95	0.00	62	Yes
GCA_017305135.1_ASM1730513v1	NA	74	73	100.00	1.35	68	Yes
GCA_017305365.1_ASM1730536v1	NA	74	74	100.00	0.00	70	Yes
GCA_017305435.1_ASM1730543v1	NA	74	73	100.00	2.70	64	Yes
GCA_017305715.1_ASM1730571v1	NA	73	73	98.65	0.00	59	Yes
GCA_017305915.1_ASM1730591v1	NA	74	73	100.00	1.35	63	Yes
GCA_017305995.1_ASM1730599v1	NA	74	69	100.00	6.76	58	Yes
GCA_017306015.1_ASM1730601v1	NA	74	73	100.00	1.35	61	Yes
GCA_017306115.1_ASM1730611v1	NA	71	68	95.95	4.05	64	Yes
GCA_017306155.1_ASM1730615v1	NA	72	69	97.30	4.05	64	Yes
GCA_017306245.1_ASM1730624v1	NA	73	72	98.65	1.35	62	Yes
GCA_017306415.1_ASM1730641v1	NA	74	74	100.00	0.00	63	Yes
GCA_017306435.1_ASM1730643v1	NA	74	73	100.00	2.70	63	Yes
GCA_017306455.1_ASM1730645v1	NA	73	72	98.65	1.35	62	Yes
GCA_017306545.1_ASM1730654v1	NA	73	71	98.65	4.05	58	Yes
GCA_017306975.2_ASM1730697v2	NA	74	72	100.00	2.70	66	Yes
GCA_017307275.1_ASM1730727v1	NA	70	67	94.59	4.05	55	Yes
GCA_017307435.1_ASM1730743v1	NA	72	71	97.30	1.35	68	Yes
GCA_017307475.1_ASM1730747v1	NA	74	74	100.00	0.00	66	Yes
GCA_017307495.1_ASM1730749v1	NA	73	72	98.65	2.70	63	Yes
GCA_017307535.1_ASM1730753v1	NA	73	69	98.65	5.41	59	Yes
GCA_017307935.1_ASM1730793v1	NA	74	74	100.00	0.00	62	Yes
GCA_017308015.1_ASM1730801v1	NA	74	70	100.00	5.41	59	Yes
GCA_017308075.1_ASM1730807v1	NA	74	72	100.00	2.70	60	Yes
GCA_017308235.1_ASM1730823v1	NA	74	72	100.00	2.70	62	Yes
GCA_017308255.1_ASM1730825v1	NA	74	74	100.00	0.00	64	Yes
GCA_017308475.1_ASM1730847v1	NA	74	74	100.00	0.00	65	Yes
GCA_017308515.1_ASM1730851v1	NA	74	73	100.00	2.70	62	Yes
GCA_017308575.1_ASM1730857v1	NA	73	73	98.65	0.00	61	Yes
GCA_017308595.1_ASM1730859v1	NA	73	71	98.65	2.70	57	Yes
GCA_017308625.1_ASM1730862v1	NA	74	73	100.00	1.35	62	Yes
GCA_017308975.1_ASM1730897v1	NA	73	67	98.65	9.46	59	Yes
GCA_017308985.1_ASM1730898v1	NA	73	72	98.65	1.35	69	Yes
GCA_017309015.1_ASM1730901v1	NA	73	71	98.65	2.70	65	Yes
GCA_017309135.1_ASM1730913v1	NA	74	70	100.00	5.41	60	Yes
GCA_017309175.1_ASM1730917v1	NA	74	67	100.00	9.46	57	Yes
GCA_017309185.1_ASM1730918v1	NA	74	71	100.00	5.41	57	Yes
GCA_017309365.1_ASM1730936v1	NA	74	73	100.00	1.35	70	Yes
GCA_017309385.1_ASM1730938v1	NA	71	65	95.95	9.46	57	Yes
GCA_017309955.1_ASM1730995v1	NA	74	71	100.00	4.05	65	Yes
GCA_017309975.1_ASM1730997v1	NA	74	73	100.00	1.35	65	Yes
GCA_017309995.1_ASM1730999v1	NA	74	70	100.00	5.41	62	Yes
GCA_017310015.1_ASM1731001v1	NA	74	73	100.00	2.70	70	Yes
GCA_017310035.1_ASM1731003v1	NA	74	73	100.00	1.35	63	Yes
GCA_017311415.1_ASM1731141v1	NA	74	71	100.00	4.05	63	Yes
GCA_017312765.1_ASM1731276v1	NA	74	71	100.00	4.05	65	Yes
GCA_017313085.1_ASM1731308v1	NA	73	73	98.65	0.00	60	Yes
GCA_017313765.1_ASM1731376v1	NA	73	72	98.65	1.35	62	Yes
GCA_017315705.1_ASM1731570v1	NA	73	70	98.65	4.05	66	Yes
GCA_017315725.1_ASM1731572v1	NA	74	72	100.00	2.70	66	Yes
GCA_017315945.1_ASM1731594v1	NA	74	72	100.00	2.70	70	Yes
GCA_017316025.1_ASM1731602v1	NA	74	71	100.00	4.05	67	Yes
GCA_017316165.1_ASM1731616v1	NA	74	73	100.00	1.35	70	Yes
GCA_017316205.1_ASM1731620v1	NA	74	72	100.00	2.70	70	Yes
GCA_017329545.1_ASM1732954v1	NA	73	72	98.65	1.35	70	Yes
GCA_017329565.1_ASM1732956v1	NA	74	74	100.00	0.00	70	Yes
GCA_017346855.1_ASM1734685v1	NA	70	67	94.59	5.41	63	Yes
GCA_017346875.1_ASM1734687v1	NA	72	69	97.30	6.76	65	Yes
GCA_017347085.1_ASM1734708v1	NA	73	73	98.65	0.00	60	Yes
GCA_017347485.1_ASM1734748v1	NA	71	70	95.95	1.35	67	Yes
GCA_017347565.1_ASM1734756v1	NA	74	74	100.00	0.00	63	Yes
