DATASET_HEATMAP
SEPARATOR TAB
COLOR	#000000
DATASET_LABEL	NACHT
FIELD_LABELS	WD40	Ank_2	Ank	HET	Ank_4	NACHT_N	PNP_UDP_1	TIR_2	TPR_10	Helo_like_N
GCA_003049485|CDS_6153|192|336	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_4623|167|295	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_2358|209|363	0	0	0	0	0	0	0	0	0	0
GCA_004335205|CDS_5373|2|163	0	0	0	0	0	0	0	0	0	0
GCA_003988815|CDS_2304|954|1095	0	1	0	0	0	0	0	0	0	0
GCA_003016335|CDS_2995|138|301	0	1	0	0	0	0	0	0	0	0
GCA_003016335|CDS_16682|213|376	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_17025|213|376	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_11205|226|404	0	1	0	0	1	0	0	0	0	0
GCA_000225545|CDS_1158|425|580	0	1	1	0	0	0	0	0	0	0
GCA_001599595|CDS_11233|401|561	0	1	0	0	0	0	1	0	0	0
GCA_002105025|CDS_2830|76|230	0	0	0	0	1	0	0	0	0	0
GCA_002307695|CDS_5661|254|405	0	0	0	0	0	0	0	0	0	0
GCA_000827215|CDS_18809|235|403	0	0	0	0	0	0	0	0	0	0
GCA_000827215|CDS_14750|53|215	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_1514|306|450	0	1	0	1	0	0	0	0	0	0
GCA_002368545|CDS_7992|250|414	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_3371|286|454	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_6219|170|312	0	1	0	0	1	0	0	0	0	0
GCA_000225545|CDS_4728|26|109	0	1	1	0	0	0	0	0	0	0
GCA_002938385|CDS_10837|104|272	0	1	1	0	0	0	0	0	0	0
GCA_002989075|CDS_7235|43|186	0	1	1	0	0	0	0	0	0	0
GCA_001599595|CDS_2864|278|430	0	1	0	0	0	0	0	0	0	0
GCA_003988815|CDS_8285|282|431	0	0	0	0	0	0	0	0	0	0
GCA_002307695|CDS_17060|308|457	0	1	0	0	1	0	0	0	0	0
GCA_002307695|CDS_17074|130|288	0	0	0	0	0	0	0	0	0	0
GCA_002307695|CDS_17055|323|475	0	1	0	0	0	0	0	0	0	0
GCA_002307695|CDS_15794|234|405	0	0	0	0	0	0	0	0	0	0
GCA_002307695|CDS_17021|24|195	0	1	0	0	1	0	0	0	0	0
GCA_003313425|CDS_9951|3|88	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_1851|266|442	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_7778|185|345	0	1	0	0	1	0	0	0	0	0
GCA_003012165|CDS_835|318|461	0	1	0	0	0	0	0	0	0	0
GCA_002927785|CDS_1291|272|446	0	1	1	0	0	0	0	0	0	0
GCA_003790465|CDS_8982|50|205	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_845|240|393	0	1	0	0	0	0	0	0	0	0
GCA_002865625|CDS_13666|239|383	0	1	0	0	0	0	0	0	0	0
GCA_001662655|CDS_916|239|394	0	1	0	0	0	0	0	0	0	0
GCA_001563115|CDS_11804|275|452	0	1	0	0	1	0	0	0	0	0
GCA_001599595|CDS_8458|414|561	0	1	1	0	1	0	0	0	0	0
GCA_001599595|CDS_5585|417|580	0	1	1	0	1	0	0	0	0	0
GCA_001692735|CDS_6458|371|490	0	0	0	0	0	0	0	0	0	0
GCA_001270325|CDS_3376|241|410	0	1	0	0	0	0	0	0	0	0
GCA_000827315|CDS_5450|50|215	0	1	1	0	1	0	0	0	0	0
GCA_001636725|CDS_1163|239|391	0	1	0	0	0	0	0	0	0	0
GCA_003790465|CDS_3527|223|384	0	0	0	0	0	0	0	0	0	1
GCA_003790465|CDS_11394|50|163	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_6780|198|354	0	1	1	0	1	0	0	0	0	0
GCA_003574815|CDS_5155|198|365	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_9255|206|359	0	1	0	0	0	0	0	0	0	0
GCA_001604925|CDS_711|326|483	0	1	1	0	1	0	0	0	0	0
GCA_000467715|CDS_7955|353|516	0	1	0	0	1	0	0	0	0	0
GCA_000464535|CDS_1278|339|481	0	1	1	0	0	0	0	0	0	0
GCA_001599595|CDS_283|323|475	0	1	0	0	0	0	0	0	0	0
GCA_001599595|CDS_4976|326|478	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_9407|340|492	0	1	1	0	0	0	0	0	0	0
GCA_900465125|CDS_2614|342|494	0	1	0	0	1	0	0	0	0	0
GCA_001642045|CDS_7295|337|482	0	1	0	0	1	0	0	0	0	0
GCA_003016335|CDS_14874|331|483	0	1	0	0	0	0	0	0	0	0
GCA_001692735|CDS_13044|209|389	0	1	0	0	0	0	0	0	0	0
GCA_003790465|CDS_10088|323|466	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_10295|362|518	0	1	0	0	1	0	1	0	0	0
GCA_003574815|CDS_7659|219|380	0	0	0	0	0	0	0	0	0	0
GCA_003019875|CDS_3153|218|377	0	0	0	0	0	0	0	0	0	0
GCA_003574815|CDS_7816|219|356	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_951|336|487	0	0	0	0	0	0	0	0	0	0
GCA_003790465|CDS_639|81|246	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_6251|350|511	0	0	1	0	0	0	1	0	0	0
GCA_002307695|CDS_15801|80|236	0	0	0	0	0	0	0	0	0	0
GCA_002307695|CDS_6092|44|208	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_5001|232|385	0	1	0	0	0	0	0	0	0	0
GCA_001662655|CDS_4592|407|582	0	0	0	0	0	0	0	0	0	0
GCA_002307695|CDS_19475|51|190	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_2404|192|334	0	1	0	0	0	0	0	0	0	0
GCA_003988795|CDS_2334|201|361	0	0	0	0	0	0	0	0	0	0
GCA_000225545|CDS_10220|610|754	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_9065|201|350	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_3851|200|370	0	1	0	0	1	0	0	0	0	0
GCA_002240705|CDS_1923|376|515	0	1	0	0	1	0	0	0	0	0
GCA_001566295|CDS_12449|21|178	0	0	0	0	0	0	0	0	0	0
GCA_002162545|CDS_3731|244|412	0	1	1	0	0	0	0	0	0	0
GCA_000836435|CDS_3017|207|363	0	1	0	0	0	0	0	0	0	0
GCA_000225545|CDS_5009|406|570	0	1	1	0	0	0	1	0	0	0
GCA_001557505|CDS_12049|257|419	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_13037|204|351	0	1	0	0	0	0	0	0	0	0
GCA_003988815|CDS_4345|207|379	0	1	0	0	0	0	0	0	0	0
GCA_900073065|CDS_203|99|267	0	1	0	0	0	0	0	0	0	0
GCA_001481775|CDS_1138|227|393	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_4204|242|413	0	1	0	0	1	0	0	0	0	0
GCA_001600455|CDS_4435|414|583	0	1	0	0	0	0	0	0	0	0
GCA_001563115|CDS_1370|220|378	0	1	0	0	0	0	0	0	0	0
GCA_000225545|CDS_5564|394|550	0	1	1	0	0	0	1	0	0	0
GCA_001692915|CDS_10869|68|227	0	1	0	0	0	0	0	0	0	0
GCA_003049485|CDS_4614|336|492	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_9361|454|618	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_8710|199|362	0	1	0	0	1	0	0	0	0	0
GCA_900290415|CDS_4293|417|589	0	1	1	0	1	0	1	0	0	0
GCA_002240705|CDS_8606|9|155	0	1	1	0	0	0	0	0	0	0
GCA_000226115|CDS_8539|163|335	0	1	0	0	0	0	0	0	0	0
GCA_000354255|CDS_10828|249|413	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_11553|409|542	0	1	1	0	0	0	1	0	0	0
GCA_002865625|CDS_12054|171|341	0	1	0	0	0	0	0	0	0	0
GCA_001270325|CDS_8239|196|319	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_5232|261|427	0	1	0	0	0	0	0	0	0	0
GCA_000827215|CDS_25923|58|217	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_5455|240|409	0	1	0	0	0	0	0	0	0	0
GCA_002240705|CDS_326|208|374	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_9784|218|380	0	1	0	0	0	0	0	0	0	0
GCA_000812075|CDS_7716|211|378	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_8165|209|363	0	1	0	0	1	0	0	0	0	0
GCA_000836435|CDS_5582|221|384	0	1	1	0	0	0	0	0	0	0
GCA_002081935|CDS_9777|222|373	0	1	1	0	0	0	0	0	0	0
GCA_000464535|CDS_1545|225|389	0	1	1	0	0	0	0	0	0	0
GCA_003184365|CDS_10859|242|410	0	1	0	0	0	0	0	0	0	0
GCA_000464535|CDS_8769|242|403	0	1	1	0	1	0	0	0	0	0
GCA_001636725|CDS_2228|203|360	0	1	0	0	0	0	0	0	0	0
GCA_001447215|CDS_11761|413|575	0	0	0	0	0	0	1	0	0	0
GCA_000218685|CDS_5516|104|245	0	0	0	0	0	0	0	0	0	0
GCA_000218685|CDS_5444|107|237	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_9340|260|429	0	1	1	0	0	0	0	0	0	0
GCA_002162545|CDS_7016|244|410	0	1	0	0	0	0	0	0	0	0
GCA_002162485|CDS_7862|243|401	0	1	1	0	0	0	0	0	0	0
GCA_003073855|CDS_12587|223|396	0	0	0	0	0	0	0	0	0	0
GCA_002989075|CDS_6685|26|186	0	1	0	0	0	0	0	0	0	0
GCA_002307695|CDS_23997|303|449	0	1	0	0	0	0	0	0	0	0
GCA_002994785|CDS_6413|330|499	0	0	0	0	0	0	0	0	0	0
GCA_000264995|CDS_5197|327|499	0	1	0	0	0	0	0	0	0	0
GCA_000264995|CDS_5199|344|515	0	1	0	0	0	0	0	0	0	0
GCA_000467715|CDS_3955|211|368	0	1	0	0	0	0	0	0	0	0
GCA_003313425|CDS_11453|684|845	0	1	1	1	0	0	0	0	0	0
GCA_002240705|CDS_3651|183|341	0	1	0	0	1	0	0	0	0	0
GCA_001557505|CDS_2820|304|446	0	1	1	0	1	0	0	0	0	0
GCA_000218685|CDS_3255|112|281	0	1	1	0	0	0	0	0	0	0
GCA_003016335|CDS_11527|231|398	0	0	1	0	0	0	0	0	0	0
GCA_003788565|CDS_16714|222|370	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_12147|216|345	0	1	0	0	0	0	0	0	0	0
GCA_003184365|CDS_11002|224|403	0	1	0	0	0	0	0	0	0	0
GCA_003385255|CDS_2900|284|424	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_13226|294|430	0	0	0	0	1	0	0	0	0	0
GCA_000516985|CDS_7847|250|392	0	1	0	0	0	0	0	0	0	0
GCA_000349385|CDS_935|112|245	0	1	0	0	0	0	0	0	0	0
GCA_000516985|CDS_12493|288|472	0	0	1	0	0	0	0	0	0	0
GCA_003671545|CDS_2861|168|313	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_4692|291|430	0	1	1	0	1	0	0	0	0	0
GCA_002081935|CDS_8685|284|407	1	1	0	0	1	0	0	0	0	0
GCA_000225545|CDS_10372|289|432	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_29|394|508	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_11508|234|408	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_1902|232|391	0	1	0	0	0	0	0	0	0	0
GCA_002105025|CDS_5559|295|421	0	0	0	0	0	0	0	0	0	0
GCA_000392275|CDS_2870|77|221	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_9017|233|358	0	1	1	0	0	0	0	0	0	1
GCA_003184365|CDS_5302|227|386	0	1	1	0	0	0	0	0	0	1
GCA_002081935|CDS_2852|246|404	0	1	1	0	0	0	0	0	0	1
GCA_003988795|CDS_2481|231|386	0	1	1	0	1	0	0	0	0	1
GCA_003073855|CDS_1120|312|429	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_13149|274|400	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_8318|424|566	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_8890|63|183	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_6670|307|481	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_3530|274|430	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_5207|280|413	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_2055|278|405	0	1	0	0	1	0	0	0	0	0
GCA_003012165|CDS_886|248|379	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_8666|274|413	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_11263|280|407	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_194|271|403	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_16087|798|981	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_742|277|429	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12922|276|394	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_7505|337|466	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_10886|288|414	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_6725|828|956	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_10207|304|430	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_4641|306|475	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_16483|283|412	0	1	0	0	1	0	0	0	0	0
GCA_001599595|CDS_3034|270|397	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_11396|320|477	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_6636|238|368	0	0	0	0	0	0	0	0	0	0
GCA_001956345|CDS_3298|67|214	0	0	0	0	0	0	0	0	0	0
GCA_002938385|CDS_2016|84|223	0	1	1	0	1	0	0	0	0	0
GCA_002938385|CDS_2016|1388|1523	0	1	1	0	1	0	0	0	0	0
GCA_003788565|CDS_4305|548|688	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_4315|225|402	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_4911|111|228	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_7415|430|601	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_7349|310|457	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_9180|302|443	0	0	0	0	0	0	0	0	0	0
GCA_001662655|CDS_5492|54|171	0	1	0	0	0	0	0	0	0	0
GCA_000827475|CDS_9257|275|456	0	1	1	0	1	0	0	0	0	0
GCA_000732205|CDS_2483|63|210	0	0	0	0	0	0	0	0	0	0
GCA_001956345|CDS_4594|195|326	0	0	0	0	0	0	0	0	1	0
GCA_000604185|CDS_2600|314|475	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_3520|273|403	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_6913|277|403	0	1	1	0	1	0	0	0	0	0
GCA_001557505|CDS_10646|215|331	0	1	1	0	0	0	0	0	0	0
GCA_001720245|CDS_4401|368|509	0	0	0	0	0	0	0	0	0	0
GCA_000182895|CDS_4175|186|283	0	0	0	0	0	0	0	0	0	0
GCA_025786725|CDS_1657|151|274	0	0	0	0	0	0	0	0	0	0
GCA_000151315|CDS_5581|237|374	0	0	0	0	0	0	0	0	0	0
GCA_002104935|CDS_8218|64|189	0	0	0	0	0	0	0	0	0	0
GCA_001600175|CDS_3116|195|352	0	0	0	0	0	0	0	0	0	0
GCA_003144205|CDS_6992|197|362	0	0	0	0	0	0	0	0	0	0
GCA_003144295|CDS_395|79|174	0	0	0	0	0	0	0	0	0	0
GCA_003705295|CDS_1722|74|226	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_8177|271|412	0	0	0	0	0	0	0	0	1	0
GCA_002105025|CDS_5256|289|412	0	1	0	0	0	0	0	0	0	0
GCA_003790465|CDS_2506|280|440	0	0	0	0	0	0	0	0	0	0
GCA_003313825|CDS_289|277|436	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_8418|222|398	0	1	1	0	0	0	0	0	0	1
GCA_000143565|CDS_6740|246|418	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_7099|269|401	0	1	0	0	0	0	0	0	0	0
GCA_001481775|CDS_4839|288|411	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_10031|226|384	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_3065|289|416	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_8598|281|400	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_6718|147|273	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_19696|319|448	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_11036|284|448	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_565|228|356	0	1	0	0	0	0	0	0	0	1
GCA_000963775|CDS_13219|262|403	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_12723|400|545	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_5345|259|403	0	0	0	0	0	0	0	0	0	0
GCA_002989075|CDS_7210|298|466	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_10133|121|296	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_13882|353|533	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_10460|337|485	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_7101|424|587	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_8767|340|497	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_8230|354|534	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_1757|326|497	0	0	0	0	0	0	0	0	0	0
GCA_003385255|CDS_5846|246|401	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_14533|313|474	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_14119|346|494	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_6051|327|445	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_60|179|351	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_8475|224|357	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_7688|275|419	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_18033|39|168	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_2704|367|523	0	1	0	0	0	0	0	0	0	0
GCA_000354255|CDS_12137|381|538	0	1	0	0	1	0	0	0	0	0
GCA_000354255|CDS_10658|383|537	0	1	1	0	1	0	0	0	0	0
GCA_001599595|CDS_8454|112|244	0	1	1	0	0	0	0	0	0	0
GCA_003313425|CDS_10954|43|176	0	1	0	0	0	0	0	0	0	0
GCA_003313425|CDS_12326|43|174	0	1	0	0	0	0	0	0	0	0
GCA_003313425|CDS_13005|43|175	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_12150|104|259	0	1	0	0	0	0	0	0	0	0
GCA_003868215|CDS_3197|411|549	0	1	0	0	0	0	0	0	0	0
GCA_001692735|CDS_10307|398|551	0	1	1	0	0	0	0	0	0	0
GCA_003073855|CDS_15081|377|510	0	1	0	0	0	0	0	0	0	0
GCA_001481775|CDS_3645|77|195	0	1	1	0	0	0	0	0	0	0
GCA_002927785|CDS_7170|313|469	0	1	0	0	0	0	0	0	0	0
GCA_001481775|CDS_8234|501|646	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_2454|468|618	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_6643|469|616	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_16424|365|515	0	1	0	0	0	0	0	0	0	0
GCA_001636725|CDS_5421|377|496	0	0	1	0	1	0	0	0	0	0
GCA_000349385|CDS_4935|373|522	0	1	0	0	0	0	0	0	0	0
GCA_000516985|CDS_10856|377|497	0	1	0	0	0	0	1	0	0	0
GCA_000836435|CDS_925|377|528	0	1	0	0	0	0	1	0	0	0
GCA_000146915|CDS_10412|88|217	0	1	1	0	0	0	0	0	0	0
GCA_002572855|CDS_2570|64|256	0	1	0	0	0	0	0	0	0	0
GCA_003073855|CDS_10296|101|245	0	1	0	0	0	0	0	0	0	0
GCA_000354255|CDS_12346|107|228	0	1	0	0	0	0	0	0	0	0
GCA_003016335|CDS_17133|44|168	0	0	1	0	0	0	0	0	0	0
GCA_003313425|CDS_12353|65|185	0	1	1	0	0	0	0	0	0	0
GCA_003016335|CDS_16440|98|241	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_2768|116|238	0	1	0	0	0	0	0	0	0	0
GCA_000182895|CDS_9650|206|357	0	0	0	0	0	0	0	0	0	0
GCA_003790465|CDS_11445|24|145	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_13016|373|501	0	1	0	0	0	0	0	0	0	0
GCA_001481775|CDS_192|413|574	1	0	0	0	0	1	0	0	0	0
GCA_002865625|CDS_15492|333|479	0	0	0	0	0	0	0	0	0	0
GCA_000385595|CDS_10274|72|218	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_9871|385|544	0	0	0	0	0	0	0	0	0	0
GCA_000225545|CDS_8372|467|603	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15864|258|407	0	0	0	0	0	0	0	0	0	0
GCA_001020605|CDS_1187|136|296	1	0	0	0	0	0	0	0	0	0
GCA_001020605|CDS_1329|1094|1255	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_11285|221|364	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_5839|147|313	0	0	0	0	0	0	0	0	0	0
GCA_000265015|CDS_20642|306|453	0	0	0	0	0	0	0	0	0	0
GCA_000827315|CDS_15590|54|215	1	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_14214|296|490	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_9501|300|484	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_6399|430|586	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_8791|50|232	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_6127|429|552	0	1	0	0	0	0	0	0	0	0
GCA_002319055|CDS_4057|115|256	0	1	1	0	0	0	0	0	0	0
GCA_001566295|CDS_7057|86|240	0	0	0	0	0	0	0	0	0	0
GCA_000225545|CDS_5930|400|555	0	0	0	0	0	0	1	0	0	0
GCA_001692915|CDS_5524|92|229	0	1	0	0	0	0	0	0	0	0
GCA_002081935|CDS_5161|146|269	0	1	0	0	0	0	0	0	0	0
GCA_000516985|CDS_6649|373|534	0	1	0	0	0	0	0	0	0	0
GCA_003184365|CDS_10581|24|220	0	0	0	0	0	0	0	0	0	0
GCA_000732205|CDS_1440|360|482	0	1	0	0	0	0	0	0	0	0
GCA_000963775|CDS_14112|240|442	0	0	0	0	0	0	0	0	0	0
GCA_000354255|CDS_7395|429|612	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_2859|339|496	0	0	0	0	0	0	0	0	0	0
GCA_003574815|CDS_3311|408|591	0	0	0	0	0	0	1	0	0	0
GCA_900073065|CDS_13963|314|442	0	0	0	0	0	0	0	0	0	0
GCA_003013795|CDS_9144|440|586	0	1	0	0	0	0	1	0	0	0
GCA_003671545|CDS_6554|350|480	1	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_9423|330|474	0	1	0	0	0	0	0	0	0	0
GCA_001557505|CDS_7544|356|477	0	1	0	0	1	0	0	0	0	0
GCA_900073065|CDS_7037|358|495	0	1	0	0	1	0	0	0	0	0
GCA_900073065|CDS_16329|475|669	0	1	1	0	0	0	0	0	0	0
GCA_001481775|CDS_7753|129|306	0	1	0	0	0	0	0	0	0	0
GCA_001563115|CDS_13803|335|469	0	1	0	0	0	0	0	0	0	0
GCA_000611775|CDS_2402|36|159	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_13899|115|231	0	1	0	0	1	0	0	0	0	0
GCA_000516985|CDS_11048|124|241	0	1	0	0	0	0	0	0	0	0
GCA_003016335|CDS_16529|378|496	0	1	0	0	0	0	1	0	0	0
GCA_000338955|CDS_5218|57|176	0	0	0	0	0	0	0	0	0	0
GCA_002916505|CDS_4035|62|244	0	0	0	0	0	0	0	0	0	0
GCA_000261425|CDS_5853|145|303	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_8089|325|453	0	1	1	1	0	0	0	0	0	0
GCA_000516985|CDS_6075|124|237	0	1	1	0	0	0	0	0	0	0
GCA_002865625|CDS_11592|40|221	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_9472|309|470	0	0	0	0	0	0	0	0	0	0
GCA_001956345|CDS_4108|300|486	0	0	0	0	0	0	0	0	0	0
GCA_004155245|CDS_98|276|471	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_1373|281|471	0	0	0	0	0	0	0	0	0	0
GCA_900465125|CDS_2811|397|585	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_9521|280|468	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_7292|386|574	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_3147|240|422	0	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_6425|315|497	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_12081|291|478	0	0	1	0	0	0	0	0	0	0
GCA_000182925|CDS_5657|261|449	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_4087|320|509	0	0	0	0	0	0	0	0	0	0
GCA_002989075|CDS_9027|268|451	0	0	0	0	0	0	0	0	0	0
GCA_003795315|CDS_2590|276|472	0	0	0	0	0	0	0	0	0	0
GCA_002319055|CDS_3237|119|288	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_10911|277|463	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_8317|293|475	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_1463|281|467	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_5547|294|473	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_11281|135|321	0	0	0	0	0	0	0	0	0	0
GCA_001270325|CDS_5603|296|484	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_8363|283|472	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_7194|253|447	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_3065|313|496	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_2237|334|495	0	1	0	0	0	0	0	0	0	0
GCA_001692735|CDS_11395|102|282	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_16493|333|516	0	1	1	0	0	0	0	0	0	0
GCA_001563115|CDS_9030|279|467	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_14337|302|490	0	0	0	0	0	0	0	0	0	0
GCA_003868215|CDS_7955|266|373	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_8491|468|653	0	0	0	0	0	0	0	0	0	0
GCA_000226115|CDS_5354|298|489	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_8431|287|484	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_7851|312|492	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_6726|107|297	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_6017|349|541	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_12600|299|485	0	0	0	0	0	0	0	0	0	0
