DATASET_HEATMAP
SEPARATOR TAB
COLOR	#000000
DATASET_LABEL	HET
FIELD_LABELS	Ank_2	NACHT	TPR_12	WD40	TPR_10	NB-ARC	Pkinase	Ank	Ank_4	ZZ
GCA_003313425|CDS_12286|32|191	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_6280|61|212	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_6579|25|170	0	0	0	0	0	0	0	0	0	0
GCA_001662655|CDS_4329|240|412	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_2406|253|419	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_52|195|349	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_11325|203|351	0	0	0	0	0	0	0	0	0	0
GCA_000392275|CDS_1979|61|224	0	0	0	0	0	0	0	0	0	0
GCA_003868215|CDS_4121|15|174	0	0	0	0	0	0	0	0	0	0
GCA_003988945|CDS_1630|215|372	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_9059|205|355	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_9969|160|316	0	0	0	0	0	0	0	0	0	0
GCA_002162545|CDS_5590|213|370	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_2459|604|761	1	0	0	0	0	0	0	0	0	0
GCA_000365145|CDS_6343|83|233	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_2073|51|206	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_4330|337|476	0	0	0	0	0	0	0	0	0	0
GCA_003988945|CDS_1306|340|494	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_6077|173|308	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_680|428|574	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_7444|2|208	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_1550|86|233	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_5532|50|198	0	0	0	0	0	0	0	0	0	0
GCA_002938385|CDS_3714|184|334	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_5838|207|359	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_274|205|356	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_10673|133|301	0	0	0	0	0	0	0	0	0	0
GCA_002105095|CDS_2197|224|411	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_7752|230|386	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_7833|196|345	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_7107|255|449	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_4417|66|215	0	0	0	0	0	0	0	0	0	0
GCA_003988815|CDS_3072|189|343	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_12549|44|136	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_3906|14|156	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_6277|3|112	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_494|204|327	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_1361|14|134	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_7014|2|107	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_135|14|139	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_6647|1|104	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_3463|11|137	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_15512|3|53	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_5079|193|287	0	0	0	0	0	0	0	0	0	0
GCA_003671545|CDS_11473|11|134	0	0	0	0	0	0	0	0	0	0
GCA_003988945|CDS_8528|201|262	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_4403|251|411	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_9113|250|410	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_6715|253|413	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_10764|3|123	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_10210|13|144	0	0	0	0	0	0	0	0	0	0
GCA_001447215|CDS_10498|10|143	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_10060|195|279	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_9114|210|370	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_11326|244|404	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_7206|50|164	0	0	0	0	0	0	0	0	0	0
GCA_001447215|CDS_7114|142|293	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_12698|181|338	0	0	0	0	0	0	0	0	0	0
GCA_000442125|CDS_2811|42|190	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_7000|401|549	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_13939|58|205	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_4517|225|380	0	0	0	0	0	0	0	0	0	0
GCA_001956345|CDS_5904|181|336	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_10122|212|358	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_11927|255|402	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_514|45|163	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_8354|42|191	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_10616|222|396	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_7752|208|368	0	0	0	0	0	0	0	0	0	0
GCA_003019895|CDS_7503|96|203	0	0	0	0	0	0	0	0	0	0
GCA_003795315|CDS_7751|27|192	0	0	0	0	0	0	0	0	0	0
GCA_003313735|CDS_5697|215|372	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_4035|220|369	0	0	0	0	0	0	0	0	0	0
GCA_000365145|CDS_6303|193|348	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_14391|230|410	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_12860|119|274	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_5697|10|103	0	0	0	0	0	0	0	0	0	0
GCA_000182925|CDS_4294|15|144	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_8151|264|359	0	0	0	0	0	0	0	0	0	0
GCA_003019875|CDS_7255|1|64	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_7468|14|80	0	0	0	0	0	0	0	0	0	0
GCA_000738655|CDS_2382|4|122	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_901|358|486	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_7308|280|364	0	0	0	0	0	0	0	0	0	0
GCA_000385595|CDS_5711|3|100	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_344|7|173	0	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_807|67|165	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_11993|120|248	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_8871|199|320	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_6715|3|99	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_4704|2|87	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_5138|5|104	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_2231|245|337	0	0	0	0	0	0	0	0	0	0
GCA_000738655|CDS_8287|17|120	0	0	0	0	0	0	0	0	0	0
GCA_000738655|CDS_10095|2|105	0	0	0	0	0	0	0	0	0	0
GCA_002105095|CDS_4156|215|319	0	0	0	0	0	0	0	0	0	0
GCA_002162485|CDS_2409|19|134	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_6039|4|65	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_11014|232|399	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_4259|195|350	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_6061|213|358	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_236|95|243	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_10438|29|173	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_5829|200|287	0	0	0	0	0	0	0	0	0	0
GCA_003671545|CDS_6602|86|266	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_14929|250|385	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_10398|59|207	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_882|92|247	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_8510|208|363	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_14567|232|376	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_2380|2|118	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_5978|103|254	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_8659|204|356	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_1501|149|215	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_11705|98|250	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_16468|199|353	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_11934|103|237	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_4709|310|459	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_8353|250|412	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_6475|80|227	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_2545|58|208	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_2369|406|566	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_3227|112|294	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_6114|342|501	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_232|110|255	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_5736|159|302	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_4291|205|352	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_11968|210|378	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_2349|732|877	0	0	0	0	0	0	1	0	0	0
GCA_000516985|CDS_8138|84|248	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_7774|809|954	0	0	0	0	0	0	1	0	0	0
GCA_001642045|CDS_5596|795|942	0	0	0	0	0	0	1	0	0	0
GCA_001692915|CDS_392|73|179	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_4212|202|350	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_9504|246|392	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_2889|225|398	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_4254|70|216	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_11253|774|921	0	0	0	0	0	0	1	0	0	0
GCA_002240705|CDS_13002|35|181	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_2923|919|1065	0	0	0	0	0	0	1	0	0	0
GCA_900290415|CDS_8461|226|373	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_3231|27|185	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_5216|219|277	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_1303|38|102	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_11283|751|899	0	0	0	0	0	0	1	0	0	0
GCA_002865625|CDS_16491|916|1062	0	0	0	0	0	0	1	0	0	0
GCA_002105025|CDS_14227|296|438	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_16490|248|390	0	0	0	0	0	0	0	0	0	0
GCA_002105095|CDS_7926|194|294	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_11735|33|172	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_13977|631|789	0	0	0	0	0	0	0	0	1	0
GCA_003016335|CDS_15701|26|176	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_8959|111|255	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_10414|1|148	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_6365|68|225	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_7135|2|101	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_8294|16|137	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_5755|2|106	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_14478|2|48	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_4176|5|121	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_2903|45|210	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_8908|174|336	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_9872|51|204	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_8663|196|344	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_11966|202|359	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_18349|98|196	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_2022|27|173	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_196|159|312	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_5229|121|274	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_5741|259|402	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_7004|178|331	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_5560|51|208	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_10325|162|322	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_5560|118|283	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_11528|6|167	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_10933|203|350	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_10955|912|1059	0	0	0	0	0	0	1	0	0	0
GCA_001481775|CDS_9066|205|367	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_2803|151|304	0	0	0	0	0	0	0	0	0	0
GCA_002162485|CDS_10140|181|349	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_10107|284|430	0	0	0	0	0	0	0	0	0	0
GCA_003868215|CDS_8400|132|280	0	0	0	0	0	0	0	0	0	0
GCA_000354255|CDS_9847|67|221	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_1796|89|250	0	0	0	0	0	0	0	0	0	0
GCA_000365145|CDS_4784|120|289	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_1430|126|217	0	0	0	0	0	0	0	0	0	0
GCA_000392275|CDS_8803|54|211	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_5118|129|276	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_10097|861|1005	0	0	0	0	0	0	1	0	0	0
GCA_001692735|CDS_1564|52|202	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_11600|125|273	0	0	0	0	0	0	0	0	0	0
GCA_001662655|CDS_5415|197|353	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_1285|339|488	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12509|303|469	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_591|178|331	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_3236|53|204	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_792|1|110	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_12493|12|136	0	0	0	0	0	0	0	0	0	0
GCA_002319055|CDS_2029|13|131	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_5433|87|241	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_398|200|355	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_818|277|427	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_3213|207|363	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_2508|62|156	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_13119|70|229	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_1467|179|345	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_764|135|301	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_12499|169|334	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_10665|198|349	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_7976|217|363	0	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_6434|229|407	0	0	0	0	0	0	0	0	0	0
GCA_003671545|CDS_11850|98|276	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_6548|2|62	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_10736|178|352	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_6468|13|132	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_5647|40|171	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_2228|215|285	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_206|798|952	0	0	0	0	0	0	1	0	0	0
GCA_000516985|CDS_3814|173|325	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_12307|28|178	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_1572|230|388	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_8855|250|404	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_7311|310|481	0	0	0	0	0	0	0	0	0	0
GCA_002778095|CDS_704|832|996	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_10485|57|240	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15575|57|168	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_8722|204|359	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_10242|1435|1578	0	0	0	0	0	0	1	0	0	0
GCA_900465125|CDS_1802|8|163	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_8451|249|409	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_5544|202|299	0	0	0	0	0	0	0	0	0	0
GCA_002162485|CDS_2413|215|362	0	0	0	0	0	0	0	0	0	0
GCA_002162545|CDS_7143|215|361	0	0	0	0	0	0	0	0	0	0
GCA_900465125|CDS_5709|215|384	0	0	0	0	0	0	0	0	0	0
GCA_003988945|CDS_4525|70|219	0	0	0	0	0	0	0	0	0	0
GCA_001513895|CDS_7496|5|99	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12582|203|381	0	0	0	0	0	0	0	0	0	0
GCA_000354255|CDS_7183|213|380	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_9658|213|382	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_9881|43|211	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_6864|247|393	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_7803|94|254	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_9759|61|230	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_12518|510|667	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_9736|181|335	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_11041|354|503	0	0	0	0	0	0	0	0	0	1
GCA_000464535|CDS_8457|167|322	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_567|137|308	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_11714|235|393	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_369|204|363	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_13567|30|127	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_10570|76|227	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12782|8|145	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_8503|158|315	0	0	0	0	0	0	0	0	0	0
GCA_002162545|CDS_7147|41|185	0	0	0	0	0	0	0	0	0	0
GCA_003988815|CDS_144|194|345	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_6774|156|303	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_7947|213|362	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_2407|159|317	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_2544|199|346	0	0	0	0	0	0	0	0	0	0
GCA_000354255|CDS_7104|163|317	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_6454|247|398	0	0	0	0	0	0	0	0	0	0
GCA_001447215|CDS_7785|225|385	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_2646|743|884	0	0	0	0	0	0	1	0	0	0
GCA_001692915|CDS_4336|59|153	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_8423|228|380	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_952|201|356	0	0	0	0	0	0	0	0	0	0
GCA_001510565|CDS_6398|208|357	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_1053|317|474	0	0	0	0	0	0	0	0	0	0
GCA_003019875|CDS_7852|120|263	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_445|281|464	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_10017|29|171	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_929|40|193	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_8322|162|317	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_15425|192|354	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_15367|670|816	0	0	0	0	0	0	1	0	0	0
GCA_003019875|CDS_5339|30|131	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_4835|165|317	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_9025|142|233	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_5503|59|218	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_13141|69|256	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_359|104|248	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_13600|72|218	0	0	0	0	0	0	0	0	0	0
GCA_003868215|CDS_8245|124|311	0	0	0	0	0	0	0	0	0	0
GCA_000354255|CDS_10684|85|231	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_3686|194|342	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_8326|45|149	0	0	0	0	0	0	0	0	0	0
GCA_002162485|CDS_9331|113|261	0	0	0	0	0	0	0	0	0	0
GCA_000182925|CDS_3688|808|952	0	0	0	0	0	0	1	0	0	0
GCA_000827215|CDS_11416|35|138	0	0	0	0	0	0	0	0	0	0
GCA_000604185|CDS_6212|19|163	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_9050|254|353	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_2038|37|149	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_13242|76|237	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_10619|87|244	0	0	0	0	0	0	0	0	0	0
GCA_002938385|CDS_14002|193|376	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12778|93|244	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_1914|214|383	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_611|452|607	1	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_7516|77|210	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_4399|315|482	0	0	0	0	0	0	0	0	0	0
GCA_000385595|CDS_7682|160|311	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_10253|56|150	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_8757|1261|1353	0	0	0	0	0	0	1	0	0	0
GCA_000349385|CDS_7421|157|320	0	0	0	0	0	0	0	0	0	0
GCA_003574815|CDS_4106|38|189	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_4955|64|205	0	0	0	0	0	0	0	0	0	0
GCA_000738655|CDS_5320|38|178	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_1517|32|184	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_4983|194|363	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_344|35|196	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_2206|189|342	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_16555|15|94	0	0	0	0	0	0	0	0	0	0
GCA_000271625|CDS_1477|189|359	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_2884|194|337	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_12343|42|132	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_292|181|331	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_858|181|327	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_11718|755|917	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_3174|176|254	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_5891|200|344	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_2751|232|380	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_5712|200|349	0	0	0	0	0	0	0	0	0	0
GCA_004155245|CDS_121|115|279	0	0	0	0	0	0	0	0	0	0
GCA_002916505|CDS_73|106|245	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_17294|273|409	0	0	0	0	0	0	0	0	0	0
GCA_001636725|CDS_9014|202|348	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_10104|200|337	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_8631|116|261	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_9667|202|338	0	0	0	0	0	0	0	0	0	0
GCA_002319055|CDS_1461|83|226	0	0	0	0	0	0	0	0	0	0
GCA_000968615|CDS_3845|696|832	0	0	0	0	0	0	0	0	0	0
GCA_001510565|CDS_6741|291|434	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_7381|173|304	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_10540|151|296	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_10151|103|242	0	0	0	0	0	0	0	0	0	0
GCA_027601485|CDS_1807|166|307	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_10890|192|340	0	0	0	0	0	0	0	0	0	0
GCA_001956345|CDS_7155|398|546	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_27|111|251	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_10460|247|386	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_6004|43|183	0	0	0	0	0	0	0	0	0	0
GCA_001636725|CDS_4408|228|403	0	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_10085|68|224	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_10685|262|418	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_1671|97|249	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_10347|212|362	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_6969|250|404	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_9986|251|405	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_7471|250|417	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_1625|193|339	0	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_1513|224|340	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_6042|256|411	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_228|200|358	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_3730|12|153	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15290|331|478	0	0	0	0	0	0	0	0	0	0
