DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	reducing_support
GCA_001692735|KV745127.1.region001|T1PKS|K432DRAFT_428001_PKS_KS.1	1
GCA_000611775|scaffold_1.region005|T1PKS|FUN_001686_PKS_KS.1	1
GCA_900073065|FJOG01000004.1.region002|T1PKS|PAC_03589_PKS_KS.1	0
GCA_900465125|scaffold_40.region002|T1PKS|FUN_007075_PKS_KS.1	1
GCA_003574815|scaffold_15.region002|T1PKS|FUN_006414_PKS_KS.1	3
GCA_000498615|scaffold_84.region001|T1PKS|FUN_002235_PKS_KS.1	6
GCA_001599595|scaffold_10.region002|T1PKS|FUN_009884_PKS_KS.1	7
GCA_002105025|MCFA01000020.1.region001|T1PKS|BCR34DRAFT_138482_PKS_KS.1	1
GCA_002989075|scaffold_3.region005|T1PKS|FUN_003095_PKS_KS.1	3
GCA_001662655|NW_017263666.1.region002|T1PKS|VE01_05097_PKS_KS.1	4
GCA_001956345|scaffold_246.region001|T1PKS|FUN_004882_PKS_KS.1	5
GCA_000611775|scaffold_6.region002|T1PKS|FUN_007704_PKS_KS.1	7
GCA_003184365|scaffold_84.region001|T1PKS|FUN_008446_PKS_KS.1	7
GCA_001481775|NW_020171376.1.region001|T1PKS|TGAM01_v208789_PKS_KS.1	7
GCA_001600455|scaffold_6.region004|T1PKS|FUN_008551_PKS_KS.1	6
GCA_003264845|scaffold_83.region001|T1PKS|FUN_007333_PKS_KS.1	7
GCA_003988945|scaffold_11.region001|T1PKS|FUN_000732_PKS_KS.1	6
GCA_003988795|scaffold_37.region004|T1PKS|FUN_010226_PKS_KS.1	6
GCA_001660795|scaffold_43.region001|T1PKS|FUN_004264_PKS_KS.1	4
GCA_000836295|scaffold_3.region002|T1PKS|FUN_001326_PKS_KS.1	5
GCA_003073855|KZ805445.1.region001|T1PKS|DM02DRAFT_644366_PKS_KS.1	6
GCA_001563115|JEMN01000758.1.region001|T1PKS|CNYM01_10756_PKS_KS.1	6
GCA_000738655|scaffold_86.region001|T1PKS|FUN_009024_PKS_KS.1	1
GCA_002081935|scaffold_144.region001|T1PKS|FUN_005797_PKS_KS.1	5
GCA_003016335|KZ678139.1.region002|T1PKS|BS50DRAFT_530424_PKS_KS.1	6
GCA_900465125|scaffold_10.region001|transAT-PKS|FUN_003088_PKS_KS.1	3
GCA_003795315|LKEA01000025.1.region002|T1PKS|VMCG_06762_PKS_KS.1	6
GCA_003019895|KZ678622.1.region001|T1PKS|BD289DRAFT_486198_PKS_KS.1	6
GCA_003264845|scaffold_96.region001|T1PKS|FUN_007817_PKS_KS.1	5
GCA_003671545|scaffold_338.region001|T1PKS|FUN_012350_PKS_KS.1	6
GCA_001447215|scaffold_327.region001|T1PKS|FUN_009785_PKS_KS.1	6
GCA_002778095|scaffold_6.region002|T1PKS|FUN_006744_PKS_KS.1	6
GCA_000836435|NW_015971638.1.region001|T1PKS|Z520_02947_PKS_KS.1	8
GCA_003988945|scaffold_71.region001|T1PKS|FUN_003341_PKS_KS.1	5
GCA_003016335|KZ678134.1.region006|T1PKS|BS50DRAFT_666239_PKS_KS.1	6
GCA_000498615|scaffold_205.region001|T1PKS|FUN_004134_PKS_KS.1	6
GCA_900536445|scaffold_30.region001|T1PKS|FUN_002125_PKS_KS.1	8
GCA_001270325|scaffold_3.region001|T1PKS|FUN_001786_PKS_KS.1	2
GCA_002105025|MCFA01000126.1.region001|T1PKS|BCR34DRAFT_572037_PKS_KS.1	0
GCA_003016335|KZ678134.1.region004|T1PKS|BS50DRAFT_676139_PKS_KS.1	7
GCA_003795315|LKEA01000049.1.region002|T1PKS|VMCG_08955_PKS_KS.1	7
GCA_001447215|scaffold_193.region001|T1PKS|FUN_007423_PKS_KS.1	2
GCA_001563115|JEMN01001012.1.region001|T1PKS|CNYM01_05858_PKS_KS.1	6
GCA_001447215|scaffold_198.region001|T1PKS|FUN_007542_PKS_KS.1	7
GCA_003012165|scaffold_18.region001|T1PKS|FUN_001013_PKS_KS.1	5
GCA_003073855|KZ805653.1.region001|T1PKS|DM02DRAFT_698645_PKS_KS.1	5
GCA_001600455|scaffold_1.region007|T1PKS|FUN_001438_PKS_KS.1	5
GCA_001956345|scaffold_188.region001|T1PKS|FUN_004448_PKS_KS.1	1
GCA_900073065|FJOG01000012.1.region001|T1PKS|PAC_08751_PKS_KS.1	1
GCA_001447215|scaffold_71.region001|T1PKS|FUN_003930_PKS_KS.1	5
GCA_003016335|KZ678134.1.region003|T1PKS|BS50DRAFT_665624_PKS_KS.1	1
GCA_002162545|scaffold_9.region002|T1PKS|FUN_003569_PKS_KS.1	2
GCA_000812885|scaffold_43.region001|T1PKS|FUN_000518_PKS_KS.1	1
GCA_003988815|scaffold_21.region001|T1PKS|FUN_004830_PKS_KS.1	1
GCA_002081935|scaffold_158.region001|T1PKS|FUN_006152_PKS_KS.1	1
GCA_001513895|scaffold_2.region003|T1PKS|FUN_001169_PKS_KS.1	2
GCA_900290415|LR026965.1.region002|T1PKS|PODCO_206850_PKS_KS.1	2
GCA_003795315|LKEA01000093.1.region001|T1PKS|VMCG_10688_PKS_KS.1	3
GCA_900618795|scaffold_2.region005|T1PKS|FUN_001618_PKS_KS.1	2
GCA_900073065|FJOG01000003.1.region006|T1PKS|PAC_03302_PKS_KS.1	4
GCA_001563115|JEMN01000031.1.region001|T1PKS|CNYM01_12769_PKS_KS.1	1
GCA_003073855|KZ805317.1.region001|T1PKS|DM02DRAFT_611102_PKS_KS.1	0
GCA_000442125|scaffold_2.region004|T1PKS|FUN_001407_PKS_KS.1	0
GCA_000697415|scaffold_10.region002|T1PKS|FUN_005123_PKS_KS.1	8
GCA_000467715|scaffold_126.region001|T1PKS|FUN_006515_PKS_KS.1	2
GCA_001600455|scaffold_5.region004|T1PKS|FUN_007701_PKS_KS.1	2
GCA_002081935|scaffold_411.region001|T1PKS|FUN_010376_PKS_KS.1	1
GCA_003264845|scaffold_14.region001|T1PKS|FUN_002534_PKS_KS.1	3
GCA_002927785|scaffold_180.region001|T1PKS|FUN_004060_PKS_KS.1	3
GCA_003988795|scaffold_32.region001|T1PKS|FUN_009621_PKS_KS.1	7
GCA_002927785|scaffold_102.region001|T1PKS|FUN_002679_PKS_KS.1	2
GCA_002368545|scaffold_26.region001|T1PKS|FUN_005473_PKS_KS.1	7
GCA_001447215|scaffold_433.region001|T1PKS|FUN_010933_PKS_KS.1	2
GCA_003790465|ML119105.1.region001|T1PKS|P167DRAFT_478823_PKS_KS.1	3
GCA_000151645|NW_003298831.1.region001|T1PKS|GSTUM_00003432001_PKS_KS.1	2
GCA_001179705|scaffold_451.region001|T1PKS|FUN_004859_PKS_KS.1	2
GCA_000385595|KB916727.1.region001|T1PKS|UCRNP2_8863_PKS_KS.1	4
GCA_003012165|scaffold_62.region001|T1PKS|FUN_002587_PKS_KS.1	3
GCA_900290415|LR026967.1.region001|T1PKS|PODCO_400040_PKS_KS.1	3
GCA_002105095|NW_024467961.1.region003|T1PKS|BCR38DRAFT_432775_PKS_KS.1	2
GCA_002591845|scaffold_103.region001|T1PKS|FUN_004790_PKS_KS.1	8
GCA_003988795|scaffold_8.region004|T1PKS|FUN_004243_PKS_KS.1	6
GCA_003184365|scaffold_99.region001|T1PKS|FUN_009215_PKS_KS.1	4
GCA_000182895|NW_003307537.1.region001|T1PKS|CC1G_05377_PKS_KS.1	3
GCA_025526975|NW_026515677.1.region001|T1PKS|EV422DRAFT_35533_PKS_KS.1	2
GCA_003184365|scaffold_128.region001|T1PKS|FUN_010221_PKS_KS.1	3
GCA_002105025|MCFA01000015.1.region001|T1PKS|BCR34DRAFT_556379_PKS_KS.1	2
GCA_000003515|CH476615.1.region004|T1PKS|UREG_02294_PKS_KS.1	0
GCA_003574815|scaffold_26.region002|T1PKS|FUN_008438_PKS_KS.1	1
GCA_003574815|scaffold_40.region001|T1PKS|FUN_009666_PKS_KS.1	3
GCA_002916505|scaffold_7.region001|T1PKS|FUN_000504_PKS_KS.1	3
GCA_000349385|KB705854.1.region001|T1PKS|UCREL1_2484_PKS_KS.1	0
GCA_003988795|scaffold_8.region004|T1PKS|FUN_004234_PKS_KS.1	6
GCA_002081935|scaffold_230.region001|T1PKS|FUN_007754_PKS_KS.1	6
GCA_002989075|scaffold_11.region002|T1PKS|FUN_007714_PKS_KS.1	2
GCA_002081935|scaffold_28.region002|T1PKS|FUN_001888_PKS_KS.1	1
GCA_001642045|NW_017253360.1.region001|T1PKS|CC84DRAFT_1132787_PKS_KS.1	3
GCA_900618795|scaffold_16.region001|T1PKS|FUN_008706_PKS_KS.1	4
GCA_000442125|scaffold_14.region001|T1PKS|FUN_008024_PKS_KS.1	4
GCA_900290415|LR026969.1.region001|T1PKS|PODCO_611230_PKS_KS.1	1
GCA_002927785|scaffold_318.region001|T1PKS|FUN_005821_PKS_KS.1	3
GCA_000226115|NC_016459.1.region001|T1PKS|THITE_2050784_PKS_KS.1	6
GCA_003019895|KZ678551.1.region001|T1PKS|BD289DRAFT_491583_PKS_KS.1	6
GCA_003264845|scaffold_83.region001|T1PKS|FUN_007324_PKS_KS.1	7
GCA_002927785|scaffold_22.region001|T1PKS|FUN_000755_PKS_KS.1	2
GCA_003184365|scaffold_21.region002|T1PKS|FUN_003331_PKS_KS.1	0
GCA_001956345|scaffold_298.region001|T1PKS|FUN_005204_PKS_KS.1	0
GCA_003988815|scaffold_4.region001|T1PKS|FUN_001286_PKS_KS.1	3
GCA_002081935|scaffold_593.region001|T1PKS|FUN_011665_PKS_KS.1	0
GCA_001513895|scaffold_48.region001|T1PKS|FUN_008141_PKS_KS.1	0
GCA_001692915|KV750747.1.region001|T1PKS|AOQ84DRAFT_392308_PKS_KS.1	2
GCA_003671545|scaffold_183.region001|T1PKS|FUN_009869_PKS_KS.1	4
GCA_003988795|scaffold_6.region005|T1PKS|FUN_003326_PKS_KS.1	2
GCA_002916505|scaffold_271.region001|T1PKS|FUN_006910_PKS_KS.1	0
GCA_000442125|scaffold_6.region001|T1PKS|FUN_003603_PKS_KS.1	0
GCA_001600455|scaffold_2.region009|T1PKS|FUN_003478_PKS_KS.1	3
GCA_003073855|KZ805316.1.region001|T1PKS|DM02DRAFT_650966_PKS_KS.1	2
GCA_003574815|scaffold_26.region001|T1PKS|FUN_008401_PKS_KS.1	7
GCA_000611775|scaffold_5.region002|T1PKS|FUN_006867_PKS_KS.1	3
GCA_001599595|scaffold_9.region001|T1PKS|FUN_008905_PKS_KS.1	7
GCA_002927785|scaffold_22.region001|T1PKS|FUN_000759_PKS_KS.1	2
GCA_003184365|scaffold_20.region001|T1PKS|FUN_003161_PKS_KS.1	1
GCA_001447215|scaffold_329.region001|T1PKS|FUN_009805_PKS_KS.1	2
GCA_003073855|KZ805452.1.region001|T1PKS|DM02DRAFT_658795_PKS_KS.1	1
GCA_004155245|scaffold_28.region001|T1PKS|FUN_008612_PKS_KS.1	2
GCA_000516985|NW_006917092.1.region013|T1PKS|PFICI_03986_PKS_KS.1	0
GCA_000516985|NW_006917091.1.region004|T1PKS|PFICI_00366_PKS_KS.1	3
GCA_001563115|JEMN01001453.1.region001|T1PKS|CNYM01_08374_PKS_KS.1	4
GCA_003671545|scaffold_4.region001|T1PKS|FUN_000541_PKS_KS.1	7
GCA_004335205|scaffold_44.region001|T1PKS|FUN_002569_PKS_KS.1	7
GCA_003184365|scaffold_87.region001|T1PKS|FUN_008606_PKS_KS.1	2
GCA_003574815|scaffold_39.region001|T1PKS|FUN_009605_PKS_KS.1	6
GCA_000963775|scaffold_54.region001|T1PKS|FUN_011435_PKS_KS.1	0
GCA_001447215|scaffold_54.region001|T1PKS|FUN_003203_PKS_KS.1	0
GCA_900618795|scaffold_1.region001|T1PKS|FUN_000090_PKS_KS.1	0
GCA_003264845|scaffold_32.region002|T1PKS|FUN_004284_PKS_KS.1	4
GCA_001600455|scaffold_1.region006|T1PKS|FUN_001411_PKS_KS.1	1
GCA_002989075|scaffold_2.region001|T1PKS|FUN_001643_PKS_KS.1	0
GCA_001692915|KV748778.1.region001|T1PKS|AOQ84DRAFT_333103_PKS_KS.1	0
GCA_000226115|NC_016459.1.region001|T1PKS|THITE_53646_PKS_KS.1	6
GCA_000349385|KB706540.1.region001|T1PKS|UCREL1_5959_PKS_KS.1	1
GCA_003264845|scaffold_5.region002|T1PKS|FUN_001220_PKS_KS.1	5
GCA_002240705|scaffold_483.region001|T1PKS|FUN_003843_PKS_KS.1	0
GCA_002081935|scaffold_96.region001|T1PKS|FUN_004437_PKS_KS.1	5
GCA_003073855|KZ805613.1.region001|T1PKS|DM02DRAFT_662256_PKS_KS.1	2
GCA_003574815|scaffold_6.region003|T1PKS|FUN_003578_PKS_KS.1	2
GCA_003016335|KZ678136.1.region005|T1PKS|BS50DRAFT_574883_PKS_KS.1	2
GCA_001662655|NW_017263652.1.region001|T1PKS|VE01_00376_PKS_KS.1	6
GCA_001660795|scaffold_16.region001|T1PKS|FUN_002138_PKS_KS.1	2
GCA_000442125|scaffold_15.region002|T1PKS|FUN_008130_PKS_KS.1	6
GCA_001481775|NW_020171343.1.region001|T1PKS|TGAM01_v202358_PKS_KS.1	4
GCA_000963775|scaffold_27.region001|T1PKS|FUN_008094_PKS_KS.1	6
GCA_003574815|scaffold_1.region004|T1PKS|FUN_000658_PKS_KS.1	6
GCA_003988945|scaffold_11.region002|T1PKS|FUN_000771_PKS_KS.1	6
GCA_002989075|scaffold_3.region003|T1PKS|FUN_002774_PKS_KS.1	7
GCA_000226115|NC_016457.1.region012|T1PKS|THITE_47532_PKS_KS.1	2
GCA_002927785|scaffold_26.region001|T1PKS|FUN_000883_PKS_KS.1	4
GCA_000464535|NW_006916078.1.region001|T1PKS|EPUS_08300_PKS_KS.1	1
GCA_000349385|KB706388.1.region001|T1PKS|UCREL1_5338_PKS_KS.1	0
GCA_003671545|scaffold_215.region001|T1PKS|FUN_010593_PKS_KS.1	7
GCA_003073855|KZ805555.1.region001|T1PKS|DM02DRAFT_694306_PKS_KS.1	6
GCA_003795315|LKEA01000112.1.region001|T1PKS|VMCG_10929_PKS_KS.1	0
GCA_000392275|NW_006921294.1.region001|T1PKS|UCRPA7_5084_PKS_KS.1	0
GCA_003574815|scaffold_7.region003|T1PKS|FUN_004136_PKS_KS.1	1
GCA_001513895|scaffold_7.region002|T1PKS|FUN_002919_PKS_KS.1	6
GCA_000812075|scaffold_194.region001|T1PKS|FUN_006351_PKS_KS.1	9
GCA_003868215|scaffold_87.region001|T1PKS|FUN_008618_PKS_KS.1	5
GCA_000464535|NW_006916062.1.region001|T1PKS|EPUS_01007_PKS_KS.1	5
GCA_001956345|scaffold_3.region001|T1PKS|FUN_000386_PKS_KS.1	6
GCA_001599595|scaffold_18.region001|T1PKS|FUN_011984_PKS_KS.1	2
GCA_900465125|scaffold_53.region001|T1PKS|FUN_007784_PKS_KS.1	6
GCA_001270325|scaffold_64.region001|T1PKS|FUN_010134_PKS_KS.1	5
GCA_003574815|scaffold_1.region003|T1PKS|FUN_000606_PKS_KS.1	7
GCA_001599595|scaffold_9.region001|T1PKS|FUN_008920_PKS_KS.1	7
GCA_000354255|NW_014024926.1.region001|T1PKS|COCC4DRAFT_139971_PKS_KS.1	7
GCA_004335205|scaffold_103.region001|T1PKS|FUN_004559_PKS_KS.1	6
GCA_000385595|KB915668.1.region001|T1PKS|UCRNP2_162_PKS_KS.1	7
GCA_003574815|scaffold_15.region002|T1PKS|FUN_006407_PKS_KS.1	3
GCA_003385255|scaffold_16.region001|T1PKS|FUN_001174_PKS_KS.1	2
GCA_002916505|scaffold_7.region001|T1PKS|FUN_000507_PKS_KS.1	3
GCA_003988795|scaffold_32.region001|T1PKS|FUN_009631_PKS_KS.1	7
GCA_001447215|scaffold_27.region001|T1PKS|FUN_002004_PKS_KS.1	3
GCA_003671545|scaffold_183.region001|T1PKS|FUN_009871_PKS_KS.1	4
GCA_002081935|scaffold_57.region001|T1PKS|FUN_003150_PKS_KS.1	2
GCA_000721755|NW_013566971.1.region001|T1PKS|AUEXF2481DRAFT_111588_PKS_KS.1	6
GCA_001956345|scaffold_622.region001|T1PKS|FUN_006454_PKS_KS.1	0
GCA_001566295|KQ964277.1.region001|T1PKS|Micbo1qcDRAFT_221752_PKS_KS.1	0
GCA_900536445|scaffold_341.region001|T1PKS|FUN_010116_PKS_KS.1	2
GCA_000226115|NC_016460.1.region001|T1PKS|THITE_2079455_PKS_KS.1	3
GCA_003019895|KZ678501.1.region001|T1PKS|BD289DRAFT_489403_PKS_KS.1	5
GCA_003118255|BFBS01015934.1.region001|T1PKS|TMEN_3397_PKS_KS.1	0
GCA_003574815|scaffold_1.region005|T1PKS|FUN_000749_PKS_KS.1	2
GCA_003671545|scaffold_127.region001|T1PKS|FUN_008341_PKS_KS.1	3
GCA_003184365|scaffold_61.region001|T1PKS|FUN_006990_PKS_KS.1	0
GCA_003988795|scaffold_37.region002|T1PKS|FUN_010171_PKS_KS.1	0
GCA_002865625|KZ613522.1.region001|T1PKS|NA56DRAFT_583790_PKS_KS.1	3
GCA_900073065|FJOG01000002.1.region002|T1PKS|PAC_01338_PKS_KS.1	1
GCA_001692735|KV744907.1.region001|T1PKS|K432DRAFT_424635_PKS_KS.1	1
GCA_003073855|KZ805469.1.region001|T1PKS|DM02DRAFT_688260_PKS_KS.1	1
GCA_002081935|scaffold_474.region001|T1PKS|FUN_010959_PKS_KS.1	1
GCA_000467715|scaffold_454.region001|T1PKS|FUN_011640_PKS_KS.1	0
GCA_000516985|NW_006917097.1.region005|T1PKS|PFICI_10088_PKS_KS.1	1
GCA_001692735|KV745325.1.region001|T1PKS|K432DRAFT_308681_PKS_KS.1	1
GCA_000963775|scaffold_25.region001|T1PKS|FUN_007861_PKS_KS.1	1
GCA_004155245|scaffold_21.region002|T1PKS|FUN_007604_PKS_KS.1	1
GCA_000261425|scaffold_50.region001|T1PKS|FUN_009089_PKS_KS.1	3
GCA_900073065|FJOG01000003.1.region002|T1PKS|PAC_02435_PKS_KS.1	0
GCA_000442125|scaffold_2.region003|T1PKS|FUN_001239_PKS_KS.1	1
GCA_003184365|scaffold_37.region001|T1PKS|FUN_005066_PKS_KS.1	2
GCA_003184365|scaffold_11.region001|T1PKS|FUN_001933_PKS_KS.1	1
GCA_002927785|scaffold_403.region001|T1PKS|FUN_006618_PKS_KS.1	1
GCA_003019895|KZ678493.1.region001|T1PKS|BD289DRAFT_488997_PKS_KS.1	0
GCA_000354255|NW_014024905.1.region001|T1PKS|COCC4DRAFT_151329_PKS_KS.1	2
GCA_004335205|scaffold_393.region001|T1PKS|FUN_008854_PKS_KS.1	1
GCA_000146915|scaffold_10.region001|T1PKS|FUN_004909_PKS_KS.1	3
GCA_001563115|JEMN01000758.1.region001|T1PKS|CNYM01_10754_PKS_KS.1	6
GCA_000812885|scaffold_41.region001|T1PKS|FUN_000492_PKS_KS.1	1
GCA_000812075|scaffold_181.region001|T1PKS|FUN_006118_PKS_KS.1	1
GCA_001692735|KV745185.1.region001|T1PKS|K432DRAFT_428506_PKS_KS.1	4
GCA_001692735|KV745004.1.region001|T1PKS|K432DRAFT_426483_PKS_KS.1	2
GCA_003016335|KZ678136.1.region004|T1PKS|BS50DRAFT_554732_PKS_KS.1	4
GCA_000354255|NW_014024899.1.region001|T1PKS|COCC4DRAFT_152704_PKS_KS.1	5
GCA_002162545|scaffold_20.region001|T1PKS|FUN_006053_PKS_KS.1	1
GCA_002927785|scaffold_58.region001|T1PKS|FUN_001719_PKS_KS.1	1
GCA_003184365|scaffold_5.region003|T1PKS|FUN_000994_PKS_KS.1	1
GCA_001956345|scaffold_33.region001|T1PKS|FUN_001946_PKS_KS.1	1
GCA_002081935|scaffold_141.region001|T1PKS|FUN_005732_PKS_KS.1	0
GCA_003019895|KZ678501.1.region001|T1PKS|BD289DRAFT_507560_PKS_KS.1	5
GCA_001481775|NW_020171359.1.region001|T1PKS|TGAM01_v206463_PKS_KS.1	6
GCA_003012165|scaffold_297.region001|T1PKS|FUN_007412_PKS_KS.1	3
GCA_003019895|KZ678458.1.region001|T1PKS|BD289DRAFT_467698_PKS_KS.1	2
GCA_003385255|scaffold_21.region001|T1PKS|FUN_001461_PKS_KS.1	1
GCA_003073855|KZ805336.1.region001|T1PKS|DM02DRAFT_558795_PKS_KS.1	0
GCA_003073855|KZ805336.1.region001|T1PKS|DM02DRAFT_670138_PKS_KS.1	0
GCA_006535975|QEAP01000280.1.region001|T1PKS|CcCBS67573_g06484_PKS_KS.2	2
GCA_027604745|JADHYZ010000038.1.region001|T1PKS|HDU80_006554_PKS_KS.2	2
GCA_027604165|JADGJZ010000172.1.region001|T1PKS|HDU77_002654_PKS_KS.2	2
GCA_027604105|JADGJY010000288.1.region001|T1PKS|HDU78_005136_PKS_KS.2	2
GCA_027604085|JADGJX010000013.1.region001|T1PKS|HDU81_001262_PKS_KS.2	2
GCA_027596195|JADGJG010000420.1.region001|T1PKS|HDU98_007801_PKS_KS.2	3
GCA_027596195|JADGJG010000021.1.region001|T1PKS|HDU98_004585_PKS_KS.2	3
GCA_027596065|JADGJB010000185.1.region001|T1PKS|HDU68_003974_PKS_KS.2	4
GCA_025765595|JAIVFH010000007.1.region001|T1PKS|BDR26DRAFT_852386_PKS_KS.2	3
GCA_027600645|JADGJK010000109.1.region001|T1PKS|HK098_000426_PKS_KS.1	2
GCA_027596065|JADGJB010000185.1.region001|T1PKS|HDU68_003974_PKS_KS.1	4
GCA_025765595|JAIVFH010000007.1.region001|T1PKS|BDR26DRAFT_852386_PKS_KS.1	3
GCA_027596195|JADGJG010000420.1.region001|T1PKS|HDU98_007801_PKS_KS.1	3
GCA_027596195|JADGJG010000021.1.region001|T1PKS|HDU98_004585_PKS_KS.1	3
GCA_027604165|JADGJZ010000172.1.region001|T1PKS|HDU77_002654_PKS_KS.1	2
GCA_027604085|JADGJX010000013.1.region001|T1PKS|HDU81_001262_PKS_KS.1	2
GCA_006535975|QEAP01000280.1.region001|T1PKS|CcCBS67573_g06484_PKS_KS.1	2
GCA_027604745|JADHYZ010000038.1.region001|T1PKS|HDU80_006554_PKS_KS.1	2
GCA_027604105|JADGJY010000288.1.region001|T1PKS|HDU78_005136_PKS_KS.1	2
GCA_025765615|JAIVFJ010000112.1.region001|T1PKS|DFJ73DRAFT_663412_PKS_KS.1	0
GCA_027604305|JADGIY010000399.1.region001|T1PKS|HDV05_005707_PKS_KS.1	2
GCA_000417875|NW_006920869.1.region001|T1PKS|PFL1_00001_PKS_KS.1	0
GCA_001179705|scaffold_541.region001|T1PKS|FUN_005335_PKS_KS.1	3
GCA_002104945|MCFH01000039.1.region001|T1PKS|BCR36DRAFT_358210_PKS_KS.1	0
GCA_002104945|MCFH01000003.1.region001|T1PKS|BCR36DRAFT_342883_PKS_KS.1	1
GCA_002157105|KZ151215.1.region001|T1PKS|PIROE2DRAFT_48070_PKS_KS.1	0
GCA_002104895|MCFG01000127.1.region001|T1PKS|BCR32DRAFT_204091_PKS_KS.1	0
GCA_000412615|ASRE01002065.1.region001|T1PKS|cds4753_11479_PKS_KS.1	1
GCA_002104975|MCOG01000006.1.region001|T1PKS|LY90DRAFT_697270_PKS_KS.1	1
GCA_002104975|MCOG01000428.1.region001|T1PKS|LY90DRAFT_206001_PKS_KS.1	1
GCA_002104945|MCFH01000034.1.region001|T1PKS|BCR36DRAFT_413919_PKS_KS.1	2
GCA_002157105|KZ151178.1.region001|T1PKS|PIROE2DRAFT_47821_PKS_KS.1	0
GCA_002104895|MCFG01000005.1.region001|T1PKS|BCR32DRAFT_289077_PKS_KS.1	2
GCA_000412615|ASRE01021004.1.region001|T1PKS|cds2209_2743_PKS_KS.1	0
GCA_000412615|ASRE01021004.1.region001|T1PKS|cds105_1782_PKS_KS.1	0
GCA_002104975|MCOG01000018.1.region001|T1PKS|LY90DRAFT_399385_PKS_KS.1	0
GCA_000001215|scaffold_5.region001|T1PKS|FUN_012361_PKS_KS.1	5
GCA_000001215|scaffold_5.region001|T1PKS|FUN_012362_PKS_KS.1	5
GCA_001630345|KV417277.1.region001|T1PKS|CALVIDRAFT_526415_PKS_KS.1	3
GCA_001179705|scaffold_1092.region001|T1PKS|FUN_007581_PKS_KS.1	2
GCA_002240705|scaffold_1213.region001|T1PKS|FUN_006838_PKS_KS.1	2
GCA_025526975|NW_026515681.1.region001|T1PKS|EV422DRAFT_506989_PKS_KS.1	3
GCA_027600665|JADGJL010000080.1.region001|T1PKS|HK101_010930_PKS_KS.1	3
GCA_027600665|JADGJL010000164.1.region001|T1PKS|HK101_002999_PKS_KS.1	5
GCA_027600665|JADGJL010000309.1.region001|T1PKS|HK101_006642_PKS_KS.1	3
GCA_027596075|JADGJC010000282.1.region001|T1PKS|HDV00_005815_PKS_KS.1	3
GCA_027600685|JADGJN010000001.1.region001|T1PKS|HDU89_000462_PKS_KS.1	4
GCA_027603065|JADGJP010000030.1.region002|T1PKS|HDU88_004780_PKS_KS.1	4
GCA_027601485|JADGJM010000023.1.region001|T1PKS|HDU90_003539_PKS_KS.1	4
GCA_025399175|MU620762.1.region001|T1PKS|BDZ88DRAFT_20982_PKS_KS.1	4
GCA_027602005|JADGJO010000103.1.region001|T1PKS|HDU86_000536_PKS_KS.1	2
GCA_025558075|JAHLKF010000018.1.region002|T1PKS|BC832DRAFT_594142_PKS_KS.1	0
GCA_027603645|JADGJR010000012.1.region001|T1PKS|HDU85_001257_PKS_KS.1	0
GCA_027602705|JADGJQ010000114.1.region001|T1PKS|HDU87_000913_PKS_KS.1	4
GCA_027596035|JADGJA010000121.1.region001|T1PKS|HKX48_000987_PKS_KS.1	3
GCA_027603065|JADGJP010000030.1.region001|T1PKS|HDU88_004752_PKS_KS.1	3
GCA_002818225|KZ454992.1.region001|T1PKS|MVES_002991_PKS_KS.1	5
GCA_000182565|scaffold_2.region001|T1PKS|FUN_001151_PKS_KS.1	5
GCA_006535965|QEAR01000043.1.region001|T1PKS|SpCBS45565_g05228_PKS_KS.1	5
GCA_027596945|JADGJH010000052.1.region001|T1PKS|HK100_009844_PKS_KS.1	4
GCA_027596945|JADGJH010000635.1.region001|T1PKS|HK100_011028_PKS_KS.1	5
GCA_025526935|JAHLKD010000076.1.region001|T1PKS|BJ742DRAFT_506417_PKS_KS.1	5
GCA_025526935|JAHLKD010000069.1.region001|T1PKS|BJ742DRAFT_682640_PKS_KS.1	5
GCA_027597005|JADGJI010000744.1.region001|T1PKS|HDU96_009647_PKS_KS.1	4
GCA_027604365|JADIIV010000042.1.region001|T1PKS|HDU79_007165_PKS_KS.1	3
GCA_002104985|MCGO01000010.1.region001|T1PKS|BCR33DRAFT_714146_PKS_KS.1	2
GCA_027596175|JADGJE010001078.1.region001|T1PKS|HDU99_000223_PKS_KS.1	0
GCA_000002865|CH991543.1.region001|T1PKS|MONBRDRAFT_13438_PKS_KS.1	0
GCA_002104945|MCFH01000038.1.region001|T1PKS|BCR36DRAFT_414372_PKS_KS.1	3
GCA_002104895|MCFG01000021.1.region001|T1PKS|BCR32DRAFT_228921_PKS_KS.1	3
GCA_002104975|MCOG01000090.1.region001|T1PKS|LY90DRAFT_383336_PKS_KS.1	2
GCA_000412615|ASRE01023906.1.region001|T1PKS|cds0_5727_PKS_KS.1	1
GCA_000412615|ASRE01010385.1.region001|T1PKS|cds2101_8887_PKS_KS.1	4
GCA_002104975|MCOG01000278.1.region001|T1PKS|LY90DRAFT_390974_PKS_KS.1	6
GCA_002104945|MCFH01000002.1.region001|T1PKS|BCR36DRAFT_316229_PKS_KS.1	6
GCA_002104945|MCFH01000020.1.region001|T1PKS|BCR36DRAFT_412264_PKS_KS.1	2
GCA_002157105|KZ150909.1.region001|T1PKS|PIROE2DRAFT_43654_PKS_KS.1	0
