n	n:500	L50	min	N80	N50	N20	E-size	max	sum	name
491	491	39	1001	95610	240523	546226	338196	1384234	32.58e6	Genomes/GCA_001297265.1_ASM129726v1_genomic.fna
24	24	6	1890	631684	891716	1022970	839341	1254589	11.61e6	Genomes/GCA_001298625.1_SEUB3.0_genomic.fna
131	131	12	511	325278	959784	1388079	890127	1935678	30.36e6	Genomes/GCA_001299255.1_ASM129925v1_genomic.fna
13	13	6	1948569	2280792	3045029	3859359	3066991	4437623	37.4e6	Genomes/GCA_001302255.2_TraHir072_genomic.fna
540	540	28	500	129586	353445	957636	504513	1546959	37.61e6	Genomes/GCA_001305275.1_ASM130527v1_genomic.fna
172	172	8	911	897110	1799238	3458569	2124144	4014835	44.23e6	Genomes/GCA_001305505.1_Nd324p1.0_genomic.fna
239	232	8	503	897708	1513704	2702400	1771775	3242904	34.49e6	Genomes/GCA_001307345.1_ASM130734v1_genomic.fna
26	26	7	1041	667493	1414799	1599858	1282380	2325459	20.78e6	Genomes/GCA_001329695.1_Rhoba1_1_genomic.fna
2591	2591	241	1002	24447	72955	158069	98135	509191	63.23e6	Genomes/GCA_001399465.1_H_scutula_V1_genomic.fna
1714	1714	131	1000	60194	156341	293387	192697	865062	68.15e6	Genomes/GCA_001414345.1_H_infarciens_v1_genomic.fna
9749	9749	1802	1000	4249	9574	18633	11970	56249	57.95e6	Genomes/GCA_001414355.1_ASM141435v1_genomic.fna
4749	4749	616	1000	9531	24374	49463	30759	181455	51.52e6	Genomes/GCA_001414365.1_H_pseudoalbidus_v1_genomic.fna
471	471	43	1006	115147	257815	544502	323228	1078606	36.47e6	Genomes/GCA_001414375.1_H_laetus_v1_genomic.fna
925	925	58	1002	112159	226427	437622	270068	799494	42.81e6	Genomes/GCA_001414415.1_H_repandus_genomic.fna
504	504	53	1001	169395	373842	701840	425533	1077142	61.12e6	Genomes/GCA_001414455.1_H_fructigenus_v1_genomic.fna
529	529	66	1010	135945	325154	586486	376079	1018800	69.31e6	Genomes/GCA_001414485.1_H_herbarum_v1_genomic.fna
9	9	4	46308	1197921	1421472	1711476	1422211	1745387	10.97e6	Genomes/GCA_001417885.1_Kmar_1.0_genomic.fna
4851	3199	57	500	13107	121126	263333	159961	643678	25.02e6	Genomes/GCA_001430925.1_ASM143092v1_genomic.fna
3075	2157	33	500	52154	244023	465189	284240	836735	27.38e6	Genomes/GCA_001430935.1_ASM143093v1_genomic.fna
3481	3169	76	500	9630	114233	315254	157573	562754	34.54e6	Genomes/GCA_001430945.1_ASM143094v1_genomic.fna
2724	2423	42	500	14077	187525	526662	264052	979535	30.29e6	Genomes/GCA_001430955.1_ASM143095v1_genomic.fna
511	511	65	1005	27217	56392	105534	68092	222360	11.75e6	Genomes/GCA_001442715.1_ASM144271v1_genomic.fna
239	239	25	2034	218452	540462	985527	650072	1770394	43.52e6	Genomes/GCA_001445595.3_Rnecatrix_2.0_genomic.fna
1871	1871	183	1404	30346	86904	172552	109407	462920	54.76e6	Genomes/GCA_001447215.1_ASM144721v1_genomic.fna
411	407	28	504	112375	274594	588799	346807	1075231	26.51e6	Genomes/GCA_001455505.1_ASM145550v1_genomic.fna
3772	3754	575	500	7467	16925	35386	22983	119718	34.9e6	Genomes/GCA_001455585.1_Dip_scr_CMW30223_v1.0_genomic.fna
129	129	5	991	1279985	2344304	3265028	2811305	6659118	34.61e6	Genomes/GCA_001455915.2_ASM145591v2_genomic.fna
14	14	5	1088961	1471570	2315061	3143041	2240579	3241252	27.8e6	Genomes/GCA_001457955.1_BM42NG_genomic.fna
257	257	21	5002	252389	708982	1211447	762138	1992893	43.14e6	Genomes/GCA_001465935.1_ASM146593v1_genomic.fna
217	217	34	13951	110697	267044	555539	351315	1375771	31.54e6	Genomes/GCA_001481415.2_ASM148141v2_genomic.fna
172	172	18	1023	306875	697391	1402731	795394	1830377	37.91e6	Genomes/GCA_001481775.2_TGAM01v2_genomic.fna
361	361	41	509	94956	224071	380755	272872	1008313	28.45e6	Genomes/GCA_001483325.1_ASM148332v1_genomic.fna
4358	4075	403	500	10150	29334	80054	50043	292340	48.02e6	Genomes/GCA_001484525.1_ASM148452v1_genomic.fna
71	71	15	1033	906302	1328526	1785175	1352530	2752097	48.62e6	Genomes/GCA_001500285.1_Phisc1_genomic.fna
133	133	14	1022	398201	749684	1311462	1004349	2593653	35.14e6	Genomes/GCA_001510565.1_ASM151056v1_genomic.fna
29	29	4	1226	2208940	4170358	4181658	3414529	5632979	35.5e6	Genomes/GCA_001510575.1_ASM151057v1_genomic.fna
78	78	6	1220	847372	3198254	4223496	2717301	4652852	40.56e6	Genomes/GCA_001511075.1_Acal_Allpaths_LG_genomic.fna
561	561	84	988	56398	118187	220249	145206	489389	33.42e6	Genomes/GCA_001513805.1_ASM151380v1_genomic.fna
959	959	76	790	39321	119876	250841	153182	726170	30.69e6	Genomes/GCA_001513815.1_ASM151381v1_genomic.fna
43	41	5	635	2247367	4505907	5051147	3761730	5218369	45.44e6	Genomes/GCA_001513835.1_ASM151383v1_genomic.fna
541	541	87	1041	44599	102236	185228	119417	388894	28.32e6	Genomes/GCA_001513885.1_ASM151388v1_genomic.fna
80	80	12	543	496447	973606	2048392	1146063	2663127	34.25e6	Genomes/GCA_001513895.1_CLC_Genomic_Workbench_genomic.fna
1923	1923	167	1000	21814	61797	111709	70714	325200	33.55e6	Genomes/GCA_001513925.1_ASM151392v1_genomic.fna
495	495	13	500	341512	714065	913911	670620	1437460	22.27e6	Genomes/GCA_001515485.2_Saccharomyces_pastorianus_Weihenstephan_34_70_chromosomes_assembly_1.0_genomic.fna
36	36	5	9666	2398376	3787933	5100555	3748333	5257612	42.87e6	Genomes/GCA_001557505.1_ASM155750v1_genomic.fna
92	92	4	1009	774674	2267136	6463649	2735086	6463649	29.14e6	Genomes/GCA_001561935.1_ASM156193v1_genomic.fna
31	31	5	9736	1225131	3654600	5303529	3388822	5805871	45.91e6	Genomes/GCA_001562095.1_B17_genomic.fna
1884	1463	166	500	39819	91051	169368	111323	494632	49.82e6	Genomes/GCA_001563115.1_CNYM01_genomic.fna
2776	2272	307	500	19588	46348	91981	58092	217397	48.15e6	Genomes/GCA_001563125.1_CSAL01_genomic.fna
929	759	55	502	148289	291557	517567	336567	802263	50.34e6	Genomes/GCA_001563135.1_CSIM01_genomic.fna
173	173	6	1024	579861	1332564	4043696	2156153	4328034	38.81e6	Genomes/GCA_001566295.1_Microdochium_bolleyi_v1.0_genomic.fna
1050	1050	103	2001	31826	88789	182846	115539	462325	31.71e6	Genomes/GCA_001566745.1_Conidiobolus_coronatus_NRRL28638_genomic.fna
961	664	64	500	92809	180967	315547	236527	1044100	37.68e6	Genomes/GCA_001567575.1_Fsamv1.0_genomic.fna
9	9	3	31729	3820271	4804168	7684667	5048974	7684667	36.51e6	Genomes/GCA_001571465.2_ASM157146v2_genomic.fna
352	352	42	1033	183779	345554	752952	465690	1567382	48.19e6	Genomes/GCA_001574975.1_Ganpr1_genomic.fna
3331	3331	361	554	14665	43666	104643	62968	283715	60.41e6	Genomes/GCA_001578225.1_ASM157822v1_genomic.fna
2626	2626	114	500	30458	112123	277735	160629	849222	47.09e6	Genomes/GCA_001578235.1_ASM157823v1_genomic.fna
345	345	55	2049	45645	104079	213642	126345	388846	18.76e6	Genomes/GCA_001579715.1_ASM157971v1_genomic.fna
34	34	5	12548	2392175	4416304	5732807	3873893	6290098	52.13e6	Genomes/GCA_001593745.1_ASM159374v1_genomic.fna
61	61	5	1248	836619	1970486	3065487	1955249	3515953	24.78e6	Genomes/GCA_001598995.1_JCM_9937_assembly_v001_genomic.fna
28	28	4	1820	1643141	3305554	3729339	2787422	4013343	24.48e6	Genomes/GCA_001599015.1_JCM_9580_assembly_v001_genomic.fna
76	76	16	1384	308441	617757	953831	699592	1651238	29.33e6	Genomes/GCA_001599055.1_JCM_6961_assembly_v001_genomic.fna
23	23	4	1046	742724	1368077	1633990	1189265	1908090	12.27e6	Genomes/GCA_001599075.1_JCM_15019_assembly_v001_genomic.fna
8	8	3	874829	1118240	1809432	2569496	1741072	2569496	12.15e6	Genomes/GCA_001599095.1_JCM_1507_assembly_v001_genomic.fna
37	37	3	1005	724478	1182409	3115237	1550917	3115237	10.3e6	Genomes/GCA_001599115.1_JCM_1536_assembly_v001_genomic.fna
20	20	3	950	1484406	1631822	2941733	1894512	2941733	13.03e6	Genomes/GCA_001599155.1_JCM_1821_assembly_v001_genomic.fna
12	12	3	980	1578536	1944827	3127918	2090027	3127918	12.24e6	Genomes/GCA_001599195.1_JCM_3601_assembly_v001_genomic.fna
10	10	3	5430	809993	1643093	1725912	1391737	1923351	10.23e6	Genomes/GCA_001599235.1_JCM_9396_assembly_v001_genomic.fna
22	22	4	1151	947232	1355749	1910718	1452698	2365440	12.08e6	Genomes/GCA_001599255.1_JCM_9445_assembly_v001_genomic.fna
4	4	2	408225	2073765	2210499	3688155	2739162	3688155	8380644	Genomes/GCA_001599275.1_JCM_9478_assembly_v001_genomic.fna
15	15	4	1535	1299594	1897033	2232313	1709145	2479263	16.37e6	Genomes/GCA_001599295.1_JCM_9486_assembly_v001_genomic.fna
16	16	2	1076	2063312	2873744	2948709	2422395	2948709	9452845	Genomes/GCA_001599315.1_JCM_9596_assembly_v001_genomic.fna
32	32	3	1113	828664	3287120	3994719	2473180	3994719	19.13e6	Genomes/GCA_001599335.1_JCM_9604_assembly_v001_genomic.fna
11	11	4	187661	806988	1216816	2932140	1517181	2932140	11.61e6	Genomes/GCA_001599355.1_JCM_9829_assembly_v001_genomic.fna
218	218	12	1001	879189	1301745	1693801	1290904	2695032	38.5e6	Genomes/GCA_001599375.1_JCM_15942_assembly_v001_genomic.fna
19	19	4	1231	1356983	1929336	2590090	2043985	3144167	16.45e6	Genomes/GCA_001599395.1_JCM_9837_assembly_v001_genomic.fna
12	12	3	7272	1167708	3911773	3928629	2916299	4305704	23.29e6	Genomes/GCA_001599435.1_JCM_1933_assembly_v001_genomic.fna
19	19	5	992	3499256	4574701	5294413	4440476	6418835	46.05e6	Genomes/GCA_001599515.1_JCM_11502_assembly_v001_genomic.fna
106	106	5	1032	2532726	3356458	5129458	3910194	6520119	42.46e6	Genomes/GCA_001599555.1_JCM_22618_assembly_v001_genomic.fna
50	50	6	1360	1231038	2903719	5012570	3026168	5116911	44.3e6	Genomes/GCA_001599595.1_JCM_9230_assembly_v001_genomic.fna
30	30	6	1237	737209	1901030	3640685	2070908	4112216	29.59e6	Genomes/GCA_001599615.1_JCM_6020_assembly_v001_genomic.fna
192	192	14	1025	275059	742370	1574920	852063	1854794	33.78e6	Genomes/GCA_001599635.1_JCM_22485_assembly_v001_genomic.fna
63	63	10	988	677941	1176411	1593177	1156214	2404716	27.61e6	Genomes/GCA_001599655.1_JCM_5230_assembly_v001_genomic.fna
17	17	3	1307	2697450	5483182	7527422	4821075	7527422	33.42e6	Genomes/GCA_001599675.1_JCM_23157_assembly_v001_genomic.fna
58	58	7	1193	617735	980761	2207049	1347084	3232300	20.51e6	Genomes/GCA_001599695.1_JCM_9039_assembly_v001_genomic.fna
30	30	6	1330	1064500	1596871	2298791	1556675	2406746	22.63e6	Genomes/GCA_001599715.1_JCM_13614_assembly_v001_genomic.fna
74	74	9	1286	476522	975698	1322230	896042	1571857	20.6e6	Genomes/GCA_001599735.1_JCM_2334_assembly_v001_genomic.fna
72	72	4	1116	3600986	5278018	5688145	4849297	7436685	42.27e6	Genomes/GCA_001599755.1_JCM_17184_assembly_v001_genomic.fna
12	12	3	1111	3802580	4817919	6479557	4733946	6479557	29.8e6	Genomes/GCA_001599775.1_JCM_1751_assembly_v001_genomic.fna
37	37	3	955	4182095	7525378	8674709	6593451	8674709	36.32e6	Genomes/GCA_001599795.1_JCM_6030_assembly_v001_genomic.fna
9	9	3	7462	5152630	5968235	7153077	5968759	7496350	40.24e6	Genomes/GCA_001599815.1_JCM_9210_assembly_v001_genomic.fna
33	33	3	1021	3007545	4300121	6581585	4017323	6581585	31.04e6	Genomes/GCA_001599835.1_JCM_12817_assembly_v001_genomic.fna
75	75	7	1039	577598	1535514	2572073	1499215	3098163	27.24e6	Genomes/GCA_001599875.1_JCM_23047_assembly_v001_genomic.fna
9	9	4	1338	1052182	1141506	1796025	1393932	1894255	10.49e6	Genomes/GCA_001599895.1_JCM_1635_assembly_v001_genomic.fna
169	169	14	1006	513934	744069	844655	688934	1319368	23.66e6	Genomes/GCA_001599915.1_JCM_9740_assembly_v001_genomic.fna
129	129	11	1087	232865	574815	1090025	694489	1848242	19.75e6	Genomes/GCA_001599935.1_JCM_1743_assembly_v001_genomic.fna
69	69	6	1006	530729	1256232	2111648	1270488	2473189	21.26e6	Genomes/GCA_001599955.1_JCM_3780_assembly_v001_genomic.fna
19	19	3	1075	3064428	3799296	5324173	3868256	5324173	22.13e6	Genomes/GCA_001599975.1_JCM_7595_assembly_v001_genomic.fna
118	118	15	1049	270507	668716	874992	644695	1668614	24.59e6	Genomes/GCA_001599995.1_JCM_7599_assembly_v001_genomic.fna
71	71	9	1033	605050	960315	1286977	1001871	2090668	21.93e6	Genomes/GCA_001600015.1_JCM_11743_assembly_v001_genomic.fna
33	33	7	1271	562299	1095114	1400318	1039119	1761188	17.66e6	Genomes/GCA_001600035.1_JCM_11471_assembly_v001_genomic.fna
36	36	9	1343	621475	935166	1261743	981794	1971316	19.69e6	Genomes/GCA_001600055.1_JCM_11695_assembly_v001_genomic.fna
8	8	2	9155	1767565	2864868	8010178	4527368	8010178	19.41e6	Genomes/GCA_001600095.1_JCM_2954_assembly_v001_genomic.fna
11	11	3	1333	1950153	2343035	4937728	2844038	4937728	20.87e6	Genomes/GCA_001600175.1_JCM_10687_assembly_v001_genomic.fna
41	41	4	1058	1595944	2552312	3138161	2241153	3326807	21.68e6	Genomes/GCA_001600195.1_JCM_14894_assembly_v001_genomic.fna
10	10	3	1404	2562159	3079924	5188447	3390158	5188447	22.62e6	Genomes/GCA_001600235.1_JCM_1457_assembly_v001_genomic.fna
37	37	3	1007	1599008	3275913	6125587	3395236	6125587	25.96e6	Genomes/GCA_001600255.1_JCM_1458_assembly_v001_genomic.fna
16	16	3	3040	1005863	2408953	5395698	2942119	5395698	23.58e6	Genomes/GCA_001600295.1_JCM_1599_assembly_v001_genomic.fna
29	29	4	1025	1236039	3278535	3670905	2858201	4225014	24.55e6	Genomes/GCA_001600315.1_JCM_9941_assembly_v001_genomic.fna
17	17	3	1124	4171130	4553852	5946065	4627216	5946065	24.1e6	Genomes/GCA_001600335.1_JCM_10018_assembly_v001_genomic.fna
58	58	2	1045	1957345	3832865	6963272	4319411	6963272	17.97e6	Genomes/GCA_001600355.1_JCM_18503_assembly_v001_genomic.fna
19	19	2	1197	2145303	2210296	4288325	3028011	4288325	9273183	Genomes/GCA_001600375.1_JCM_5958_assembly_v001_genomic.fna
149	149	14	1146	267464	714153	1151720	707865	1586061	28.4e6	Genomes/GCA_001600395.1_JCM_7857_assembly_v001_genomic.fna
35	35	6	1171	1059675	2150511	3803400	2093832	3954291	33.46e6	Genomes/GCA_001600415.1_JCM_10690_assembly_v001_genomic.fna
17	17	4	6054	2582814	4455713	5894874	4505321	7713530	44.68e6	Genomes/GCA_001600455.1_JCM_7946_assembly_v001_genomic.fna
66	66	4	1000	2698430	4492036	4702451	3762828	5127702	31.11e6	Genomes/GCA_001600555.1_JCM_11844_assembly_v001_genomic.fna
31	31	5	2263	2443905	3091757	5743572	3614928	5757588	41.71e6	Genomes/GCA_001600575.1_JCM_8837_assembly_v001_genomic.fna
35	35	4	1112	1288649	2516090	6931056	3252403	6931056	31.53e6	Genomes/GCA_001600595.1_JCM_10691_assembly_v001_genomic.fna
26	26	4	1204	1257831	1947947	3425505	2204113	3567136	20.47e6	Genomes/GCA_001600615.1_JCM_2961_assembly_v001_genomic.fna
122	122	11	1039	435160	827833	1467276	917918	1844212	27.53e6	Genomes/GCA_001600635.1_JCM_10699_assembly_v001_genomic.fna
52	52	5	1111	719035	1272296	4107630	1678516	4107630	19.18e6	Genomes/GCA_001600655.1_JCM_2956_assembly_v001_genomic.fna
10	10	4	4443	1057340	1449755	1760901	1458653	2043218	11.06e6	Genomes/GCA_001600675.1_JCM_10732_assembly_v001_genomic.fna
26	26	5	1237	2104074	2805853	3680961	3006823	5297925	30.46e6	Genomes/GCA_001600735.1_JCM_2947_assembly_v001_genomic.fna
32	32	3	1788	770386	1569265	3626720	2158142	3626720	14.75e6	Genomes/GCA_001600755.1_JCM_10240_assembly_v001_genomic.fna
18	18	3	987	597792	1324252	1358424	1106223	1476158	7533955	Genomes/GCA_001600775.1_JCM_11348_assembly_v001_genomic.fna
16	16	4	1221	543747	814805	1413658	973496	1556873	8357916	Genomes/GCA_001600795.1_JCM_11963_assembly_v001_genomic.fna
136	136	9	982	508406	918993	1580624	993843	2179971	24.43e6	Genomes/GCA_001600815.1_JCM_7604_assembly_v001_genomic.fna
13	13	3	1083	611784	1323772	1355546	1108948	1488071	7566712	Genomes/GCA_001600835.1_JCM_12085_assembly_v001_genomic.fna
79	79	9	1020	797027	1036405	1220483	1067150	2360160	23.37e6	Genomes/GCA_001600875.1_JCM_24518_assembly_v001_genomic.fna
1341	1271	184	503	23363	51729	97945	65037	237106	32.43e6	Genomes/GCA_001604925.1_ASM160492v1_genomic.fna
5748	3998	411	500	8145	21637	42692	27127	117156	30.56e6	Genomes/GCA_001604955.1_ASM160495v1_genomic.fna
25660	11904	1476	500	2315	6482	17236	13462	131509	40.58e6	Genomes/GCA_001612595.1_MycenaChlorophos_1.0_genomic.fna
21	21	3	2356	1882582	5585923	6870963	4860093	6870963	30.44e6	Genomes/GCA_001613755.1_ASM161375v1_genomic.fna
791	435	44	500	179141	377287	641642	456992	1692084	52.61e6	Genomes/GCA_001618715.1_Ct127615v1_genomic.fna
27	27	5	1216	1114325	1905213	3123214	2047616	3317220	24.32e6	Genomes/GCA_001619985.1_Xylona_heveae_TC161_v1.0_genomic.fna
87	87	10	903	1284999	2551593	3764872	2442439	3986360	66.4e6	Genomes/GCA_001624995.1_ASM162499v1_genomic.fna
28	28	2	3236	9195676	10.14e6	12.52e6	10.69e6	12.52e6	32.19e6	Genomes/GCA_001625195.1_ASM162519v1_genomic.fna
3371	3371	345	1001	14050	38895	87573	54716	269065	50.69e6	Genomes/GCA_001625345.1_ASM162534v1_genomic.fna
214	214	23	1007	195389	467766	657260	460064	1237293	28.8e6	Genomes/GCA_001630345.1_Calvi1_genomic.fna
904	876	123	500	60513	134714	283777	184874	796807	59.48e6	Genomes/GCA_001630405.1_ASM163040v1_genomic.fna
24	24	3	527	3294226	5347650	6770181	4744019	6770181	33.46e6	Genomes/GCA_001630435.1_ASM163043v1_genomic.fna
230	230	17	1005	316232	687590	1188668	713768	1463428	34.88e6	Genomes/GCA_001630475.1_Sisni1_genomic.fna
599	364	39	500	103567	266184	438294	285534	896583	30.46e6	Genomes/GCA_001630605.1_ASM163060v1_genomic.fna
357	357	31	1035	141013	308973	591429	386138	1365120	31.94e6	Genomes/GCA_001632345.1_Daequ1_genomic.fna
1028	1028	79	1002	39648	110048	272589	171599	793452	33.85e6	Genomes/GCA_001632355.1_Sissu1_genomic.fna
399	399	22	1015	265814	514704	1177524	699869	2234509	39.03e6	Genomes/GCA_001632365.1_Laesu1_genomic.fna
1723	1723	177	1002	45960	111123	237593	184692	1667003	71.7e6	Genomes/GCA_001632375.1_Exigl1_genomic.fna
331	331	29	1008	152472	374596	623137	436311	1521003	34.35e6	Genomes/GCA_001632425.1_Neole1_genomic.fna
545	545	65	1018	76786	167267	278986	186196	590256	32.84e6	Genomes/GCA_001632435.1_Calco1_genomic.fna
103	103	8	1631	525079	1728000	3677749	2154201	4877922	46.86e6	Genomes/GCA_001633045.1_ASM163304v1_genomic.fna
68	66	6	596	896497	2919467	4148179	2782618	5036990	41.62e6	Genomes/GCA_001633055.2_OPF_BCC54312_improved_genomic.fna
97	97	8	1010	618634	1267920	1840700	1600302	4520846	30.68e6	Genomes/GCA_001636675.1_AAL_1.0_genomic.fna
82	82	13	1030	284770	474001	792567	597329	1565827	20.03e6	Genomes/GCA_001636715.1_AAP_1.0_genomic.fna
430	430	12	1002	231355	871618	1600860	1106481	3591232	33.4e6	Genomes/GCA_001636725.1_ISF_1.0_genomic.fna
241	241	13	1000	360510	771224	1336884	898510	2275001	32.35e6	Genomes/GCA_001636735.1_BBO_1.0_genomic.fna
389	389	12	515	319567	886394	1433715	913638	2400627	31.64e6	Genomes/GCA_001636745.1_NOR_1.0_genomic.fna
130	130	4	1015	1372116	3946253	5457685	3978659	6902696	35.58e6	Genomes/GCA_001636795.1_LEL_1.0_genomic.fna
78	78	7	1012	804514	1732550	2913417	1772524	3544422	34.53e6	Genomes/GCA_001636815.1_SPI_1.0_genomic.fna
21	21	4	4155	3096690	4318338	5009828	3912950	6050249	36.57e6	Genomes/GCA_001638945.1_Mucci2_genomic.fna
80	80	11	2964	816069	1514750	3085912	1878060	4376333	53.37e6	Genomes/GCA_001638985.2_Phybl2_genomic.fna
5	5	2	43869	2773601	4956242	5930846	4543911	5930846	15.98e6	Genomes/GCA_001640025.2_ASM164002v2_genomic.fna
879	879	133	503	33654	77987	132451	93045	458988	32.69e6	Genomes/GCA_001640655.1_ASM164065v1_genomic.fna
644	644	76	504	50983	115283	211426	139943	473907	28.33e6	Genomes/GCA_001640685.1_ASM164068v1_genomic.fna
83	83	11	6345	614493	1168637	1847282	1289465	2552698	35.81e6	Genomes/GCA_001641265.1_ASM164126v1_genomic.fna
61	61	5	1010	1411647	3089731	5093647	3052043	5363015	38.08e6	Genomes/GCA_001642045.1_Parsp1_genomic.fna
79	79	12	1034	676740	1097884	1543048	1114865	2531235	32.99e6	Genomes/GCA_001642055.1_Altal1_genomic.fna
324	324	42	1196	114257	268916	477553	321164	1141665	35.23e6	Genomes/GCA_001642475.1_ASM164247v1_genomic.fna
258	258	36	1014	130356	302482	557246	345255	1192800	33.79e6	Genomes/GCA_001646965.1_ASM164696v1_genomic.fna
618	618	80	1536	138384	333978	704950	454723	1846335	95.24e6	Genomes/GCA_001648815.1_ASM164881v1_genomic.fna
2647	2640	407	500	8294	18166	33197	21452	88862	23.57e6	Genomes/GCA_001649435.1_CEM2dn_genomic.fna
472	472	31	1003	216940	514599	887368	571829	1525757	49.7e6	Genomes/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.fna
261	103	5	502	694969	1331929	3427484	1951093	4051004	23.21e6	Genomes/GCA_001651435.1_CMCC_F_T3l_genomic.fna
57	57	5	5070	1388056	2674913	4192901	2870442	4889573	34.73e6	Genomes/GCA_001651985.1_ASM165198v1_genomic.fna
49	49	4	1745	3114031	5358365	6599916	4955687	8614841	44.19e6	Genomes/GCA_001653235.2_ASM165323v2_genomic.fna
163	163	5	1058	790249	3195384	3920270	2972475	5696966	38.21e6	Genomes/GCA_001653265.1_ASM165326v1_genomic.fna
245	215	37	550	89672	179640	308814	209309	637959	20.66e6	Genomes/GCA_001654535.1_ASM165453v1_genomic.fna
1842	1840	188	501	26167	65958	132627	82624	304778	41.95e6	Genomes/GCA_001654545.1_ASM165454v1_genomic.fna
1873	1553	138	501	12481	35555	75322	43546	138429	16.44e6	Genomes/GCA_001655755.1_ASM165575v1_genomic.fna
2530	2268	291	500	5145	13448	30918	20809	145420	14.72e6	Genomes/GCA_001655765.1_ASM165576v1_genomic.fna
2380	1098	55	500	27597	76648	151650	93886	330505	14.39e6	Genomes/GCA_001657455.1_ASM165745v1_genomic.fna
12	12	4	41158	1786716	2854105	3883964	2892982	4236025	26.56e6	Genomes/GCA_001657655.1_ASM165765v1_genomic.fna
2310	2310	212	1000	13574	43344	102020	68269	560457	35.27e6	Genomes/GCA_001658105.1_Rhivi1_genomic.fna
511	446	41	500	93355	186112	324917	223895	637817	24.99e6	Genomes/GCA_001660795.1_Cfu_V1.2_genomic.fna
10	10	3	7587	1392658	1668959	2675275	1905689	2675275	11.43e6	Genomes/GCA_001661235.1_Picme2_genomic.fna
197	159	3	503	1111849	1705742	2159135	1656328	2464833	12.34e6	Genomes/GCA_001661245.1_Pacta1_2_genomic.fna
46	46	3	2037	1479088	2125508	3274844	2070603	3274844	13.72e6	Genomes/GCA_001661255.1_Wican1_genomic.fna
35	35	11	7699	347475	436079	731762	556318	1471339	14.11e6	Genomes/GCA_001661265.1_Saico1_genomic.fna
20	20	4	1014	838974	1616874	1950635	1550375	2472443	13.68e6	Genomes/GCA_001661315.1_Nadfu1_genomic.fna
117	117	7	2002	889899	1309360	1685591	1292808	2055908	20.68e6	Genomes/GCA_001661325.1_Lipst1_1_genomic.fna
49	49	6	1350	493651	931948	1780969	1189003	2612407	15.05e6	Genomes/GCA_001661335.1_Babin1_genomic.fna
63	63	6	1006	440405	1034948	1454838	1317376	3332145	17.46e6	Genomes/GCA_001661345.1_Ascru1_genomic.fna
27	27	3	1148	921864	1839556	2728873	1624942	2728873	12.35e6	Genomes/GCA_001661395.1_Hypbu1_genomic.fna
76	76	6	1017	318956	695065	1262734	828887	1905448	12.76e6	Genomes/GCA_001661405.1_Cybja1_genomic.fna
16	16	4	1338	1247063	1511379	2640204	1662255	2640204	13.1e6	Genomes/GCA_001661415.1_Canta1_genomic.fna
62	62	6	1039	268933	698660	1377905	755113	1528329	13.1e6	Genomes/GCA_001661425.1_Canar1_genomic.fna
6	6	2	3807	2590459	3095638	3105224	2853550	3105224	9124378	Genomes/GCA_001661475.1_Canca1_genomic.fna
72	70	14	727	364629	592916	998773	709917	1887556	24.54e6	Genomes/GCA_001661515.1_ASM166151v1_genomic.fna
151	151	22	804	240780	446170	809031	536375	1768008	30.16e6	Genomes/GCA_001662655.1_ASM166265v1_genomic.fna
647	647	12	1988	11101	276645	436253	256939	610245	9686418	Genomes/GCA_001664025.1_Hanva1_1_genomic.fna
48	48	3	2018	1056975	2491632	5273390	2944186	5273390	15.68e6	Genomes/GCA_001664035.1_Metbi1_genomic.fna
7	7	4	988507	996047	1302528	1516309	1315196	1541475	8974367	Genomes/GCA_001664045.1_Hanpo2_genomic.fna
25	25	5	17011	4422509	5201688	6014962	4945199	6042495	50.72e6	Genomes/GCA_001672515.1_ASM167251v1_genomic.fna
181	181	3	2082	8388633	8773590	11.79e6	7992062	11.79e6	46.47e6	Genomes/GCA_001675295.1_FPOA1.0_genomic.fna
24403	16842	1572	500	1718	6168	23484	14250	157179	50.1e6	Genomes/GCA_001679825.1_ASM167982v1_genomic.fna
18692	9633	1519	500	3998	9021	17496	11694	80560	46.33e6	Genomes/GCA_001680505.1_ASM168050v1_genomic.fna
16072	8008	957	500	5593	14614	28862	18839	138149	48.11e6	Genomes/GCA_001680515.1_ASM168051v1_genomic.fna
15093	8646	1178	500	4586	11254	22779	14996	101013	46.43e6	Genomes/GCA_001680535.1_ASM168053v1_genomic.fna
32428	19126	3604	500	1651	3727	7636	5178	57355	47.23e6	Genomes/GCA_001680625.1_ASM168062v1_genomic.fna
22229	13650	2225	500	2451	5907	12246	8158	56976	46.78e6	Genomes/GCA_001680685.1_ASM168068v1_genomic.fna
2814	2814	323	892	11063	27694	50688	33440	155974	28.89e6	Genomes/GCA_001683725.1_ASM168372v1_genomic.fna
127	123	8	526	732700	1810445	2745113	1822367	3640883	39.29e6	Genomes/GCA_001683735.1_ASM168373v1_genomic.fna
712	712	85	1010	49768	116845	209305	157031	720759	33.95e6	Genomes/GCA_001687445.1_Obbri1_genomic.fna
366	366	58	2276	86952	200513	344372	242545	924144	37.46e6	Genomes/GCA_001689995.1_PSWKBGD_1_1_genomic.fna
999	999	76	882	19084	64126	186274	105649	482985	19.65e6	Genomes/GCA_001691755.2_ASM169175v2_genomic.fna
